"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,75.3114,75.3114,75.3100,75.3100,75.3100,75.3100,75.3126,75.3126,75.2985,75.2985,75.2985,75.2985,79.5706,79.5706
1991-04,74.1022,74.1022,74.1000,74.1000,74.0900,74.0900,74.0949,74.0949,74.1473,74.1473,74.1473,74.1473,78.1465,78.1465
1991-07,74.1211,74.1211,74.1200,74.1200,74.1300,74.1300,74.1272,74.1272,74.1029,74.1029,74.1029,74.1029,78.0404,78.0404
1991-10,74.8592,74.8592,74.8600,74.8600,74.8700,74.8700,74.8696,74.8696,74.8444,74.8444,74.8444,74.8444,78.7251,78.7251
1992-01,79.0878,79.0878,79.0900,79.0900,79.0900,79.0900,79.0880,79.0880,79.0755,79.0755,79.0755,79.0755,83.3883,83.3883
1992-04,79.4388,79.4388,79.4400,79.4400,79.4300,79.4300,79.4319,79.4319,79.4806,79.4806,79.4806,79.4806,84.3113,84.3113
1992-07,79.6162,79.6162,79.6200,79.6200,79.6200,79.6200,79.6222,79.6222,79.5973,79.5973,79.5973,79.5973,84.1603,84.1603
1992-10,80.1190,80.1190,80.1200,80.1200,80.1300,80.1300,80.1308,80.1308,80.1070,80.1070,80.1070,80.1070,84.6493,84.6493
1993-01,80.2172,80.2172,80.2200,80.2200,80.2200,80.2200,80.2178,80.2178,80.2115,80.2115,80.2115,80.2115,84.6349,84.6349
1993-04,81.0198,81.0198,81.0200,81.0200,81.0100,81.0100,81.0133,81.0133,81.0445,81.0445,81.0445,81.0445,86.1125,86.1125
1993-07,82.0307,82.0307,82.0300,82.0300,82.0400,82.0400,82.0351,82.0351,82.0162,82.0162,82.0162,82.0162,87.4924,87.4924
1993-10,82.3738,82.3738,82.3700,82.3700,82.3900,82.3900,82.3868,82.3868,82.3679,82.3679,82.3679,82.3679,87.7722,87.7722
1994-01,82.5880,82.5880,82.5900,82.5900,82.5900,82.5900,82.5890,82.5890,82.5882,82.5882,82.5882,82.5882,87.7933,87.7933
1994-04,83.1015,83.1015,83.1000,83.1000,83.1000,83.1000,83.0950,83.0950,83.1106,83.1106,83.1106,83.1106,88.6238,88.6238
1994-07,84.3954,84.3954,84.4000,84.4000,84.4000,84.4000,84.3985,84.3985,84.3847,84.3847,84.3847,84.3847,90.3376,90.3376
1994-10,83.6186,83.6186,83.6200,83.6200,83.6300,83.6300,83.6327,83.6327,83.6185,83.6185,83.6185,83.6185,89.5136,89.5136
1995-01,85.3549,85.3549,85.3500,85.3500,85.3600,85.3600,85.3562,85.3562,85.3613,85.3613,85.3613,85.3613,91.2272,91.2272
1995-04,86.6450,86.6450,86.6500,86.6500,86.6400,86.6400,86.6377,86.6377,86.6381,86.6381,86.6381,86.6381,92.2121,92.2121
1995-07,87.6859,87.6859,87.6900,87.6900,87.6900,87.6900,87.6883,87.6883,87.6799,87.6799,87.6799,87.6799,93.3141,93.3141
1995-10,89.0599,89.0599,89.0600,89.0600,89.0800,89.0800,89.0756,89.0756,89.0642,89.0642,89.0642,89.0642,95.0580,95.0580
1996-01,90.0079,90.0079,90.0100,90.0100,90.0100,90.0100,90.0097,90.0097,90.0165,90.0165,90.0165,90.0165,96.2250,96.2250
1996-04,90.4492,90.4492,90.4500,90.4500,90.4400,90.4400,90.4407,90.4407,90.4381,90.4381,90.4381,90.4381,96.8936,96.8936
1996-07,91.0694,91.0694,91.0700,91.0700,91.0700,91.0700,91.0724,91.0724,91.0643,91.0643,91.0643,91.0643,97.2538,97.2538
1996-10,91.1671,91.1671,91.1700,91.1700,91.1800,91.1800,91.1835,91.1835,91.1732,91.1732,91.1732,91.1732,97.2802,97.2802
