"",1999-04-28,1999-06-08,1999-09-09,1999-12-07,2000-03-02,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-27,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22
1996-01,1.9,1.6,1.7,2.1,2.6,2.73,2.85,2.91,2.96,2.96,2.34,,2.24,2.24,2.33,2.33,2.29,2.27,2.36,2.39,2.40,2.16,2.08,2.07,2.13
1996-04,,-0.6,-1.0,-1.3,-1.6,-1.54,-2.03,-2.04,-1.89,-1.89,-1.85,,-1.85,-1.85,-1.39,-1.39,-1.38,-1.41,-1.30,-1.29,-1.30,-1.33,-1.33,-1.34,-1.27
1996-07,,-0.5,-2.5,-2.2,-2.4,-2.06,-2.82,-2.81,-2.60,-2.60,-2.36,-2.36,-2.68,-2.68,-3.05,-3.05,-3.01,-2.96,-2.99,-3.01,-3.01,-2.92,-3.11,-3.12,-3.00
1996-10,1.4,0.2,-1.3,-1.5,-1.6,-2.08,-2.63,-2.67,-3.08,-3.08,-2.31,-2.31,-2.53,-2.53,-2.72,-2.72,-2.74,-2.74,-2.69,-2.71,-2.69,-2.72,-2.48,-2.45,-2.70
1997-01,0.4,1.2,0.0,0.2,0.9,0.29,-1.55,-1.51,-1.42,-1.42,-1.83,-1.83,-2.03,-2.03,-1.55,-1.55,-1.62,-1.64,-1.45,-1.40,-1.39,-1.50,-1.81,-1.82,-1.78
1997-04,5.1,2.7,0.9,0.4,0.1,0.35,-0.93,-0.90,-0.81,-0.81,-2.02,-2.02,-2.03,-2.03,-1.70,-1.70,-1.70,-1.72,-2.01,-2.00,-2.02,-1.75,-1.66,-1.68,-1.60
1997-07,5.5,2.5,0.7,1.4,1.0,1.26,0.57,0.60,0.78,0.78,-0.55,-0.55,-0.82,-0.82,-1.12,-1.12,-1.03,-0.97,-1.02,-1.05,-1.06,-0.83,-0.98,-0.98,-0.86
1997-10,8.6,3.6,2.6,2.3,2.3,1.79,0.96,0.89,0.55,0.55,0.02,0.02,-0.02,-0.02,-0.49,-0.49,-0.52,-0.52,-0.37,-0.38,-0.37,-0.52,-0.18,-0.15,-0.40
1998-01,4.3,3.5,1.4,1.3,2.2,2.26,0.85,0.88,1.05,1.05,1.22,1.22,1.16,1.16,0.85,0.85,0.77,0.69,0.46,0.52,0.54,0.59,0.20,0.17,0.23
1998-04,,7.1,5.4,4.7,4.3,4.39,1.39,1.39,1.40,1.40,1.68,1.68,1.70,1.70,0.46,0.46,0.44,0.45,0.44,0.48,0.46,0.54,0.60,0.58,0.65
1998-07,16.0,7.7,3.5,4.6,4.0,4.17,1.62,1.71,1.77,1.77,0.79,0.79,0.48,0.48,0.51,0.51,0.64,0.71,0.64,0.56,0.54,0.81,0.90,0.91,1.02
1998-10,,12.5,7.7,7.4,7.4,7.23,4.14,4.04,3.82,3.82,0.88,0.88,0.84,0.84,-0.30,-0.30,-0.34,-0.37,-0.27,-0.28,-0.24,-0.47,-0.07,-0.02,-0.26
1999-01,,3.3,2.5,2.4,5.6,6.42,3.97,3.91,4.12,4.12,-0.44,-0.44,-0.59,-0.59,-0.36,-0.36,-0.43,-0.55,-0.90,-0.80,-0.78,-0.59,-1.16,-1.18,-1.15
1999-04,,,4.7,5.6,6.7,7.14,3.05,3.02,2.95,2.95,-0.58,-0.58,-0.58,-0.58,-2.24,-2.24,-2.27,-2.23,-1.74,-1.67,-1.70,-1.52,-1.63,-1.70,-1.62
1999-07,,,,4.0,6.2,6.03,0.99,1.27,1.14,1.14,-1.52,-1.52,-1.75,-1.75,-2.38,-2.38,-2.27,-2.20,-1.54,-1.69,-1.74,-1.46,-1.22,-1.19,-1.10
1999-10,,,,,7.9,7.51,3.76,3.57,3.52,3.52,-0.77,-0.77,-0.63,-0.63,-1.16,-1.16,-1.17,-1.17,-1.16,-1.16,-1.10,-1.52,-1.12,-1.07,-1.23
2000-01,,,,,,8.53,1.83,1.41,0.81,0.81,-2.64,-2.64,-2.93,-2.93,-0.99,-0.99,-1.04,-1.21,-2.99,-2.89,-2.88,-2.90,-2.86,-2.85,-2.86
2000-04,,,,,,,5.36,4.49,2.94,2.94,0.60,0.60,0.75,0.75,-1.09,-1.09,-1.17,-1.10,-2.85,-2.74,-2.77,-2.49,-2.37,-2.52,-2.40
2000-07,,,,,,,,5.45,4.46,4.46,0.09,0.09,-0.04,-0.04,-1.28,-1.28,-1.28,-1.19,-1.49,-1.72,-1.82,-1.50,-1.19,-1.10,-1.02
2000-10,,,,,,,,,6.06,6.06,4.69,4.69,4.84,4.84,0.09,0.09,0.21,0.24,-1.33,-1.32,-1.20,-1.70,-1.71,-1.65,-1.83
2001-01,,,,,,,,,,5.25,-2.13,-1.10,-3.88,-3.88,-2.36,-2.36,-2.34,-2.59,-5.03,-4.90,-4.89,-5.12,-5.92,-5.89,-5.91
2001-04,,,,,,,,,,,-2.49,-1.25,-2.86,-2.86,-2.65,-2.65,-2.77,-2.70,-4.90,-4.74,-4.76,-4.53,-5.02,-5.29,-5.10
2001-07,,,,,,,,,,,,-5.36,-4.82,-4.82,-6.02,-6.02,-6.21,-6.11,-7.37,-7.67,-7.79,-7.44,-7.91,-7.72,-7.66
2001-10,,,,,,,,,,,,,-2.77,-2.77,-4.41,-4.41,-4.14,-4.04,-7.65,-7.62,-7.48,-7.91,-8.27,-8.21,-8.47
2002-01,,,,,,,,,,,,,,-8.57,-6.39,-5.55,-6.09,-6.40,-8.47,-8.33,-8.33,-8.38,-11.41,-11.40,-11.42
2002-04,,,,,,,,,,,,,,,-2.54,-2.43,-2.38,-2.32,-3.82,-3.65,-3.66,-3.37,-6.88,-7.25,-6.92
2002-07,,,,,,,,,,,,,,,,-2.44,-3.81,-3.72,-5.90,-6.25,-6.39,-5.89,-8.66,-8.35,-8.32
2002-10,,,,,,,,,,,,,,,,,-2.10,-1.97,-4.36,-4.33,-4.16,-4.76,-8.93,-8.86,-9.26
2003-01,,,,,,,,,,,,,,,,,,-1.50,-2.87,-2.03,-1.65,-2.26,-4.59,-4.64,-4.66
2003-04,,,,,,,,,,,,,,,,,,,-2.35,-0.09,-0.31,-0.33,-4.15,-4.62,-4.20
2003-07,,,,,,,,,,,,,,,,,,,,-5.80,-5.07,-4.90,-7.64,-7.18,-7.13
2003-10,,,,,,,,,,,,,,,,,,,,,-0.51,-2.50,-1.81,-1.76,-2.21
2004-01,,,,,,,,,,,,,,,,,,,,,,-1.46,-2.81,-2.80,-3.01
2004-04,,,,,,,,,,,,,,,,,,,,,,,-2.63,-2.77,-3.05
2004-07,,,,,,,,,,,,,,,,,,,,,,,,5.45,3.69
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,-0.13
