"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,36.40,36.40,36.40
1991-04,55.43,55.43,55.43,55.43,55.43,55.43,55.43,55.43,55.43,55.43,55.43,55.43,34.29,34.29,34.29
1991-07,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,35.67,35.67,35.67
1991-10,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,37.81,37.81,37.81
1992-01,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,37.68,37.68,37.68
1992-04,59.08,59.08,59.08,59.08,59.08,59.08,59.08,59.08,59.08,59.08,59.08,59.08,36.71,36.71,36.71
1992-07,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,40.00,40.00,40.00
1992-10,60.07,60.07,60.07,60.07,60.07,60.07,60.07,60.07,60.07,60.07,60.07,60.07,40.11,40.11,40.11
1993-01,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,40.74,40.74,40.74
1993-04,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,39.77,39.77,39.77
1993-07,66.96,66.96,66.96,66.96,66.96,66.96,66.96,66.96,66.96,66.96,66.96,66.96,43.15,43.15,43.15
1993-10,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,64.80,43.46,43.46,43.46
1994-01,62.99,62.99,62.99,62.99,62.99,62.99,62.99,62.99,62.99,62.99,62.99,62.99,40.26,40.26,40.26
1994-04,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,39.30,39.30,39.30
1994-07,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,43.18,43.18,43.18
1994-10,63.68,63.68,63.68,63.68,63.68,63.68,63.68,63.68,63.68,63.68,63.68,63.68,43.85,43.85,43.85
1995-01,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,42.36,42.36,42.36
1995-04,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,65.93,41.87,41.87,41.87
1995-07,69.19,69.19,69.19,69.19,69.19,69.19,69.19,69.19,69.19,69.19,69.19,69.19,45.65,45.65,45.65
1995-10,66.40,66.40,66.40,66.40,66.40,66.40,66.40,66.40,66.40,66.40,66.40,66.40,46.56,46.56,46.56
