"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.24,8.209,8.209,8.209
1991-04,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.251,8.251,8.251
1991-07,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.391,8.391,8.391
1991-10,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.67,8.628,8.628,8.628
1992-01,8.88,8.88,8.88,8.88,8.87,8.87,8.87,8.87,8.88,8.88,8.88,8.88,8.836,8.836,8.836
1992-04,9.42,9.42,9.42,9.42,9.43,9.43,9.43,9.43,9.42,9.42,9.42,9.42,9.374,9.374,9.374
1992-07,9.55,9.55,9.55,9.55,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.497,9.497,9.497
1992-10,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.490,9.490,9.490
1993-01,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.643,9.643,9.643
1993-04,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.791,9.791,9.791
1993-07,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.866,9.866,9.866
1993-10,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.039,10.039,10.039
1994-01,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.038,10.038,10.038
1994-04,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.138,10.138,10.138
1994-07,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.205,10.205,10.205
1994-10,10.31,10.31,10.31,10.31,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.258,10.258,10.258
1995-01,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.206,10.206,10.206
1995-04,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.619,10.619,10.619
1995-07,10.55,10.55,10.55,10.55,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.519,10.519,10.519
1995-10,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.527,10.527,10.527
1996-01,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.499,10.499,10.499
1996-04,10.39,10.39,10.39,10.39,10.39,10.39,10.39,10.39,10.39,10.39,10.39,10.39,10.342,10.342,10.342
1996-07,10.70,10.70,10.70,10.70,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.671,10.671,10.671
1996-10,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.521,10.521,10.521
1997-01,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.515,10.515,10.515
1997-04,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.442,10.442,10.442
1997-07,10.57,10.57,10.57,10.57,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.548,10.548,10.548
1997-10,10.60,10.60,10.60,10.60,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.561,10.561,10.561
1998-01,10.67,10.67,10.67,10.67,10.67,10.67,10.67,10.67,10.67,10.67,10.67,10.67,10.636,10.636,10.636
1998-04,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.609,10.609,10.609
1998-07,10.74,10.74,10.74,10.74,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.714,10.714,10.714
1998-10,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.79,10.761,10.761,10.761
1999-01,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.77,10.754,10.754,10.754
1999-04,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.16,11.134,11.134,11.134
1999-07,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.113,11.113,11.113
1999-10,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.190,11.190,11.190
