"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1992-07,108.97,108.97,108.97,108.97,108.97,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.84,108.84,108.84,108.84,108.84,108.84,108.84,108.84,111.70,111.70,111.70,111.70,111.70,111.70,111.70,111.70,111.70,111.70,111.70,111.70,115.11,115.11
1992-10,106.17,106.17,106.17,106.17,106.17,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.06,106.05,106.05,106.05,106.05,106.05,106.05,106.05,106.05,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,109.40,112.53,112.53
1993-01,107.26,107.26,107.26,107.26,107.26,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.12,107.12,107.12,107.12,107.12,107.12,107.12,107.12,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,109.97,112.80,112.80
1993-04,100.44,100.44,100.44,100.44,100.44,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,105.64,105.64
1993-07,108.08,108.08,108.08,108.08,108.08,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.94,107.94,107.94,107.94,107.94,107.94,107.94,107.94,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,113.61,113.61
1993-10,105.57,105.57,105.57,105.57,105.57,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.44,105.44,105.44,105.44,105.44,105.44,105.44,105.44,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,111.60,111.60
1994-01,107.61,107.61,107.61,107.61,107.61,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,107.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,113.25,113.25
1994-04,100.34,100.34,100.34,100.34,100.34,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,102.91,102.91,102.91,102.91,102.91,102.91,102.91,102.91,102.91,102.91,102.91,102.91,105.22,105.22
1994-07,107.88,107.88,107.88,107.88,107.88,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.78,107.78,107.78,107.78,107.78,107.78,107.78,107.78,110.57,110.57,110.57,110.57,110.57,110.57,110.57,110.57,110.57,110.57,110.57,110.57,113.33,113.33
1994-10,104.78,104.78,104.78,104.78,104.78,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.68,104.68,104.68,104.68,104.68,104.68,104.68,104.68,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,107.79,110.60,110.60
1995-01,107.12,107.12,107.12,107.12,107.12,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,110.14,110.14,110.14,110.14,110.14,110.14,110.14,110.14,110.14,110.14,110.14,110.14,113.28,113.28
1995-04,99.01,99.01,99.01,99.01,99.01,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.93,98.93,98.93,98.93,98.93,98.93,98.93,98.93,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,103.94,103.94
1995-07,106.44,106.44,106.44,106.44,106.44,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.38,106.37,106.37,106.37,106.37,106.37,106.37,106.37,106.37,109.03,109.03,109.03,109.03,109.03,109.03,109.03,109.03,109.03,109.03,109.03,109.03,112.27,112.27
1995-10,104.20,104.20,104.20,104.20,104.20,104.15,104.15,104.15,104.15,104.15,104.15,104.15,104.15,104.15,104.15,104.15,104.15,104.13,104.13,104.13,104.13,104.13,104.13,104.13,104.13,106.82,106.82,106.82,106.82,106.82,106.82,106.82,106.82,106.82,106.82,106.82,106.82,110.26,110.26
1996-01,105.55,105.55,105.55,105.55,105.55,105.48,105.48,105.48,105.48,105.48,105.48,105.48,105.48,105.48,105.48,105.48,105.48,105.46,105.46,105.46,105.46,105.46,105.46,105.46,105.46,107.96,107.96,107.96,107.96,107.96,107.96,107.96,107.96,107.96,107.96,107.96,107.96,111.48,111.48
1996-04,97.80,97.80,97.80,97.80,97.80,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.75,97.75,97.75,97.75,97.75,97.75,97.75,97.75,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,103.21,103.21
1996-07,105.62,105.62,105.62,105.62,105.62,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,108.54,111.75,111.75
1996-10,103.36,103.36,103.36,103.36,103.36,103.34,103.34,103.34,103.34,103.34,103.34,103.34,103.34,103.34,103.34,103.34,103.34,103.33,103.33,103.33,103.33,103.33,103.33,103.33,103.33,105.60,105.60,105.60,105.60,105.60,105.60,105.60,105.60,105.60,105.60,105.60,105.60,108.29,108.29
1997-01,103.38,103.38,103.38,103.38,103.38,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,108.32,108.32
1997-04,98.21,98.21,98.21,98.21,98.21,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,104.04,104.04
1997-07,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,104.83,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,107.95,110.97,110.97
1997-10,103.28,103.28,103.28,103.28,103.28,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.31,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,105.80,105.80,105.80,105.80,105.80,105.80,105.80,105.80,105.80,105.80,105.80,105.80,108.23,108.23
1998-01,104.43,104.43,104.43,104.43,104.43,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.45,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,106.97,106.97,106.97,106.97,106.97,106.97,106.97,106.97,106.97,106.97,106.97,106.97,109.69,109.69
1998-04,96.58,96.58,96.58,96.58,96.58,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,101.64,101.64
1998-07,103.93,103.93,103.93,103.93,103.93,103.96,103.96,103.96,103.96,103.96,103.96,103.96,103.96,103.96,103.96,103.96,103.96,103.95,103.95,103.95,103.95,103.95,103.95,103.95,103.95,106.87,106.87,106.87,106.87,106.87,106.87,106.87,106.87,106.87,106.87,106.87,106.87,109.95,109.95
1998-10,103.23,103.23,103.23,103.23,103.23,103.26,103.26,103.26,103.26,103.26,103.26,103.26,103.26,103.26,103.26,103.26,103.26,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,108.55,108.55
1999-01,103.22,103.22,103.22,103.22,103.22,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,105.78,105.78,105.78,105.78,105.78,105.78,105.78,105.78,105.78,105.78,105.78,105.78,108.48,108.48
1999-04,96.27,96.27,96.27,96.27,96.27,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.29,96.29,96.29,96.29,96.29,96.29,96.29,96.29,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,101.35,101.35
1999-07,102.81,102.81,102.81,102.81,102.81,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.83,102.83,102.83,102.83,102.83,102.83,102.83,102.83,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,108.26,108.26
1999-10,102.66,102.66,102.66,102.66,102.66,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.68,102.68,102.68,102.68,102.68,102.68,102.68,102.68,105.83,105.83,105.83,105.83,105.83,105.83,105.83,105.83,105.83,105.83,105.83,105.83,107.45,107.45
2000-01,103.49,103.49,103.49,103.49,103.49,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.51,103.51,103.51,103.51,103.51,103.51,103.51,103.51,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,108.27,108.27
2000-04,94.99,94.99,94.99,94.99,94.99,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,97.66,97.66,97.66,97.66,97.66,97.66,97.66,97.66,97.66,97.66,97.66,97.66,98.92,98.92
2000-07,101.45,101.45,101.45,101.45,101.45,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,104.42,104.42,104.42,104.42,104.42,104.42,104.42,104.42,104.42,104.42,104.42,104.42,106.34,106.34
2000-10,100.09,100.09,100.09,100.09,100.09,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,102.51,102.51,102.51,102.51,102.51,102.51,102.51,102.51,102.51,102.51,102.51,102.51,104.36,104.36
2001-01,101.89,101.89,101.89,101.89,101.89,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.89,101.89,101.89,101.89,101.89,101.89,101.89,101.89,104.62,104.62,104.62,104.62,104.62,104.62,104.62,104.62,104.62,104.62,104.62,104.62,106.98,106.98
2001-04,93.98,93.95,93.95,93.95,93.95,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.96,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,98.40,98.40
2001-07,100.82,100.80,100.80,100.80,100.80,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.80,100.80,100.80,100.80,100.80,100.80,100.80,100.80,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,105.97,105.97
2001-10,99.47,99.47,99.47,99.47,99.47,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,103.64,103.64
2002-01,99.79,99.79,99.79,99.79,99.79,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,102.18,102.18,102.18,102.18,102.18,102.18,102.18,102.18,102.18,102.18,102.18,102.18,104.76,104.76
2002-04,93.55,93.53,93.53,93.53,93.53,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,96.23,96.23,96.23,96.23,96.23,96.23,96.23,96.23,96.23,96.23,96.23,96.23,98.33,98.33
2002-07,100.53,100.50,100.50,100.50,100.50,100.49,100.49,100.49,100.49,100.49,100.49,100.49,100.49,100.49,100.49,100.49,100.49,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,105.67,105.67
2002-10,98.86,98.80,98.80,98.80,98.80,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,101.15,103.04,103.04
2003-01,100.23,100.12,100.12,100.12,100.12,99.91,99.91,99.91,99.91,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.90,99.90,99.90,99.90,99.90,99.90,99.90,99.90,102.73,102.73,102.73,102.73,102.73,102.73,102.73,102.73,102.73,102.73,102.73,102.73,104.95,104.95
2003-04,92.79,92.46,92.46,92.46,92.46,92.47,92.47,92.47,92.47,92.45,92.45,92.45,92.45,92.45,92.45,92.45,92.45,92.44,92.44,92.44,92.44,92.44,92.44,92.44,92.44,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,97.15,97.15
2003-07,100.17,99.47,99.47,99.47,99.47,99.84,99.84,99.84,99.84,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,105.18,105.18
2003-10,98.92,98.81,98.81,98.81,98.81,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.59,98.59,98.59,98.59,98.58,98.58,98.58,98.58,98.58,98.58,98.58,98.58,100.85,100.85,100.85,100.85,100.85,100.85,100.85,100.85,100.85,100.85,100.85,100.85,102.76,102.76
2004-01,100.74,100.80,100.80,100.80,100.80,100.35,100.35,100.35,100.35,100.38,100.38,100.38,100.38,100.35,100.35,100.35,100.35,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,102.69,104.95,104.95
2004-04,92.95,92.62,92.62,92.62,92.62,92.40,92.40,92.40,92.40,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,96.53,96.53
2004-07,100.20,99.22,99.22,99.22,99.22,99.34,99.34,99.34,99.34,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,101.84,101.84,101.84,101.84,101.84,101.84,101.84,101.84,101.84,101.84,101.84,101.84,103.91,103.91
2004-10,99.84,99.73,99.73,99.73,99.73,99.35,99.35,99.35,99.35,99.37,99.37,99.37,99.37,99.37,99.37,99.37,99.37,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,103.92,103.92
2005-01,98.94,99.11,99.08,99.08,99.08,98.88,98.88,98.88,98.88,98.96,98.96,98.96,98.96,98.88,98.88,98.88,98.88,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.99,101.99
2005-04,,93.44,93.50,93.55,93.55,93.65,93.65,93.65,93.65,93.39,93.39,93.39,93.39,93.35,93.35,93.35,93.35,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,97.83,97.83
2005-07,,,99.06,99.16,99.16,99.15,99.15,99.15,99.15,98.91,98.91,98.91,98.91,98.82,98.82,98.82,98.82,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,103.57,103.57
2005-10,,,,99.17,99.17,98.69,98.69,98.69,98.69,98.43,98.43,98.43,98.43,98.39,98.39,98.39,98.39,98.38,98.38,98.38,98.38,98.38,98.38,98.38,98.38,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,102.73,102.73
2006-01,,,,,100.44,100.03,100.02,100.10,100.10,99.92,99.92,99.92,99.92,99.84,99.84,99.84,99.84,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,105.73,105.73
2006-04,,,,,,92.40,92.50,92.56,92.54,92.31,92.31,92.31,92.31,92.26,92.26,92.26,92.26,92.11,92.11,92.11,92.11,92.11,92.11,92.11,92.11,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,96.82,96.82
2006-07,,,,,,,99.10,98.86,98.77,98.56,98.56,98.56,98.56,98.48,98.48,98.48,98.48,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,104.01,104.01
2006-10,,,,,,,,98.44,98.56,98.28,98.28,98.28,98.28,98.26,98.26,98.26,98.26,98.08,98.08,98.08,98.08,98.11,98.11,98.11,98.11,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43,100.43,103.49,103.49
2007-01,,,,,,,,,100.43,100.22,100.18,100.18,100.21,100.27,100.27,100.27,100.27,100.09,100.09,100.09,100.09,100.01,100.01,100.01,100.01,102.65,102.65,102.65,102.65,102.65,102.65,102.65,102.65,102.65,102.65,102.65,102.65,105.87,105.87
2007-04,,,,,,,,,,92.42,92.46,92.44,92.49,92.55,92.55,92.55,92.55,92.38,92.38,92.38,92.38,92.28,92.28,92.28,92.28,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,97.20,97.20
2007-07,,,,,,,,,,,98.48,98.58,98.55,98.51,98.51,98.51,98.51,98.32,98.32,98.32,98.32,98.24,98.24,98.24,98.24,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,103.96,103.96
2007-10,,,,,,,,,,,,97.98,97.95,97.98,97.98,97.98,97.98,97.81,97.81,97.81,97.81,97.71,97.71,97.71,97.71,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,102.94,102.94
2008-01,,,,,,,,,,,,,99.45,99.26,99.40,99.40,99.40,99.20,99.20,99.20,99.20,99.01,99.01,99.01,99.01,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,104.41,104.41
2008-04,,,,,,,,,,,,,,94.05,93.83,93.92,93.92,93.74,93.74,93.74,93.74,93.55,93.55,93.55,93.55,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,96.53,98.86,98.86
2008-07,,,,,,,,,,,,,,,98.59,98.77,98.74,98.74,98.74,98.74,98.74,98.52,98.52,98.52,98.52,101.10,101.10,101.10,101.10,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,103.60,103.60
2008-10,,,,,,,,,,,,,,,,96.76,96.65,96.54,96.54,96.54,96.54,96.26,96.26,96.26,96.26,98.60,98.60,98.60,98.60,98.57,98.57,98.57,98.57,98.57,98.57,98.57,98.57,101.37,101.37
2009-01,,,,,,,,,,,,,,,,,96.36,96.08,95.81,96.13,96.13,96.07,96.07,96.07,96.07,98.57,98.57,98.57,98.57,98.55,98.55,98.55,98.55,98.52,98.52,98.52,98.52,101.58,101.58
2009-04,,,,,,,,,,,,,,,,,,89.29,88.87,89.09,89.09,89.13,89.13,89.13,89.13,90.92,90.92,90.92,90.92,90.91,90.91,90.91,90.91,90.88,90.88,90.88,90.88,92.91,92.91
2009-07,,,,,,,,,,,,,,,,,,,95.45,95.76,95.69,95.78,95.78,95.78,95.78,97.86,97.86,97.86,97.86,97.83,97.83,97.83,97.83,97.79,97.79,97.79,97.79,100.42,100.42
2009-10,,,,,,,,,,,,,,,,,,,,96.40,96.56,96.51,96.51,96.51,96.51,99.15,99.15,99.15,99.15,99.24,99.24,99.24,99.24,99.06,99.06,99.06,99.06,100.15,100.15
2010-01,,,,,,,,,,,,,,,,,,,,,97.35,97.52,97.49,97.49,97.60,99.61,99.61,99.61,99.61,99.51,99.51,99.51,99.51,99.29,99.29,99.29,99.29,100.98,100.98
2010-04,,,,,,,,,,,,,,,,,,,,,,91.18,91.35,91.26,91.35,93.07,93.07,93.07,93.07,93.05,93.05,93.05,93.05,92.92,92.92,92.92,92.92,94.61,94.61
2010-07,,,,,,,,,,,,,,,,,,,,,,,98.08,98.11,98.09,99.94,99.94,99.94,99.94,99.88,99.88,99.88,99.88,99.78,99.78,99.78,99.78,101.73,101.73
2010-10,,,,,,,,,,,,,,,,,,,,,,,,98.36,98.35,100.83,100.83,100.83,100.83,100.70,100.70,100.70,100.70,100.57,100.57,100.57,100.57,102.65,102.65
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,98.98,100.83,101.13,101.12,101.28,100.92,100.92,100.92,100.92,100.93,100.93,100.93,100.93,103.21,103.21
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,93.30,93.70,93.59,93.40,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,95.03,95.03
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,100.16,100.22,100.11,99.66,99.66,99.66,99.66,99.68,99.68,99.68,99.68,101.86,101.86
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94,99.66,99.49,99.49,99.49,99.49,99.21,99.21,99.21,99.21,100.85,100.85
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.07,101.86,101.56,101.50,101.52,101.10,101.10,101.10,101.10,103.01,103.01
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73,92.51,92.12,92.08,91.79,91.79,91.79,91.79,93.25,93.25
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.37,98.82,98.82,98.75,98.75,98.75,98.75,100.31,100.31
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.97,98.13,97.85,97.85,97.85,97.85,98.95,98.95
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.22,98.69,98.37,98.23,98.22,99.66,99.66
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.36,92.33,92.44,92.41,93.33,93.33
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.34,99.38,99.30,100.50,100.50
