"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,72.25,73.03,73.03,73.03,73.03,73.03,73.03,73.03,73.03,73.03,73.03,73.03,73.03,70.74,70.74,70.74
1991-04,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.38,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.59,83.01,83.01,83.01
1991-07,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,78.62,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,77.28,77.28,77.28
1991-10,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,92.04,89.06,89.06,89.06
1992-01,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,74.14,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,72.65,72.65,72.65
1992-04,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.18,83.44,83.44,83.44,83.44,83.44,83.44,83.44,83.44,83.44,83.44,83.44,83.44,80.99,80.99,80.99
1992-07,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,75.13,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,73.80,73.80,73.80
1992-10,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.38,83.80,83.80,83.80,83.80,83.80,83.80,83.80,83.80,83.80,83.80,83.80,83.80,80.74,80.74,80.74
1993-01,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,61.73,61.73,61.73
1993-04,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.32,69.70,69.70,69.70,69.70,69.70,69.70,69.70,69.70,69.70,69.70,69.70,69.70,67.37,67.37,67.37
1993-07,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,64.39,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,63.07,63.07,63.07
1993-10,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.48,73.74,73.74,73.74,73.74,73.74,73.74,73.74,73.74,73.74,73.74,73.74,73.74,71.01,71.01,71.01
1994-01,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,59.57,59.57,59.57,59.57,59.57,59.57,59.57,59.57,59.57,59.57,59.57,59.57,57.88,57.88,57.88
1994-04,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,65.76,65.76,65.76
1994-07,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,63.53,63.53,63.53
1994-10,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,76.74,77.13,77.13,77.13,77.13,77.13,77.13,77.13,77.13,77.13,77.13,77.13,77.13,74.17,74.17,74.17
1995-01,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,63.03,63.03,63.03,63.03,63.03,63.03,63.03,63.03,63.03,63.03,63.03,63.03,61.20,61.20,61.20
1995-04,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.68,70.68,70.68,70.68,70.68,70.68,70.68,70.68,70.68,70.68,70.68,70.68,68.01,68.01,68.01
1995-07,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,66.83,66.83,66.83,66.83,66.83,66.83,66.83,66.83,66.83,66.83,66.83,66.83,63.95,63.95,63.95
1995-10,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,76.22,77.03,77.03,77.03,77.03,77.03,77.03,77.03,77.03,77.03,77.03,77.03,77.03,73.87,73.87,73.87
1996-01,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.20,62.73,62.73,62.73,62.73,62.73,62.73,62.73,62.73,62.73,62.73,62.73,62.73,60.63,60.63,60.63
1996-04,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,72.26,69.19,69.19,69.19
1996-07,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,68.45,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,66.49,66.49,66.49
1996-10,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.12,80.74,80.74,80.74,80.74,80.74,80.74,80.74,80.74,80.74,80.74,80.74,80.74,77.30,77.30,77.30
1997-01,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.94,64.94,64.94,64.94,64.94,64.94,64.94,64.94,64.94,64.94,64.94,64.94,62.34,62.34,62.34
1997-04,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,75.80,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,73.09,73.09,73.09
1997-07,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,72.46,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,70.18,70.18,70.18
1997-10,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.53,86.53,86.53,86.53,86.53,86.53,86.53,86.53,86.53,86.53,86.53,86.53,82.38,82.38,82.38
1998-01,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,72.52,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,70.25,70.25,70.25
1998-04,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,81.94,82.16,82.16,82.16,82.16,82.16,82.16,82.16,82.16,82.16,82.16,82.16,82.16,78.68,78.68,78.68
1998-07,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,81.72,82.78,82.78,82.78,82.78,82.78,82.78,82.78,82.78,82.78,82.78,82.78,82.78,78.90,78.90,78.90
1998-10,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,97.13,92.54,92.54,92.54
1999-01,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,80.13,81.12,81.12,81.12,81.12,81.12,81.12,81.12,81.12,81.12,81.12,81.12,81.12,77.54,77.54,77.54
