"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,35.76,35.76,35.76,35.76,35.75,35.75,35.75,35.75,35.75,35.75,35.75,35.75,36.047,36.047,36.047
1991-04,38.76,38.76,38.76,38.76,38.76,38.76,38.76,38.76,38.76,38.76,38.76,38.76,39.090,39.090,39.090
1991-07,37.63,37.63,37.63,37.63,37.63,37.63,37.63,37.63,37.63,37.63,37.63,37.63,37.909,37.909,37.909
1991-10,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.51,38.52,38.52,38.52,38.52,38.773,38.773,38.773
1992-01,39.84,39.84,39.84,39.84,39.84,39.84,39.84,39.84,39.83,39.83,39.83,39.83,40.138,40.138,40.138
1992-04,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.381,41.381,41.381
1992-07,42.35,42.35,42.35,42.35,42.36,42.36,42.36,42.36,42.35,42.35,42.35,42.35,42.728,42.728,42.728
1992-10,41.78,41.78,41.78,41.78,41.78,41.78,41.78,41.78,41.79,41.79,41.79,41.79,42.191,42.191,42.191
1993-01,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.48,42.833,42.833,42.833
1993-04,44.07,44.07,44.07,44.07,44.07,44.07,44.07,44.07,44.07,44.07,44.07,44.07,44.431,44.431,44.431
1993-07,43.30,43.30,43.30,43.30,43.31,43.31,43.31,43.31,43.31,43.31,43.31,43.31,43.657,43.657,43.657
1993-10,43.81,43.81,43.81,43.81,43.81,43.81,43.81,43.81,43.82,43.82,43.82,43.82,44.168,44.168,44.168
1994-01,44.27,44.27,44.27,44.27,44.26,44.26,44.26,44.26,44.26,44.26,44.26,44.26,44.649,44.649,44.649
1994-04,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.678,44.678,44.678
1994-07,44.41,44.41,44.41,44.41,44.41,44.41,44.41,44.41,44.41,44.41,44.41,44.41,44.807,44.807,44.807
1994-10,44.93,44.93,44.93,44.93,44.94,44.94,44.94,44.94,44.94,44.94,44.94,44.94,45.344,45.344,45.344
1995-01,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,46.366,46.366,46.366
1995-04,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.74,46.74,46.74,46.74,47.176,47.176,47.176
1995-07,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.882,47.882,47.882
1995-10,47.83,47.83,47.83,47.83,47.83,47.83,47.83,47.83,47.84,47.84,47.84,47.84,48.410,48.410,48.410
1996-01,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.553,48.553,48.553
1996-04,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.16,48.16,48.16,48.16,48.686,48.686,48.686
1996-07,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.41,48.929,48.929,48.929
1996-10,48.44,48.44,48.44,48.44,48.44,48.44,48.44,48.44,48.44,48.44,48.44,48.44,48.964,48.964,48.964
1997-01,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,48.57,49.058,49.058,49.058
1997-04,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,49.155,49.155,49.155
1997-07,48.38,48.38,48.38,48.38,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.796,48.796,48.796
1997-10,48.95,48.95,48.95,48.95,48.95,48.95,48.95,48.95,48.95,48.95,48.95,48.95,49.350,49.350,49.350
1998-01,48.91,48.91,48.91,48.91,48.90,48.90,48.90,48.90,48.90,48.90,48.90,48.90,49.351,49.351,49.351
1998-04,49.40,49.40,49.40,49.40,49.40,49.40,49.40,49.40,49.40,49.40,49.40,49.40,49.813,49.813,49.813
1998-07,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,50.325,50.325,50.325
1998-10,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,49.89,50.266,50.266,50.266
1999-01,49.90,49.90,49.90,49.90,49.90,49.90,49.90,49.90,49.90,49.90,49.90,49.90,50.454,50.454,50.454
1999-04,51.07,51.07,51.07,51.07,51.07,51.07,51.07,51.07,51.07,51.07,51.07,51.07,51.569,51.569,51.569
1999-07,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,51.49,52.007,52.007,52.007
1999-10,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,52.032,52.032,52.032
