"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,112.18,112.18,112.18,112.18,112.18,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64
1991-04,102.09,102.09,102.09,102.09,102.09,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62
1991-07,109.19,109.19,109.19,109.19,109.19,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.73,108.73,108.73,108.73,108.73,108.73,108.73,108.73
1991-10,107.32,107.32,107.32,107.32,107.32,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79,106.79
1992-01,110.97,110.97,110.97,110.97,110.97,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.44,110.44,110.44,110.44,110.44,110.44,110.44,110.44
1992-04,101.32,101.32,101.32,101.32,101.32,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84
1992-07,108.47,108.47,108.47,108.47,108.47,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03,108.03
