"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,64.68,64.70,64.70,64.70,64.70,64.77,64.77,64.77,64.77,64.79,64.79,64.79,64.79,64.79,64.79,64.79,64.79,64.78,64.78,64.78,64.78,64.82,64.82,64.82,64.82,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,46.67,38.35,38.35,38.35
1991-04,56.70,56.75,56.75,56.75,56.75,56.56,56.56,56.56,56.56,56.57,56.57,56.57,56.57,56.57,56.57,56.57,56.57,56.60,56.60,56.60,56.60,56.59,56.59,56.59,56.59,42.48,42.48,42.48,42.48,42.47,42.47,42.47,42.47,42.44,42.44,42.44,42.44,35.77,35.77,35.77
1991-07,60.06,59.93,59.93,59.93,59.93,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.03,60.03,60.03,60.03,60.00,60.00,60.00,60.00,59.99,59.99,59.99,59.99,44.96,44.96,44.96,44.96,44.98,44.98,44.98,44.98,44.98,44.98,44.98,44.98,37.31,37.31,37.31
1991-10,60.56,60.63,60.63,60.63,60.63,60.77,60.77,60.77,60.77,60.74,60.74,60.74,60.74,60.72,60.72,60.72,60.72,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.76,45.53,45.53,45.53,45.53,45.54,45.54,45.54,45.54,45.60,45.60,45.60,45.60,37.66,37.66,37.66
1992-01,61.90,61.92,61.92,61.92,61.92,62.06,62.06,62.06,62.06,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.05,62.05,62.05,62.05,62.08,62.08,62.08,62.08,46.11,46.11,46.11,46.11,46.10,46.10,46.10,46.10,46.08,46.08,46.08,46.08,38.19,38.19,38.19
1992-04,58.43,58.48,58.48,58.48,58.48,58.32,58.32,58.32,58.32,58.33,58.33,58.33,58.33,58.32,58.32,58.32,58.32,58.36,58.36,58.36,58.36,58.35,58.35,58.35,58.35,43.46,43.46,43.46,43.46,43.46,43.46,43.46,43.46,43.45,43.45,43.45,43.45,36.37,36.37,36.37
1992-07,60.16,60.01,60.01,60.01,60.01,60.10,60.10,60.10,60.10,60.11,60.11,60.11,60.11,60.11,60.11,60.11,60.11,60.09,60.09,60.09,60.09,60.07,60.07,60.07,60.07,44.70,44.70,44.70,44.70,44.71,44.71,44.71,44.71,44.70,44.70,44.70,44.70,37.44,37.44,37.44
1992-10,57.32,57.40,57.40,57.40,57.40,57.41,57.41,57.41,57.41,57.38,57.38,57.38,57.38,57.37,57.37,57.37,57.37,57.37,57.37,57.37,57.37,57.38,57.38,57.38,57.38,42.60,42.60,42.60,42.60,42.61,42.61,42.61,42.61,42.62,42.62,42.62,42.62,35.53,35.53,35.53
