"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,520.5259,520.5259,520.5300,520.5300,520.5300,520.5300,520.5264,520.5264,520.6351,520.6351,520.6351,520.6351,523.2666,523.2581
1991-04,529.4016,529.4016,529.4000,529.4000,529.4700,529.4700,529.4707,529.4707,529.3021,529.3021,529.3021,529.3021,528.8382,528.8501
1991-07,506.0029,506.0029,506.0000,506.0000,506.1000,506.1000,506.0996,506.0996,505.9376,505.9376,505.9376,505.9376,505.8303,505.8306
1991-10,506.7890,506.7890,506.7900,506.7900,506.6900,506.6900,506.6929,506.6929,506.8543,506.8543,506.8543,506.8543,506.7135,506.7098
1992-01,515.9961,515.9961,516.0000,516.0000,515.9900,515.9900,515.9911,515.9911,516.0934,516.0934,516.0934,516.0934,518.5580,518.5505
1992-04,503.1273,503.1273,503.1300,503.1300,503.1900,503.1900,503.1855,503.1855,503.0348,503.0348,503.0348,503.0348,505.3680,505.3789
1992-07,505.3092,505.3092,505.3100,505.3100,505.4000,505.4000,505.3961,505.3961,505.2425,505.2425,505.2425,505.2425,507.9364,507.9368
1992-10,504.6415,504.6415,504.6400,504.6400,504.5700,504.5700,504.5695,504.5695,504.7134,504.7134,504.7134,504.7134,504.8186,504.8148
1993-01,510.4516,510.4516,510.4500,510.4500,510.4400,510.4400,510.4365,510.4365,510.5371,510.5371,510.5371,510.5371,513.4843,513.4778
1993-04,512.3334,512.3334,512.3300,512.3300,512.3900,512.3900,512.3874,512.3874,512.2497,512.2497,512.2497,512.2497,514.6598,514.6697
1993-07,512.3560,512.3560,512.3600,512.3600,512.4400,512.4400,512.4424,512.4424,512.2936,512.2936,512.2936,512.2936,515.0825,515.0829
1993-10,511.8318,511.8318,511.8300,511.8300,511.7700,511.7700,511.7745,511.7745,511.8990,511.8990,511.8990,511.8990,513.6969,513.6932
1994-01,516.8042,516.8042,516.8000,516.8000,516.7800,516.7800,516.7838,516.7838,516.8794,516.8794,516.8794,516.8794,520.3782,520.3729
1994-04,515.8108,515.8108,515.8100,515.8100,515.8500,515.8500,515.8542,515.8542,515.7386,515.7386,515.7386,515.7386,518.4986,518.5069
1994-07,515.6862,515.6862,515.6900,515.6900,515.7800,515.7800,515.7773,515.7773,515.6299,515.6299,515.6299,515.6299,518.8801,518.8802
1994-10,510.5148,510.5148,510.5100,510.5100,510.4700,510.4700,510.4689,510.4689,510.5746,510.5746,510.5746,510.5746,513.1064,513.1032
1995-01,507.9143,507.9143,507.9100,507.9100,507.8900,507.8900,507.8887,507.8887,507.9798,507.9798,507.9798,507.9798,512.6803,512.6767
1995-04,506.1931,506.1931,506.1900,506.1900,506.2300,506.2300,506.2306,506.2306,506.1216,506.1216,506.1216,506.1216,510.7879,510.7942
1995-07,507.3377,507.3377,507.3400,507.3400,507.4200,507.4200,507.4237,507.4237,507.2867,507.2867,507.2867,507.2867,512.2630,512.2624
1995-10,505.6939,505.6939,505.6900,505.6900,505.6600,505.6600,505.6630,505.6630,505.7558,505.7558,505.7558,505.7558,511.0454,511.0433
1996-01,505.8908,505.8908,505.8900,505.8900,505.8700,505.8700,505.8726,505.8726,505.9635,505.9635,505.9635,505.9635,508.2777,508.2754
1996-04,504.6282,504.6282,504.6300,504.6300,504.6300,504.6300,504.6275,504.6275,504.5199,504.5199,504.5199,504.5199,505.8148,505.8186
1996-07,503.1928,503.1928,503.1900,503.1900,503.2900,503.2900,503.2852,503.2852,503.1590,503.1590,503.1590,503.1590,504.4231,504.4220
1996-10,501.5525,501.5525,501.5500,501.5500,501.5500,501.5500,501.5454,501.5454,501.6277,501.6277,501.6277,501.6277,502.3618,502.3613
