"",2005-05-12,2005-08-11,2005-11-15,2006-02-14,2006-05-11,2006-08-14,2006-11-14,2007-02-13,2007-05-15,2007-08-14,2007-11-14,2008-02-14,2008-05-15,2008-08-14,2008-11-13,2009-02-13,2009-05-15,2009-08-13,2009-11-13,2010-02-12,2010-05-12,2010-08-13,2010-11-12,2011-02-15,2011-05-13,2011-08-16,2011-11-15,2012-02-15,2012-05-15,2012-08-14,2012-11-15,2013-02-14,2013-05-15,2013-08-14,2013-11-14,2014-02-14,2014-05-15,2014-08-14,2014-11-14,2015-02-13
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,85.52,85.52,85.52,85.52,85.52,85.53,85.53,85.53,85.53,85.57,85.57,85.57,85.57,85.49,85.49,85.49,85.49,85.52,85.52,85.52,85.52,85.59,85.60,85.60,85.59,84.25,84.25,84.25,84.25,84.23,84.23,84.23,84.23,84.17,84.17,84.17,84.17,79.09,79.09,79.09
1991-04,85.47,85.47,85.47,85.47,85.47,85.42,85.42,85.42,85.42,85.42,85.42,85.42,85.42,85.42,85.42,85.42,85.42,85.38,85.38,85.38,85.38,85.38,85.40,85.40,85.38,84.39,84.39,84.39,84.39,84.40,84.40,84.40,84.40,84.41,84.41,84.41,84.41,79.28,79.28,79.28
1991-07,84.96,84.96,84.96,84.96,84.96,84.96,84.96,84.96,84.96,84.91,84.91,84.91,84.91,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,84.97,84.93,84.93,84.97,83.89,83.89,83.89,83.89,83.89,83.89,83.89,83.89,83.95,83.95,83.95,83.95,78.90,78.90,78.90
1991-10,85.48,85.48,85.48,85.48,85.48,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.53,85.53,85.53,85.53,85.48,85.49,85.49,85.48,84.31,84.31,84.31,84.31,84.32,84.32,84.32,84.32,84.32,84.32,84.32,84.32,79.10,79.10,79.10
1992-01,87.93,87.93,87.93,87.93,87.93,87.95,87.95,87.95,87.95,87.97,87.97,87.97,87.97,87.89,87.89,87.89,87.89,87.91,87.91,87.91,87.91,87.99,88.01,88.01,87.99,86.67,86.67,86.67,86.67,86.65,86.65,86.65,86.65,86.59,86.59,86.59,86.59,81.33,81.33,81.33
1992-04,86.80,86.80,86.80,86.80,86.80,86.75,86.75,86.75,86.75,86.76,86.76,86.76,86.76,86.76,86.76,86.76,86.76,86.72,86.72,86.72,86.72,86.71,86.72,86.72,86.71,85.44,85.44,85.44,85.44,85.45,85.45,85.45,85.45,85.45,85.45,85.45,85.45,80.28,80.28,80.28
1992-07,87.16,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.11,87.11,87.11,87.11,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.17,87.12,87.12,87.17,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.65,85.65,85.65,85.65,80.53,80.53,80.53
1992-10,87.15,87.15,87.15,87.15,87.15,87.19,87.19,87.19,87.19,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.22,87.22,87.22,87.22,87.17,87.18,87.18,87.17,85.56,85.56,85.56,85.56,85.57,85.57,85.57,85.57,85.58,85.58,85.58,85.58,80.31,80.31,80.31
