"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,458.0754,458.0754,458.0800,458.0800,458.0000,458.0000,458.0016,458.0016,458.1776,458.1776,458.1776,458.1776,462.1655,462.1570
1991-04,465.2051,465.2051,465.2100,465.2100,465.3200,465.3200,465.3185,465.3185,465.1268,465.1268,465.1268,465.1268,465.9749,465.9868
1991-07,441.6334,441.6334,441.6300,441.6300,441.7600,441.7600,441.7639,441.7639,441.5825,441.5825,441.5825,441.5825,442.7681,442.7684
1991-10,444.6992,444.6992,444.7000,444.7000,444.6000,444.6000,444.5993,444.5993,444.7359,444.7359,444.7359,444.7359,445.5691,445.5654
1992-01,449.8924,449.8924,449.8900,449.8900,449.8200,449.8200,449.8199,449.8199,449.9845,449.9845,449.9845,449.9845,453.9997,453.9922
1992-04,437.3204,437.3204,437.3200,437.3200,437.4200,437.4200,437.4236,437.4236,437.2516,437.2516,437.2516,437.2516,440.8851,440.8960
1992-07,438.2526,438.2526,438.2500,438.2500,438.3800,438.3800,438.3782,438.3782,438.2068,438.2068,438.2068,438.2068,442.2309,442.2313
1992-10,436.7027,436.7027,436.7000,436.7000,436.6100,436.6100,436.6145,436.6145,436.7352,436.7352,436.7352,436.7352,438.4406,438.4368
1993-01,443.0348,443.0348,443.0300,443.0300,442.9600,442.9600,442.9616,442.9616,443.1170,443.1170,443.1170,443.1170,447.0918,447.0853
1993-04,443.1589,443.1589,443.1600,443.1600,443.2500,443.2500,443.2549,443.2549,443.0992,443.0992,443.0992,443.0992,446.8962,446.9061
1993-07,442.8261,442.8261,442.8300,442.8300,442.9500,442.9500,442.9494,442.9494,442.7838,442.7838,442.7838,442.7838,446.9538,446.9542
1993-10,441.7568,441.7568,441.7600,441.7600,441.6800,441.6800,441.6785,441.6785,441.7831,441.7831,441.7831,441.7831,444.5797,444.5760
1994-01,446.7102,446.7102,446.7100,446.7100,446.6400,446.6400,446.6380,446.6380,446.7808,446.7808,446.7808,446.7808,451.3996,451.3943
1994-04,445.3596,445.3596,445.3600,445.3600,445.4400,445.4400,445.4408,445.4408,445.3126,445.3126,445.3126,445.3126,449.5160,449.5243
1994-07,445.6674,445.6674,445.6700,445.6700,445.8000,445.8000,445.7974,445.7974,445.6306,445.6306,445.6306,445.6306,450.2532,450.2533
1994-10,440.8738,440.8738,440.8700,440.8700,440.8000,440.8000,440.8030,440.8030,440.8934,440.8934,440.8934,440.8934,444.9888,444.9856
1995-01,437.7286,437.7286,437.7300,437.7300,437.6600,437.6600,437.6580,437.6580,437.7898,437.7898,437.7898,437.7898,443.6122,443.6086
1995-04,436.4854,436.4854,436.4900,436.4900,436.5600,436.5600,436.5552,436.5552,436.4379,436.4379,436.4379,436.4379,442.5542,442.5605
1995-07,437.4365,437.4365,437.4400,437.4400,437.5600,437.5600,437.5642,437.5642,437.4058,437.4058,437.4058,437.4058,443.7443,443.7437
1995-10,436.6750,436.6750,436.6800,436.6800,436.6200,436.6200,436.6151,436.6151,436.6970,436.6970,436.6970,436.6970,442.9438,442.9417
1996-01,435.8467,435.8467,435.8500,435.8500,435.7900,435.7900,435.7882,435.7882,435.9145,435.9145,435.9145,435.9145,439.3540,439.3517
1996-04,434.8831,434.8831,434.8800,434.8800,434.9100,434.9100,434.9126,434.9126,434.8003,434.8003,434.8003,434.8003,437.5611,437.5649
1996-07,432.9353,432.9353,432.9400,432.9400,433.0800,433.0800,433.0775,433.0775,432.9238,432.9238,432.9238,432.9238,435.5353,435.5342
1996-10,431.5597,431.5597,431.5600,431.5600,431.5100,431.5100,431.5130,431.5130,431.5920,431.5920,431.5920,431.5920,433.9172,433.9167
