"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,49.48,49.48,49.48,49.48,49.48,49.48,49.48,49.48,49.48,49.48,49.48,49.48,50.732,50.732,50.732
1991-04,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,54.114,54.114,54.114
1991-07,55.28,55.28,55.28,55.28,55.28,55.28,55.28,55.28,55.28,55.28,55.28,55.28,57.113,57.113,57.113
1991-10,64.79,64.79,64.79,64.79,64.79,64.79,64.79,64.79,64.79,64.79,64.79,64.79,66.426,66.426,66.426
1992-01,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,57.476,57.476,57.476
1992-04,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,57.27,59.125,59.125,59.125
1992-07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,64.837,64.837,64.837
1992-10,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,72.273,72.273,72.273
1993-01,61.21,61.21,61.21,61.21,61.21,61.21,61.21,61.21,61.21,61.21,61.21,61.21,62.241,62.241,62.241
1993-04,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,63.334,63.334,63.334
1993-07,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,65.45,66.818,66.818,66.818
1993-10,71.31,71.31,71.31,71.31,71.31,71.31,71.31,71.31,71.31,71.31,71.31,71.31,74.602,74.602,74.602
1994-01,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,65.812,65.812,65.812
1994-04,63.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,65.096,65.096,65.096
1994-07,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,69.655,69.655,69.655
1994-10,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,76.56,78.740,78.740,78.740
1995-01,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15,67.15,68.641,68.641,68.641
1995-04,66.77,66.77,66.77,66.77,66.77,66.77,66.77,66.77,66.77,66.77,66.77,66.77,68.719,68.719,68.719
1995-07,72.20,72.20,72.20,72.20,72.20,72.20,72.20,72.20,72.20,72.20,72.20,72.20,73.973,73.973,73.973
1995-10,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,82.205,82.205,82.205
1996-01,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,72.004,72.004,72.004
1996-04,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,70.964,70.964,70.964
1996-07,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,76.366,76.366,76.366
1996-10,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,85.145,85.145,85.145
1997-01,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,72.57,73.851,73.851,73.851
1997-04,70.92,70.92,70.92,70.92,70.92,70.92,70.92,70.92,70.92,70.92,70.92,70.92,72.769,72.769,72.769
1997-07,75.47,75.47,75.47,75.47,75.47,75.47,75.47,75.47,75.47,75.47,75.47,75.47,77.045,77.045,77.045
1997-10,83.65,83.65,83.65,83.65,83.65,83.65,83.65,83.65,83.65,83.65,83.65,83.65,85.607,85.607,85.607
1998-01,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.967,74.967,74.967
1998-04,72.50,72.50,72.50,72.50,72.50,72.50,72.50,72.50,72.50,72.50,72.50,72.50,74.113,74.113,74.113
1998-07,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,76.84,78.206,78.206,78.206
1998-10,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,86.513,86.513,86.513
1999-01,75.35,75.35,75.35,75.35,75.35,75.35,75.35,75.35,75.35,75.35,75.35,75.35,76.485,76.485,76.485
1999-04,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,75.360,75.360,75.360
1999-07,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,80.095,80.095,80.095
1999-10,86.83,86.83,86.83,86.83,86.83,86.83,86.83,86.83,86.83,86.83,86.83,86.83,88.768,88.768,88.768
