"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2.76,2.76,2.76,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,9.128,9.128,9.126
1991-04,2.82,2.82,2.82,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,9.211,9.211,9.210
1991-07,2.91,2.91,2.91,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.91,2.91,2.91,2.91,2.91,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,2.89,9.343,9.343,9.348
1991-10,2.91,2.91,2.91,2.92,2.92,2.92,2.92,2.91,2.91,2.91,2.90,2.90,2.90,2.90,2.91,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,9.376,9.376,9.373
1992-01,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.08,3.08,3.08,3.07,3.07,3.07,3.07,3.07,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,9.429,9.429,9.427
1992-04,3.15,3.15,3.15,3.16,3.16,3.16,3.16,3.17,3.17,3.17,3.16,3.16,3.16,3.16,3.16,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,9.497,9.497,9.496
1992-07,3.20,3.20,3.20,3.19,3.19,3.19,3.19,3.18,3.18,3.18,3.19,3.19,3.19,3.19,3.19,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,9.647,9.647,9.653
1992-10,3.28,3.28,3.28,3.29,3.29,3.29,3.29,3.28,3.28,3.28,3.27,3.27,3.27,3.27,3.27,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,9.691,9.691,9.689
1993-01,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,9.701,9.701,9.699
1993-04,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,9.751,9.751,9.749
1993-07,3.35,3.35,3.35,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,9.807,9.807,9.813
1993-10,3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,9.822,9.822,9.820
1994-01,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.43,3.43,3.43,3.42,3.42,3.42,3.42,3.43,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.43,3.43,3.43,3.43,9.832,9.832,9.830
1994-04,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,9.870,9.870,9.870
1994-07,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.60,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.60,3.60,3.60,3.60,9.974,9.973,9.978
1994-10,3.56,3.56,3.56,3.57,3.57,3.57,3.57,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.56,10.040,10.041,10.038
1995-01,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.65,3.65,3.65,3.65,3.66,3.66,3.66,3.66,3.65,3.65,3.65,3.65,10.193,10.193,10.193
1995-04,3.70,3.70,3.70,3.70,3.70,3.70,3.70,3.71,3.71,3.71,3.72,3.71,3.71,3.71,3.71,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,10.253,10.254,10.253
1995-07,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,10.334,10.332,10.337
1995-10,3.76,3.76,3.76,3.77,3.77,3.77,3.77,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,10.479,10.480,10.477
1996-01,3.91,3.91,3.91,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,10.682,10.683,10.683
1996-04,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,10.867,10.868,10.869
1996-07,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.99,3.99,3.99,4.00,4.00,4.00,4.00,4.00,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,10.944,10.940,10.947
