"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,43.58,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,38.63,59.20,59.20,59.20
1991-04,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,47.00,41.50,41.50,41.50,41.50,41.50,41.50,41.50,41.50,41.50,41.50,41.50,41.50,60.56,60.56,60.56
1991-07,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,61.58,61.58,61.58
1991-10,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,46.51,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,40.93,62.46,62.46,62.46
1992-01,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,60.79,60.79,60.79
1992-04,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,45.81,61.50,61.50,61.50
1992-07,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,52.69,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,62.60,62.60,62.60
1992-10,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,62.29,62.29,62.29
1993-01,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,46.56,61.88,61.88,61.88
1993-04,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,55.38,48.84,48.84,48.84,48.84,48.84,48.84,48.84,48.84,48.84,48.84,48.84,48.84,62.70,62.70,62.70
1993-07,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,56.37,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,63.15,63.15,63.15
1993-10,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,55.39,48.99,48.99,48.99,48.99,48.99,48.99,48.99,48.99,48.99,48.99,48.99,48.99,62.32,62.32,62.32
1994-01,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,56.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,50.06,62.27,62.27,62.27
1994-04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,60.04,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,62.56,62.56,62.56
1994-07,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,61.03,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,63.12,63.12,63.12
1994-10,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,58.38,51.23,51.23,51.23,51.23,51.23,51.23,51.23,51.23,51.23,51.23,51.23,51.23,62.71,62.71,62.71
1995-01,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,53.07,63.74,63.74,63.74
1995-04,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,55.27,55.27,55.27,55.27,55.27,55.27,55.27,55.27,55.27,55.27,55.27,55.27,64.40,64.40,64.40
1995-07,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,62.71,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42,64.84,64.84,64.84
1995-10,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,54.98,54.98,54.98,54.98,54.98,54.98,54.98,54.98,54.98,54.98,54.98,54.98,64.65,64.65,64.65
1996-01,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,65.02,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,66.16,66.16,66.16
1996-04,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,68.20,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,67.24,67.24,67.24
1996-07,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,67.58,67.58,67.58
1996-10,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,59.85,59.85,59.85,59.85,59.85,59.85,59.85,59.85,59.85,59.85,59.85,59.85,67.23,67.23,67.23
1997-01,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,69.57,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,67.71,67.71,67.71
1997-04,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,69.74,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,67.85,67.85,67.85
1997-07,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,68.43,68.43,68.43
1997-10,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,74.15,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,63.45,69.47,69.47,69.47
1998-01,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,71.85,71.85,71.85
1998-04,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,80.24,70.30,70.30,70.30,70.30,70.30,70.30,70.30,70.30,70.30,70.30,70.30,70.30,73.23,73.23,73.23
1998-07,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,74.51,74.51,74.51
1998-10,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,83.12,71.19,71.19,71.19,71.19,71.19,71.19,71.19,71.19,71.19,71.19,71.19,71.19,75.61,75.61,75.61
1999-01,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,76.06,76.06,76.06,76.06,76.06,76.06,76.06,76.06,76.06,76.06,76.06,76.06,80.08,80.08,80.08
