"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,96.1772,96.1772,96.1800,96.1800,96.1800,96.1800,96.1800,96.1800,96.1679,96.1679,96.1620,96.1620,104.9182,104.9331
1991-04,95.5818,95.5818,95.5800,95.5800,95.6000,95.6000,95.5952,95.5952,95.6383,95.6383,95.6479,95.6479,104.1055,104.1196
1991-07,95.7881,95.7881,95.7900,95.7900,95.8100,95.8100,95.8131,95.8131,95.7827,95.7827,95.7913,95.7913,103.7925,103.8091
1991-10,96.0019,96.0019,96.0000,96.0000,95.9700,95.9700,95.9711,95.9711,95.9592,95.9592,95.9469,95.9469,104.1538,104.1081
1992-01,101.3761,101.3761,101.3800,101.3800,101.3800,101.3800,101.3798,101.3798,101.3684,101.3684,101.3631,101.3631,109.6134,109.6281
1992-04,101.5020,101.5020,101.5000,101.5000,101.5200,101.5200,101.5165,101.5165,101.5568,101.5568,101.5661,101.5661,110.7760,110.7904
1992-07,102.2119,102.2119,102.2100,102.2100,102.2400,102.2400,102.2397,102.2397,102.2080,102.2080,102.2169,102.2169,111.3693,111.3844
1992-10,103.0660,103.0660,103.0700,103.0700,103.0300,103.0300,103.0311,103.0311,103.0214,103.0214,103.0085,103.0085,112.5679,112.5236
1993-01,103.0135,103.0135,103.0100,103.0100,103.0200,103.0200,103.0190,103.0190,103.0131,103.0131,103.0086,103.0086,111.8137,111.8285
1993-04,104.8687,104.8687,104.8700,104.8700,104.8800,104.8800,104.8838,104.8838,104.9072,104.9072,104.9167,104.9167,114.3198,114.3390
1993-07,106.0735,106.0735,106.0700,106.0700,106.1000,106.1000,106.0969,106.0969,106.0718,106.0718,106.0796,106.0796,116.1004,116.1041
1993-10,107.0150,107.0150,107.0200,107.0200,106.9800,106.9800,106.9825,106.9825,106.9772,106.9772,106.9646,106.9646,117.3886,117.3509
1994-01,107.3314,107.3314,107.3300,107.3300,107.3400,107.3400,107.3373,107.3373,107.3364,107.3364,107.3315,107.3315,117.4480,117.4650
1994-04,108.0703,108.0703,108.0700,108.0700,108.0800,108.0800,108.0833,108.0833,108.0934,108.0934,108.1018,108.1018,118.3756,118.4002
1994-07,109.4830,109.4830,109.4800,109.4800,109.5000,109.5000,109.5030,109.5030,109.4827,109.4827,109.4904,109.4904,120.4845,120.4740
1994-10,109.0064,109.0064,109.0100,109.0100,108.9800,108.9800,108.9792,108.9792,108.9771,108.9771,108.9659,108.9659,119.7439,119.7129
1995-01,110.7699,110.7699,110.7700,110.7700,110.7800,110.7800,110.7765,110.7765,110.7808,110.7808,110.7754,110.7754,121.5304,121.5492
1995-04,112.0307,112.0307,112.0300,112.0300,112.0400,112.0400,112.0416,112.0416,112.0379,112.0379,112.0464,112.0464,122.7878,122.8167
1995-07,113.4887,113.4887,113.4900,113.4900,113.5000,113.5000,113.5039,113.5039,113.4904,113.4904,113.4968,113.4968,124.1647,124.1433
1995-10,114.4422,114.4422,114.4400,114.4400,114.4200,114.4200,114.4217,114.4217,114.4204,114.4204,114.4107,114.4107,125.8359,125.8095
1996-01,116.0663,116.0663,116.0700,116.0700,116.0700,116.0700,116.0704,116.0704,116.0757,116.0757,116.0700,116.0700,127.1841,127.2020
1996-04,116.3123,116.3123,116.3100,116.3100,116.3300,116.3300,116.3277,116.3277,116.3231,116.3231,116.3320,116.3320,127.3846,127.4101
1996-07,117.4994,117.4994,117.5000,117.5000,117.5100,117.5100,117.5095,117.5095,117.4963,117.4963,117.5025,117.5025,128.7307,128.7062
1996-10,117.4272,117.4272,117.4300,117.4300,117.4100,117.4100,117.4103,117.4103,117.4086,117.4086,117.3992,117.3992,128.8402,128.8214
