"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,82.77,82.66,82.66,82.66,82.66,82.60,82.59,82.82,82.82,82.80,82.80,82.80,82.80,82.82,82.82,82.82,82.82,82.66,82.66,82.66,82.66,82.69,82.69,82.69,82.69,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.70,83.70,83.70,83.70,79.55,79.19,79.19
1991-04,83.18,83.26,83.26,83.26,83.26,83.30,83.30,83.27,83.27,83.27,83.27,83.27,83.27,83.24,83.24,83.24,83.24,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,84.18,84.18,84.18,84.18,84.20,84.20,84.20,84.20,84.19,84.19,84.19,84.19,80.47,80.10,80.10
1991-07,82.45,82.48,82.48,82.48,82.48,82.52,82.52,82.40,82.40,82.40,82.40,82.40,82.40,82.37,82.37,82.37,82.37,82.51,82.51,82.51,82.51,82.49,82.49,82.49,82.49,83.43,83.43,83.43,83.43,83.43,83.43,83.43,83.43,83.42,83.42,83.42,83.42,80.01,79.64,79.64
1991-10,84.13,84.13,84.13,84.13,84.13,84.20,84.20,84.12,84.12,84.11,84.11,84.11,84.11,84.15,84.15,84.15,84.15,84.09,84.09,84.09,84.09,84.14,84.14,84.14,84.14,85.08,85.08,85.08,85.08,85.20,85.20,85.20,85.20,85.14,85.14,85.14,85.14,81.45,81.08,81.08
1992-01,83.08,82.94,82.94,82.94,82.94,83.00,82.99,83.28,83.28,83.28,83.28,83.28,83.28,83.25,83.25,83.25,83.25,83.09,83.09,83.09,83.09,83.12,83.12,83.12,83.12,84.03,84.03,84.03,84.03,84.02,84.02,84.02,84.02,84.01,84.01,84.01,84.01,79.87,79.50,79.50
1992-04,82.18,82.29,82.29,82.29,82.29,82.32,82.32,82.25,82.25,82.25,82.25,82.25,82.25,82.24,82.24,82.24,82.24,82.25,82.25,82.25,82.25,82.26,82.26,82.26,82.26,83.19,83.19,83.19,83.19,83.21,83.21,83.21,83.21,83.19,83.19,83.19,83.19,79.25,78.88,78.88
1992-07,78.37,78.39,78.39,78.39,78.39,78.42,78.43,78.34,78.34,78.33,78.33,78.33,78.33,78.30,78.30,78.30,78.30,78.47,78.47,78.47,78.47,78.40,78.40,78.40,78.40,79.24,79.24,79.24,79.24,79.25,79.25,79.25,79.25,79.25,79.25,79.25,79.25,75.69,75.35,75.35
1992-10,74.73,74.74,74.74,74.74,74.74,74.72,74.72,74.59,74.59,74.60,74.60,74.60,74.60,74.55,74.55,74.55,74.55,74.63,74.63,74.63,74.63,74.71,74.71,74.71,74.71,75.47,75.47,75.47,75.47,75.42,75.42,75.42,75.42,75.42,75.42,75.42,75.42,71.75,71.41,71.41
