"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,140.80,140.80,140.80,140.80,140.80,140.80,140.80,140.80,140.80,140.80,140.80,140.80,145.60,145.60,145.60
1991-04,125.56,125.56,125.56,125.56,125.56,125.56,125.56,125.56,125.56,125.56,125.56,125.56,129.37,129.37,129.37
1991-07,133.77,133.77,133.77,133.77,133.77,133.77,133.77,133.77,133.77,133.77,133.77,133.77,137.83,137.83,137.83
1991-10,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,133.76,137.26,137.26,137.26
1992-01,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,142.19,142.19,142.19
1992-04,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,126.15,129.69,129.69,129.69
1992-07,134.02,134.02,134.02,134.02,134.02,134.02,134.02,134.02,134.02,134.02,134.02,134.02,138.13,138.13,138.13
1992-10,134.14,134.14,134.14,134.14,134.14,134.14,134.14,134.14,134.14,134.14,134.14,134.14,137.82,137.82,137.82
1993-01,131.37,131.37,131.37,131.37,131.37,131.37,131.37,131.37,131.37,131.37,131.37,131.37,134.65,134.65,134.65
1993-04,120.16,120.16,120.16,120.16,120.16,120.16,120.16,120.16,120.16,120.16,120.16,120.16,123.88,123.88,123.88
1993-07,128.78,128.78,128.78,128.78,128.78,128.78,128.78,128.78,128.78,128.78,128.78,128.78,132.95,132.95,132.95
1993-10,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.42,133.18,133.18,133.18
1994-01,127.91,127.91,127.91,127.91,127.91,127.91,127.91,127.91,127.91,127.91,127.91,127.91,130.64,130.64,130.64
1994-04,116.23,116.23,116.23,116.23,116.23,116.23,116.23,116.23,116.23,116.23,116.23,116.23,118.93,118.93,118.93
1994-07,123.16,123.16,123.16,123.16,123.16,123.16,123.16,123.16,123.16,123.16,123.16,123.16,127.27,127.27,127.27
1994-10,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,125.15,125.15,125.15
1995-01,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,127.10,127.10,127.10
1995-04,109.66,109.66,109.66,109.66,109.66,109.66,109.66,109.66,109.66,109.66,109.66,109.66,114.34,114.34,114.34
1995-07,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,123.95,123.95,123.95
1995-10,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,126.13,126.13,126.13
