"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.435,31.435,31.435
1991-04,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.33,30.737,30.737,30.737
1991-07,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,35.069,35.069,35.069
1991-10,32.17,32.17,32.17,32.17,32.17,32.17,32.17,32.17,32.17,32.17,32.17,32.17,32.457,32.457,32.457
1992-01,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,35.186,35.186,35.186
1992-04,33.46,33.46,33.46,33.46,33.46,33.46,33.46,33.46,33.46,33.46,33.46,33.46,33.854,33.854,33.854
1992-07,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,38.366,38.366,38.366
1992-10,35.97,35.97,35.97,35.97,35.97,35.97,35.97,35.97,35.97,35.97,35.97,35.97,36.347,36.347,36.347
1993-01,38.01,38.01,38.01,38.01,38.01,38.01,38.01,38.01,38.01,38.01,38.01,38.01,37.916,37.916,37.916
1993-04,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.91,36.785,36.785,36.785
1993-07,40.54,40.54,40.54,40.54,40.54,40.54,40.54,40.54,40.54,40.54,40.54,40.54,41.241,41.241,41.241
1993-10,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,39.264,39.264,39.264
1994-01,38.73,38.73,38.73,38.73,38.73,38.73,38.73,38.73,38.73,38.73,38.73,38.73,38.611,38.611,38.611
1994-04,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.95,36.883,36.883,36.883
1994-07,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,41.776,41.776,41.776
1994-10,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,39.66,40.033,40.033,40.033
1995-01,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.773,40.773,40.773
1995-04,38.70,38.70,38.70,38.70,38.70,38.70,38.70,38.70,38.70,38.70,38.70,38.70,38.924,38.924,38.924
1995-07,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,43.926,43.926,43.926
1995-10,41.63,41.63,41.63,41.63,41.63,41.63,41.63,41.63,41.63,41.63,41.63,41.63,42.072,42.072,42.072
1996-01,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.120,42.120,42.120
1996-04,40.40,40.40,40.40,40.40,40.40,40.40,40.40,40.40,40.40,40.40,40.40,40.40,40.532,40.532,40.532
1996-07,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,45.578,45.578,45.578
1996-10,43.26,43.26,43.26,43.26,43.26,43.26,43.26,43.26,43.26,43.26,43.26,43.26,43.571,43.571,43.571
1997-01,42.56,42.56,42.56,42.56,42.56,42.56,42.56,42.56,42.56,42.56,42.56,42.56,42.441,42.441,42.441
1997-04,41.70,41.70,41.70,41.70,41.70,41.70,41.70,41.70,41.70,41.70,41.70,41.70,41.965,41.965,41.965
1997-07,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49,46.623,46.623,46.623
1997-10,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,45.199,45.199,45.199
1998-01,44.67,44.67,44.67,44.67,44.67,44.67,44.67,44.67,44.67,44.67,44.67,44.67,44.584,44.584,44.584
1998-04,42.63,42.63,42.63,42.63,42.63,42.63,42.63,42.63,42.63,42.63,42.63,42.63,43.131,43.131,43.131
1998-07,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,48.594,48.594,48.594
1998-10,46.69,46.69,46.69,46.69,46.69,46.69,46.69,46.69,46.69,46.69,46.69,46.69,47.016,47.016,47.016
1999-01,47.29,47.29,47.29,47.29,47.29,47.29,47.29,47.29,47.29,47.29,47.29,47.29,47.567,47.567,47.567
1999-04,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,44.97,45.527,45.527,45.527
1999-07,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,50.756,50.756,50.756
1999-10,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.663,49.663,49.663
