"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,3884.3650,3884.2026,3884.2026,3884.2026,3884.2026,3883.8721,3883.8721,3883.8721,3883.8721,3884.5150,3884.5150,3884.5150,3884.5150,3884.6279,3884.6279,3884.6279,3884.6872
1999-04,3877.1096,3876.9900,3876.9900,3876.9900,3876.9900,3876.6649,3876.6649,3876.6649,3876.6649,3876.3376,3876.3376,3876.3376,3876.3376,3876.8389,3876.8389,3876.8389,3876.6907
1999-07,3884.6551,3884.5091,3884.5091,3884.5091,3884.5091,3884.2029,3884.2029,3884.2029,3884.2029,3883.9289,3883.9289,3883.9289,3883.9289,3883.6834,3883.6834,3883.6834,3883.7841
1999-10,3892.8623,3892.6995,3892.6995,3892.6995,3892.6995,3892.3957,3892.3957,3892.3957,3892.3957,3892.7736,3892.7736,3892.7736,3892.7736,3892.2843,3892.2843,3892.2843,3892.2725
2000-01,3905.2296,3905.0448,3905.0448,3905.0448,3905.0448,3904.7150,3904.7150,3904.7150,3904.7150,3905.0636,3905.0636,3905.0636,3905.0636,3905.2488,3905.2488,3905.2488,3905.2952
2000-04,3914.1731,3914.0263,3914.0263,3914.0263,3914.0263,3913.7062,3913.7062,3913.7062,3913.7062,3913.1853,3913.1853,3913.1853,3913.1853,3913.7386,3913.7386,3913.7386,3913.6387
2000-07,3898.3622,3898.3636,3898.3636,3898.3636,3898.3636,3898.1197,3898.1197,3898.1197,3898.1197,3897.9966,3897.9966,3897.9966,3897.9966,3898.7071,3898.7071,3898.7071,3898.8034
2000-10,3900.9549,3900.6748,3900.6748,3900.6748,3900.6748,3900.2890,3900.2890,3900.2890,3900.2890,3901.0239,3901.0239,3901.0239,3901.0239,3900.5858,3900.5858,3900.5858,3900.5431
2001-01,3896.0100,3895.7954,3895.7954,3895.7954,3895.7954,3895.5213,3895.5213,3895.5213,3895.5213,3895.7331,3895.7331,3895.7331,3895.7331,3896.0619,3896.0619,3896.0619,3896.0918
2001-04,3909.5069,3909.3759,3909.3759,3909.3759,3909.3759,3909.0231,3909.0231,3909.0231,3909.0231,3908.1195,3908.1195,3908.1195,3908.1195,3908.7477,3908.7477,3908.7477,3908.6971
2001-07,3917.5714,3917.8245,3917.8245,3917.8245,3917.8245,3917.5909,3917.5909,3917.5909,3917.5909,3917.7821,3917.7821,3917.7821,3917.7821,3918.4475,3918.4475,3918.4475,3918.5348
2001-10,3928.0830,3927.5595,3927.5595,3927.5595,3927.5595,3927.1383,3927.1383,3927.1383,3927.1383,3928.0745,3928.0745,3928.0745,3928.0745,3927.4690,3927.4690,3927.4690,3927.4027
2002-01,3921.4488,3921.0654,3921.0654,3921.0654,3921.0654,3920.8047,3920.8047,3920.8047,3920.8047,3920.8247,3920.8247,3920.8247,3920.8247,3921.4553,3921.4553,3921.4553,3921.4619
2002-04,3933.5085,3933.1557,3933.1557,3933.1557,3933.1557,3932.8186,3932.8186,3932.8186,3932.8186,3931.8681,3931.8681,3931.8681,3931.8681,3932.4471,3932.4471,3932.4471,3932.4504
2002-07,3951.7894,3952.4306,3952.4306,3952.4306,3952.4306,3952.3115,3952.3115,3952.3115,3952.3115,3952.6808,3952.6808,3952.6808,3952.6808,3953.4206,3953.4206,3953.4206,3953.4940
2002-10,3953.2582,3952.7428,3952.7428,3952.7428,3952.7428,3952.1731,3952.1731,3952.1731,3952.1731,3953.1606,3953.1606,3953.1606,3953.1606,3952.2390,3952.2390,3952.2390,3952.1556
2003-01,3951.4124,3950.1558,3950.1558,3950.1558,3950.1558,3949.9531,3949.9531,3949.9531,3949.9531,3949.8364,3949.8364,3949.8364,3949.8364,3950.7820,3950.7820,3950.7820,3950.7830
2003-04,3952.3110,3949.4332,3949.4332,3949.4332,3949.4332,3949.0894,3949.0894,3949.0894,3949.0894,3948.3439,3948.3439,3948.3439,3948.3439,3948.9142,3948.9142,3948.9142,3948.9290
2003-07,3954.8491,3954.7642,3954.7642,3954.7642,3954.7642,3954.7886,3954.7886,3954.7886,3954.7886,3955.2141,3955.2141,3955.2141,3955.2141,3956.0556,3956.0556,3956.0556,3956.1359
2003-10,3962.5193,3962.6782,3962.6782,3962.6782,3962.6782,3959.5873,3959.5873,3959.5873,3959.5873,3960.4515,3960.4515,3960.4515,3960.4515,3960.2729,3960.2729,3960.2729,3960.1767
2004-01,4003.5395,3999.8626,3999.8626,3999.8626,3999.8626,3999.8135,3999.8135,3999.8135,3999.8135,3999.7769,3999.7769,3999.7769,3999.7769,4001.1117,4001.1117,4001.1117,4001.1002
2004-04,3991.4496,3986.9116,3986.9116,3986.9116,3986.9116,3987.6915,3987.6915,3987.6915,3987.6915,3987.2768,3987.2768,3987.2768,3987.2768,3987.9622,3987.9622,3987.9622,3987.9834
2004-07,4002.7309,4002.3208,4002.3208,4002.3208,4002.3208,4002.8819,4002.8819,4002.8819,4002.8819,4003.2294,4003.2294,4003.2294,4003.2294,4002.8604,4002.8604,4002.8604,4002.9435
2004-10,4004.9766,4005.7065,4005.7065,4005.7065,4005.7065,4005.4608,4005.4608,4005.4608,4005.4608,4005.9888,4005.9888,4005.9888,4005.9888,4004.2204,4004.2204,4004.2204,4004.1276
2005-01,4010.8373,4008.3221,4008.3221,4008.3221,4008.3221,4005.1224,4005.1224,4005.1224,4005.1224,4003.4840,4003.4840,4003.4840,4003.4840,4005.4895,4005.4895,4005.4895,4005.4336
2005-04,4025.6404,4011.7507,4011.7507,4011.7507,4011.7507,4004.9977,4004.9977,4004.9977,4004.9977,4003.0745,4003.0745,4003.0745,4003.0745,4003.9559,4003.9559,4003.9559,4003.9711
2005-07,4033.2529,4029.7671,4029.7671,4029.7671,4029.7671,4023.0688,4023.0688,4023.0688,4023.0688,4025.8398,4025.8398,4025.8398,4025.8398,4026.3654,4026.3654,4026.3654,4026.4978
2005-10,4047.2167,4045.8168,4045.8168,4045.8168,4045.8168,4038.0112,4038.0112,4038.0112,4038.0112,4040.2625,4040.2625,4040.2625,4040.2625,4037.8887,4037.8887,4037.8887,4037.7970
2006-01,4048.3152,4032.8682,4032.8682,4032.8682,4032.8682,4018.9744,4018.9744,4018.9744,4018.9744,4013.0277,4013.0277,4013.0277,4013.0277,4016.1464,4016.1464,4016.1464,4016.0696
2006-04,4068.3292,4055.8471,4055.8471,4055.8471,4055.8471,4041.3047,4041.3047,4041.3047,4041.3047,4030.8513,4030.8513,4030.8513,4030.8513,4031.8284,4031.8284,4031.8284,4031.7852
2006-07,4058.2261,4053.9567,4053.9567,4053.9567,4053.9567,4044.3039,4044.3039,4044.3039,4044.3039,4029.6015,4029.6015,4029.6015,4029.6015,4029.9287,4029.9287,4029.9287,4030.0560
2006-10,4072.7656,4069.6633,4069.6633,4069.6633,4069.6633,4061.9909,4061.9909,4061.9909,4061.9909,4047.5571,4047.5571,4047.5571,4047.5571,4044.1682,4044.1682,4044.1682,4044.1608
2007-01,4102.3854,4088.8786,4083.5525,4083.6197,4084.8178,4078.0541,4078.0541,4078.0541,4078.0541,4067.4882,4067.4882,4067.4882,4067.4882,4050.8105,4050.8105,4050.8105,4050.8127
2007-04,,4089.9451,4088.0842,4080.9960,4086.1304,4081.2973,4081.2973,4081.2973,4081.2973,4071.0778,4071.0778,4071.0778,4071.0778,4055.6169,4055.6169,4055.6169,4055.3960
2007-07,,,4074.0029,4077.6110,4081.7509,4083.3933,4083.3933,4083.3933,4083.3933,4067.8476,4067.8476,4067.8476,4067.8476,4049.4434,4049.4434,4049.4434,4049.3103
2007-10,,,,4087.1760,4103.4021,4088.9426,4088.9426,4088.9426,4088.9426,4077.1320,4077.1320,4077.1320,4077.1320,4054.3608,4054.3608,4054.3608,4054.7124
2008-01,,,,,4108.3409,4105.2252,4115.3905,4115.3159,4115.2747,4103.7476,4103.7476,4103.7476,4103.7476,4074.6117,4074.6117,4074.6117,4074.9747
2008-04,,,,,,4110.0822,4113.5825,4121.6380,4121.5967,4107.0998,4107.0998,4107.0998,4107.0998,4079.5260,4079.5260,4079.5260,4079.2230
2008-07,,,,,,,4121.9010,4138.0648,4135.5763,4122.5053,4122.5053,4122.5053,4122.5053,4089.0298,4089.0298,4089.0298,4088.2414
2008-10,,,,,,,,4140.8617,4132.3696,4125.8486,4125.8486,4125.8486,4125.8486,4096.7098,4096.7098,4096.7098,4097.4384
2009-01,,,,,,,,,4121.4177,4128.2809,4122.1411,4114.0026,4114.0012,4090.1091,4090.1091,4090.1091,4091.8296
2009-04,,,,,,,,,,4148.4727,4145.2943,4141.6073,4141.6059,4124.3470,4124.3470,4124.3470,4123.5222
2009-07,,,,,,,,,,,4175.5953,4176.8963,4175.4450,4152.2384,4152.2384,4152.2384,4150.5214
2009-10,,,,,,,,,,,,4195.1306,4195.2455,4175.0339,4175.0339,4175.0339,4175.8554
2010-01,,,,,,,,,,,,,4223.3993,4219.6887,4222.1026,4217.4825,4230.6940
2010-04,,,,,,,,,,,,,,4220.1279,4235.0673,4226.2728,4229.9345
2010-07,,,,,,,,,,,,,,,4256.2645,4258.2744,4235.2953
2010-10,,,,,,,,,,,,,,,,4261.9325,4232.2482
2011-01,,,,,,,,,,,,,,,,,4233.1224
