"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.54,67.54,67.54,67.54,67.54,67.54,67.54,67.54,67.54,67.54,67.54,67.54,74.529,74.529,74.529
1991-04,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,90.088,90.088,90.088
1991-07,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.28,81.55,81.55,81.55,81.55,81.55,81.55,81.55,81.55,81.55,81.55,81.55,81.55,88.159,88.159,88.159
1991-10,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.25,84.25,84.25,84.25,84.25,84.25,84.25,84.25,84.25,84.25,84.25,84.25,90.565,90.565,90.565
1992-01,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.68,76.82,76.82,76.82,76.82,76.82,76.82,76.82,76.82,76.82,76.82,76.82,76.82,83.939,83.939,83.939
1992-04,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,90.05,90.05,90.05,90.05,90.05,90.05,90.05,90.05,90.05,90.05,90.05,90.05,96.607,96.607,96.607
1992-07,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,86.75,87.22,87.22,87.22,87.22,87.22,87.22,87.22,87.22,87.22,87.22,87.22,87.22,93.784,93.784,93.784
1992-10,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.31,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,94.569,94.569,94.569
1993-01,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,82.131,82.131,82.131
1993-04,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,94.981,94.981,94.981
1993-07,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,86.74,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,93.870,93.870,93.870
1993-10,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.28,86.45,86.45,86.45,86.45,86.45,86.45,86.45,86.45,86.45,86.45,86.45,86.45,92.687,92.687,92.687
1994-01,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.19,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,85.627,85.627,85.627
1994-04,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.00,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,93.45,100.064,100.064,100.064
1994-07,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,91.88,92.28,92.28,92.28,92.28,92.28,92.28,92.28,92.28,92.28,92.28,92.28,92.28,98.883,98.883,98.883
1994-10,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,99.969,99.969,99.969
1995-01,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,82.43,89.823,89.823,89.823
1995-04,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,95.96,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,102.954,102.954,102.954
1995-07,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,100.066,100.066,100.066
1995-10,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,99.690,99.690,99.690
1996-01,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.68,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,84.618,84.618,84.618
1996-04,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.26,95.79,95.79,95.79,95.79,95.79,95.79,95.79,95.79,95.79,95.79,95.79,95.79,102.901,102.901,102.901
1996-07,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.64,94.47,94.47,94.47,94.47,94.47,94.47,94.47,94.47,94.47,94.47,94.47,94.47,101.561,101.561,101.561
