"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.75,6.75,6.75,6.75,6.300,6.300,6.300
1991-04,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.06,7.06,7.06,7.06,6.656,6.656,6.656
1991-07,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,6.746,6.746,6.746
1991-10,7.37,7.37,7.37,7.37,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.001,7.001,7.001
1992-01,7.58,7.58,7.58,7.58,7.59,7.58,7.58,7.58,7.59,7.59,7.59,7.59,7.143,7.143,7.143
1992-04,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.394,7.394,7.394
1992-07,8.15,8.15,8.15,8.15,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,7.686,7.686,7.686
1992-10,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,7.741,7.741,7.741
1993-01,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,7.647,7.647,7.647
1993-04,8.22,8.22,8.22,8.22,8.21,8.22,8.22,8.22,8.21,8.21,8.21,8.21,7.793,7.793,7.793
1993-07,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,7.887,7.887,7.887
1993-10,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.088,8.088,8.088
1994-01,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.029,8.029,8.029
1994-04,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,7.985,7.985,7.985
1994-07,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.053,8.053,8.053
1994-10,8.69,8.69,8.69,8.69,8.69,8.69,8.69,8.69,8.69,8.69,8.69,8.69,8.274,8.274,8.274
1995-01,8.63,8.63,8.63,8.63,8.63,8.63,8.63,8.63,8.64,8.64,8.64,8.64,8.386,8.386,8.386
1995-04,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.463,8.463,8.463
1995-07,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.80,8.80,8.80,8.80,8.559,8.559,8.559
1995-10,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.87,8.87,8.87,8.87,8.622,8.622,8.622
1996-01,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.718,8.718,8.718
1996-04,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.709,8.709,8.709
1996-07,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.93,8.723,8.723,8.723
1996-10,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.752,8.752,8.752
1997-01,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.716,8.716,8.716
1997-04,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.94,8.93,8.93,8.93,8.93,8.741,8.741,8.741
1997-07,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.719,8.719,8.719
1997-10,9.06,9.06,9.06,9.06,9.05,9.05,9.05,9.05,9.06,9.06,9.06,9.06,8.835,8.835,8.835
1998-01,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.003,9.003,9.003
1998-04,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.203,9.203,9.203
1998-07,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.349,9.349,9.349
1998-10,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.533,9.533,9.533
1999-01,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.279,9.279,9.279
1999-04,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.576,9.576,9.576
1999-07,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.740,9.740,9.740
1999-10,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,9.934,9.934,9.934
