"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,98.3517,98.3517,98.3517,98.3517,98.3517,98.3517,98.3517,98.3517,98.3517,98.3517,98.3517,98.3517,107.3384,107.3384
1991-04,89.8694,89.8694,89.8694,89.8694,89.8694,89.8694,89.8694,89.8694,89.8694,89.8694,89.8694,89.8694,97.7365,97.7365
1991-07,97.4209,97.4209,97.4209,97.4209,97.4209,97.4209,97.4209,97.4209,97.4209,97.4209,97.4209,97.4209,105.5934,105.5934
1991-10,97.2905,97.2905,97.2905,97.2905,97.2905,97.2905,97.2905,97.2905,97.2905,97.2905,97.2905,97.2905,105.6737,105.6737
1992-01,104.1199,104.1199,104.1199,104.1199,104.1199,104.1199,104.1199,104.1199,104.1199,104.1199,104.1199,104.1199,112.6131,112.6131
1992-04,95.1785,95.1785,95.1785,95.1785,95.1785,95.1785,95.1785,95.1785,95.1785,95.1785,95.1785,95.1785,103.7292,103.7292
1992-07,103.9983,103.9983,103.9983,103.9983,103.9983,103.9983,103.9983,103.9983,103.9983,103.9983,103.9983,103.9983,113.3409,113.3409
1992-10,105.1174,105.1174,105.1174,105.1174,105.1174,105.1174,105.1174,105.1174,105.1174,105.1174,105.1174,105.1174,114.9387,114.9387
1993-01,105.5792,105.5792,105.5792,105.5792,105.5792,105.5792,105.5792,105.5792,105.5792,105.5792,105.5792,105.5792,114.6275,114.6275
1993-04,98.5490,98.5490,98.5490,98.5490,98.5490,98.5490,98.5490,98.5490,98.5490,98.5490,98.5490,98.5490,107.2987,107.2987
1993-07,107.9911,107.9911,107.9911,107.9911,107.9911,107.9911,107.9911,107.9911,107.9911,107.9911,107.9911,107.9911,118.1691,118.1691
1993-10,109.2303,109.2303,109.2303,109.2303,109.2303,109.2303,109.2303,109.2303,109.2303,109.2303,109.2303,109.2303,119.9563,119.9563
1994-01,110.2717,110.2717,110.2717,110.2717,110.2717,110.2717,110.2717,110.2717,110.2717,110.2717,110.2717,110.2717,120.7169,120.7169
1994-04,101.5211,101.5211,101.5211,101.5211,101.5211,101.5211,101.5211,101.5211,101.5211,101.5211,101.5211,101.5211,111.1070,111.1070
1994-07,111.4828,111.4828,111.4828,111.4828,111.4828,111.4828,111.4828,111.4828,111.4828,111.4828,111.4828,111.4828,122.6076,122.6076
1994-10,110.6423,110.6423,110.6423,110.6423,110.6423,110.6423,110.6423,110.6423,110.6423,110.6423,110.6423,110.6423,121.6720,121.6720
1995-01,114.0668,114.0668,114.0668,114.0668,114.0668,114.0668,114.0668,114.0668,114.0668,114.0668,114.0668,114.0668,125.2467,125.2467
1995-04,104.9385,104.9385,104.9385,104.9385,104.9385,104.9385,104.9385,104.9385,104.9385,104.9385,104.9385,104.9385,114.9581,114.9581
1995-07,115.3108,115.3108,115.3108,115.3108,115.3108,115.3108,115.3108,115.3108,115.3108,115.3108,115.3108,115.3108,126.0483,126.0483
1995-10,116.1434,116.1434,116.1434,116.1434,116.1434,116.1434,116.1434,116.1434,116.1434,116.1434,116.1434,116.1434,127.8029,127.8029
1996-01,119.3229,119.3229,119.3229,119.3229,119.3229,119.3229,119.3229,119.3229,119.3229,119.3229,119.3229,119.3229,130.9082,130.9082
1996-04,108.9829,108.9829,108.9829,108.9829,108.9829,108.9829,108.9829,108.9829,108.9829,108.9829,108.9829,108.9829,119.2850,119.2850
1996-07,119.7005,119.7005,119.7005,119.7005,119.7005,119.7005,119.7005,119.7005,119.7005,119.7005,119.7005,119.7005,130.9863,130.9863
1996-10,119.1448,119.1448,119.1448,119.1448,119.1448,119.1448,119.1448,119.1448,119.1448,119.1448,119.1448,119.1448,130.8226,130.8226
1997-01,121.3754,121.3754,121.3754,121.3754,121.3754,121.3754,121.3754,121.3754,121.3754,121.3754,121.3754,121.3754,132.1060,132.1060
