"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,116.64,116.64,116.64,116.64,116.64,116.64,116.64,116.64,116.64,116.64,116.64,116.64,114.04,114.04,114.04
1991-04,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,105.11,105.11,105.11
1991-07,115.36,115.36,115.36,115.36,115.36,115.36,115.36,115.36,115.36,115.36,115.36,115.36,113.34,113.34,113.34
1991-10,114.57,114.57,114.57,114.57,114.57,114.57,114.57,114.57,114.57,114.57,114.57,114.57,112.16,112.16,112.16
1992-01,118.87,118.87,118.87,118.87,118.87,118.87,118.87,118.87,118.87,118.87,118.87,118.87,115.76,115.76,115.76
1992-04,108.81,108.81,108.81,108.81,108.81,108.81,108.81,108.81,108.81,108.81,108.81,108.81,106.44,106.44,106.44
1992-07,116.21,116.21,116.21,116.21,116.21,116.21,116.21,116.21,116.21,116.21,116.21,116.21,114.12,114.12,114.12
1992-10,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,112.66,112.66,112.66
1993-01,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,113.43,113.43,113.43
1993-04,107.33,107.33,107.33,107.33,107.33,107.33,107.33,107.33,107.33,107.33,107.33,107.33,104.55,104.55,104.55
1993-07,114.30,114.30,114.30,114.30,114.30,114.30,114.30,114.30,114.30,114.30,114.30,114.30,111.82,111.82,111.82
1993-10,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,110.65,110.65,110.65
1994-01,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,111.31,111.31,111.31
1994-04,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,105.11,101.63,101.63,101.63
1994-07,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,113.53,110.92,110.92,110.92
1994-10,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,109.34,109.34,109.34
1995-01,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,111.01,111.01,111.01
1995-04,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,101.26,101.26,101.26
1995-07,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,109.95,109.95,109.95
1995-10,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,109.81,109.81,109.81
