"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.301,2.301
1991-04,2.462,2.462,2.460,2.460,2.460,2.460,2.462,2.462,2.462,2.462,2.462,2.462,2.301,2.301
1991-07,2.462,2.462,2.460,2.460,2.460,2.460,2.462,2.462,2.462,2.462,2.462,2.462,2.303,2.303
1991-10,2.484,2.484,2.480,2.480,2.480,2.480,2.484,2.484,2.484,2.484,2.484,2.484,2.320,2.320
1992-01,2.494,2.494,2.490,2.490,2.490,2.490,2.494,2.494,2.494,2.494,2.494,2.494,2.336,2.336
1992-04,2.517,2.517,2.520,2.520,2.520,2.520,2.517,2.517,2.517,2.517,2.517,2.517,2.351,2.351
1992-07,2.528,2.528,2.530,2.530,2.530,2.530,2.528,2.528,2.528,2.528,2.528,2.528,2.358,2.358
1992-10,2.539,2.539,2.540,2.540,2.540,2.540,2.539,2.539,2.539,2.539,2.539,2.539,2.358,2.358
1993-01,2.554,2.554,2.550,2.550,2.550,2.550,2.554,2.554,2.555,2.555,2.555,2.555,2.370,2.370
1993-04,2.573,2.573,2.570,2.570,2.570,2.570,2.573,2.573,2.573,2.573,2.573,2.573,2.384,2.384
1993-07,2.602,2.602,2.600,2.600,2.600,2.600,2.602,2.602,2.601,2.601,2.601,2.601,2.410,2.410
1993-10,2.629,2.629,2.630,2.630,2.630,2.630,2.629,2.629,2.628,2.628,2.628,2.628,2.439,2.439
