"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,,,,,,,,2005,2005,2005,2005,2005,2010,2010
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,110.61,110.61,110.61,110.61,110.61,110.61,110.61,110.61,110.61,110.61,110.61,110.61,115.63,115.63
1991-04,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,105.18,105.18
1991-07,108.05,108.05,108.05,108.05,108.05,108.05,108.05,108.05,108.05,108.05,108.05,108.05,112.69,112.69
1991-10,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,106.90,111.34,111.34
1992-01,109.41,109.41,109.41,109.41,109.41,109.41,109.41,109.41,109.41,109.41,109.41,109.41,113.76,113.76
1992-04,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,104.57,104.57
1992-07,107.10,107.10,107.10,107.10,107.10,107.10,107.10,107.10,107.10,107.10,107.10,107.10,112.00,112.00
1992-10,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,110.36,110.36
1993-01,108.36,108.36,108.36,108.36,108.36,108.36,108.36,108.36,108.36,108.36,108.36,108.36,111.68,111.68
1993-04,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,103.36,103.36
1993-07,107.11,107.11,107.11,107.11,107.11,107.11,107.11,107.11,107.11,107.11,107.11,107.11,111.18,111.18
1993-10,105.96,105.96,105.96,105.96,105.96,105.96,105.96,105.96,105.96,105.96,105.96,105.96,109.83,109.83
1994-01,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,112.04,112.04
1994-04,99.09,99.09,99.09,99.09,99.09,99.09,99.09,99.09,99.09,99.09,99.09,99.09,102.64,102.64
1994-07,106.45,106.45,106.45,106.45,106.45,106.45,106.45,106.45,106.45,106.45,106.45,106.45,110.57,110.57
1994-10,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,108.47,108.47
1995-01,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,110.78,110.78
1995-04,97.21,97.21,97.21,97.21,97.21,97.21,97.21,97.21,97.21,97.21,97.21,97.21,101.03,101.03
1995-07,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,109.27,109.27
1995-10,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,104.35,108.57,108.57
1996-01,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,110.17,110.17
1996-04,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,100.76,100.76
