"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
2009-07,,,,,,,,,2423.7541,2480.6181,2477.2887,2468.2213,2468.2213,2468.2213,2463.3043,2400.3900,2400.3872,2400.3900,2400.3900,2411.3400,2411.3400,2411.3383,2411.3383,2412.0297,2412.0297,2410.1556,2411.2214,2490.2577,2490.2577
2009-10,,,,,,,,,,2469.7008,2482.5673,2473.4813,2473.4813,2473.4813,2473.7378,2414.7500,2414.7543,2414.7500,2414.7500,2442.7700,2442.7700,2442.7714,2442.7714,2432.6979,2432.6979,2436.3435,2436.9393,2495.2174,2495.2174
2010-01,,,,,,,,,,,2479.2097,2497.4628,2498.4958,2505.0907,2511.6018,2417.2900,2417.2936,2417.2900,2417.2900,2427.5200,2427.5200,2427.5231,2427.5231,2426.1603,2426.1603,2429.8687,2427.7148,2463.8466,2463.8466
2010-04,,,,,,,,,,,,2528.6199,2542.2981,2555.4291,2555.9353,2491.8200,2491.8221,2491.8200,2491.8200,2511.0200,2511.0200,2511.0155,2511.0155,2506.6218,2506.6218,2500.4327,2500.1019,2546.5876,2546.5876
2010-07,,,,,,,,,,,,,2600.7010,2614.4211,2613.6670,2531.9500,2531.9504,2531.9500,2531.9500,2547.0500,2547.0500,2547.0547,2547.0547,2542.0082,2542.0082,2538.5250,2540.3141,2575.7920,2575.7920
2010-10,,,,,,,,,,,,,,2631.4161,2643.3957,2565.6900,2565.6912,2565.6900,2565.6900,2593.8300,2593.8300,2593.8319,2593.8319,2580.3952,2580.3952,2586.3590,2587.0547,2639.9036,2639.9036
2011-01,,,,,,,,,,,,,,,2666.5350,2561.7900,2566.7212,2565.4700,2571.5500,2578.0500,2578.0500,2578.0512,2578.0512,2578.9819,2578.9819,2584.7040,2581.4414,2617.1534,2617.1534
2011-04,,,,,,,,,,,,,,,,2585.6100,2601.5103,2598.2500,2594.9100,2605.5600,2605.5600,2605.5631,2605.5631,2599.2850,2599.2850,2591.0612,2590.8382,2650.7543,2650.7543
2011-07,,,,,,,,,,,,,,,,,2614.5904,2615.1400,2616.7800,2621.0300,2621.0300,2621.0292,2621.0292,2618.6447,2618.6447,2613.1554,2615.6173,2665.8665,2665.8665
2011-10,,,,,,,,,,,,,,,,,,2614.0500,2590.0900,2614.1600,2614.1600,2614.1616,2614.1616,2604.7241,2604.7241,2612.7151,2613.7388,2675.0720,2675.0720
2012-01,,,,,,,,,,,,,,,,,,,2648.8200,2651.2900,2654.7500,2639.4578,2638.4568,2640.6831,2640.6831,2648.2665,2644.0285,2700.2631,2700.2631
2012-04,,,,,,,,,,,,,,,,,,,,2653.1400,2654.5700,2591.2967,2590.3621,2581.0355,2581.0355,2571.2971,2571.0895,2643.2591,2643.2591
2012-07,,,,,,,,,,,,,,,,,,,,,2525.5000,2591.7154,2592.1548,2588.1695,2588.1695,2580.4710,2583.5051,2647.3268,2647.3268
2012-10,,,,,,,,,,,,,,,,,,,,,,2568.6767,2601.5143,2585.3676,2585.3676,2595.2209,2596.6326,2660.9767,2660.9767
2013-01,,,,,,,,,,,,,,,,,,,,,,,2591.9162,2589.4372,2584.2087,2586.9103,2582.7147,2633.6381,2633.6381
2013-04,,,,,,,,,,,,,,,,,,,,,,,,2641.3442,2641.4637,2636.4498,2635.2001,2697.8022,2697.8022
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,2653.3048,2648.6103,2648.8371,2705.5577,2705.5577
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,2626.2215,2633.4859,2679.9922,2679.9922
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,2683.3535,2711.7328,2713.0113
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714.5796,2714.4148
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727.0237
