"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,80.18,80.18,80.18,80.21,80.21,80.21,80.21,79.94,79.94,79.94,79.94,80.01,80.01,80.01,80.01,83.25,82.85,82.85,82.85,82.84,82.84,82.84,82.84,82.84,82.84,82.84,82.84,80.03,79.49,79.49
1991-04,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.84,77.84,77.84,77.84,77.65,77.65,77.65,77.65,82.95,82.55,82.55,82.55,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,80.32,79.78,79.78
1991-07,78.48,78.48,78.48,78.47,78.47,78.47,78.47,78.57,78.57,78.57,78.57,78.58,78.58,78.58,78.58,82.57,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,80.15,79.61,79.61
1991-10,82.74,82.74,82.74,82.80,82.80,82.80,82.80,82.88,82.88,82.88,82.88,83.00,83.00,83.00,83.00,87.35,86.92,86.92,86.92,87.07,87.07,87.07,87.07,87.00,87.00,87.00,87.00,84.44,83.88,83.88
1992-01,79.69,79.69,79.69,79.69,79.69,79.69,79.69,79.42,79.42,79.42,79.42,79.48,79.48,79.48,79.48,83.87,83.46,83.46,83.46,83.44,83.44,83.44,83.44,83.44,83.44,83.44,83.44,80.57,80.03,80.03
1992-04,80.47,80.47,80.47,80.48,80.48,80.48,80.48,80.44,80.44,80.44,80.44,80.30,80.30,80.30,80.30,84.47,84.06,84.06,84.06,84.08,84.08,84.08,84.08,84.06,84.06,84.06,84.06,81.36,80.80,80.80
1992-07,77.88,77.88,77.88,77.87,77.87,77.87,77.87,78.03,78.03,78.03,78.03,77.97,77.97,77.97,77.97,81.84,81.44,81.44,81.44,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,79.04,78.52,78.52
1992-10,75.09,75.09,75.09,75.06,75.06,75.06,75.06,75.27,75.27,75.27,75.27,75.41,75.41,75.41,75.41,79.15,78.77,78.77,78.77,78.69,78.69,78.69,78.69,78.69,78.69,78.69,78.69,76.01,75.49,75.49
1993-01,71.91,71.91,71.91,71.92,71.92,71.92,71.92,71.61,71.61,71.61,71.61,71.63,71.63,71.63,71.63,75.79,75.42,75.42,75.42,75.49,75.49,75.49,75.49,75.47,75.47,75.47,75.47,73.28,72.78,72.78
1993-04,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.89,69.83,69.83,69.83,69.83,73.32,72.97,72.97,72.97,72.97,72.97,72.97,72.97,72.97,72.97,72.97,72.97,70.31,69.82,69.82
1993-07,68.44,68.44,68.44,68.43,68.43,68.43,68.43,68.58,68.58,68.58,68.58,68.50,68.50,68.50,68.50,72.02,71.67,71.67,71.67,71.68,71.68,71.68,71.68,71.68,71.68,71.68,71.68,69.54,69.07,69.07
1993-10,65.52,65.52,65.52,65.50,65.50,65.50,65.50,65.67,65.67,65.67,65.67,65.79,65.79,65.79,65.79,69.44,69.10,69.10,69.10,69.00,69.00,69.00,69.00,69.03,69.03,69.03,69.03,66.55,66.13,66.13
1994-01,66.91,66.91,66.91,66.91,66.91,66.91,66.91,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,70.13,69.79,69.79,69.79,69.81,69.81,69.81,69.81,69.80,69.80,69.80,69.80,67.56,67.11,67.11
1994-04,66.45,66.45,66.45,66.44,66.44,66.44,66.44,66.46,66.46,66.46,66.46,66.43,66.43,66.43,66.43,69.80,69.46,69.46,69.46,69.47,69.47,69.47,69.47,69.48,69.48,69.48,69.48,66.83,66.38,66.38
1994-07,68.46,68.46,68.46,68.45,68.45,68.45,68.45,68.59,68.59,68.59,68.59,68.50,68.50,68.50,68.50,72.00,71.65,71.65,71.65,71.65,71.65,71.65,71.65,71.63,71.63,71.63,71.63,68.64,68.19,68.19
1994-10,69.61,69.61,69.61,69.60,69.60,69.60,69.60,69.76,69.76,69.76,69.76,69.88,69.88,69.88,69.88,73.31,72.95,72.95,72.95,72.88,72.88,72.88,72.88,72.91,72.91,72.91,72.91,70.09,69.61,69.61
1995-01,68.73,68.73,68.73,68.72,68.72,68.72,68.72,68.44,68.44,68.44,68.44,68.43,68.43,68.43,68.43,71.83,71.48,71.48,71.48,71.46,71.46,71.46,71.46,71.45,71.45,71.45,71.45,68.77,68.33,68.33
1995-04,70.16,70.16,70.16,70.16,70.16,70.16,70.16,70.18,70.18,70.18,70.18,70.22,70.22,70.22,70.22,73.58,73.22,73.22,73.22,73.24,73.24,73.24,73.24,73.22,73.22,73.22,73.22,69.95,69.48,69.48
1995-07,70.02,70.02,70.02,70.00,70.00,70.00,70.00,70.09,70.09,70.09,70.09,69.94,69.94,69.94,69.94,73.64,73.28,73.28,73.28,73.31,73.31,73.31,73.31,73.31,73.31,73.31,73.31,70.02,69.53,69.53
1995-10,68.96,68.96,68.96,68.96,68.96,68.96,68.96,69.09,69.09,69.09,69.09,69.26,69.26,69.26,69.26,72.42,72.07,72.07,72.07,72.12,72.12,72.12,72.12,72.10,72.10,72.10,72.10,69.73,69.25,69.25
1996-01,67.94,67.94,67.94,67.95,67.95,67.95,67.95,67.78,67.78,67.78,67.78,67.74,67.74,67.74,67.74,71.23,70.89,70.89,70.89,70.86,70.86,70.86,70.86,70.84,70.84,70.84,70.84,67.39,66.92,66.92
1996-04,72.27,72.27,72.27,72.30,72.30,72.30,72.30,72.35,72.35,72.35,72.35,72.40,72.40,72.40,72.40,76.17,75.80,75.80,75.80,75.81,75.81,75.81,75.81,75.80,75.80,75.80,75.80,72.09,71.61,71.61
1996-07,71.58,71.58,71.58,71.54,71.54,71.54,71.54,71.58,71.58,71.58,71.58,71.43,71.43,71.43,71.43,74.94,74.58,74.58,74.58,74.61,74.61,74.61,74.61,74.60,74.60,74.60,74.60,71.71,71.22,71.22
1996-10,72.97,72.97,72.97,72.97,72.97,72.97,72.97,73.08,73.08,73.08,73.08,73.17,73.17,73.17,73.17,76.47,76.10,76.10,76.10,76.19,76.19,76.19,76.19,76.14,76.14,76.14,76.14,73.04,72.55,72.55
1997-01,73.09,73.09,73.09,73.13,73.13,73.13,73.13,73.18,73.18,73.18,73.18,73.13,73.13,73.13,73.13,76.35,75.98,75.98,75.98,75.99,75.99,75.99,75.99,75.98,75.98,75.98,75.98,72.23,71.74,71.74
1997-04,71.36,71.36,71.36,71.38,71.38,71.38,71.38,71.37,71.37,71.37,71.37,71.38,71.38,71.38,71.38,75.46,75.10,75.10,75.10,75.10,75.10,75.10,75.10,75.08,75.08,75.08,75.08,71.61,71.13,71.13
1997-07,73.01,73.01,73.01,72.96,72.96,72.96,72.96,72.84,72.84,72.84,72.84,72.86,72.86,72.86,72.86,76.37,76.00,76.00,76.00,76.03,76.03,76.03,76.03,76.02,76.02,76.02,76.02,72.13,71.64,71.64
1997-10,75.47,75.47,75.47,75.47,75.47,75.47,75.47,75.50,75.50,75.50,75.50,75.52,75.52,75.52,75.52,78.85,78.47,78.47,78.47,78.49,78.49,78.49,78.49,78.45,78.45,78.45,78.45,74.49,73.99,73.99
1998-01,80.29,80.29,80.29,80.30,80.30,80.30,80.30,80.69,80.69,80.69,80.69,80.67,80.67,80.67,80.67,84.27,83.86,83.86,83.86,83.86,83.86,83.86,83.86,83.85,83.85,83.85,83.85,80.33,79.77,79.77
1998-04,82.23,82.23,82.23,82.28,82.28,82.28,82.28,82.18,82.18,82.18,82.18,82.02,82.02,82.02,82.02,85.59,85.18,85.18,85.18,85.23,85.23,85.23,85.23,85.23,85.23,85.23,85.23,80.77,80.21,80.21
1998-07,82.72,82.72,82.72,82.65,82.65,82.65,82.65,82.38,82.38,82.38,82.38,82.67,82.67,82.67,82.67,86.37,85.95,85.95,85.95,85.97,85.97,85.97,85.97,85.96,85.96,85.96,85.96,81.41,80.86,80.86
1998-10,83.27,83.27,83.27,83.24,83.24,83.24,83.24,83.22,83.22,83.22,83.22,83.10,83.10,83.10,83.10,87.84,87.41,87.41,87.41,87.30,87.30,87.30,87.30,87.28,87.28,87.28,87.28,82.68,82.13,82.13
1999-01,88.00,88.00,88.00,88.03,88.03,88.03,88.03,88.68,88.68,88.68,88.68,88.68,88.68,88.68,88.68,92.01,91.56,91.56,91.56,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,87.36,86.77,86.77
