"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.371,11.047,11.047,11.047,11.047,11.047,11.047,11.047,11.047,11.047,11.047,11.047,11.047,10.995,10.995,10.995
1991-04,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,11.083,10.774,10.774,10.774,10.774,10.774,10.774,10.774,10.774,10.774,10.774,10.774,10.774,10.710,10.710,10.710
1991-07,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.842,10.579,10.579,10.579,10.579,10.579,10.579,10.579,10.579,10.579,10.579,10.579,10.579,10.534,10.534,10.534
1991-10,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.417,10.417,10.417,10.417,10.417,10.417,10.417,10.417,10.417,10.417,10.417,10.417,10.360,10.360,10.360
1992-01,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.405,10.129,10.129,10.129,10.129,10.129,10.129,10.129,10.129,10.129,10.129,10.129,10.129,10.085,10.085,10.085
1992-04,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,10.167,9.908,9.908,9.908,9.908,9.908,9.908,9.908,9.908,9.908,9.908,9.908,9.908,9.851,9.851,9.851
1992-07,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,9.819,9.819,9.819,9.819,9.819,9.819,9.819,9.819,9.819,9.819,9.819,9.819,9.784,9.784,9.784
1992-10,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.912,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.665,9.620,9.620,9.620
1993-01,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.660,9.423,9.423,9.423,9.423,9.423,9.423,9.423,9.423,9.423,9.423,9.423,9.423,9.386,9.386,9.386
1993-04,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.433,9.214,9.214,9.214,9.214,9.214,9.214,9.214,9.214,9.214,9.214,9.214,9.214,9.165,9.165,9.165
1993-07,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.303,9.121,9.121,9.121,9.121,9.121,9.121,9.121,9.121,9.121,9.121,9.121,9.121,9.090,9.090,9.090
1993-10,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,9.198,8.997,8.997,8.997,8.997,8.997,8.997,8.997,8.997,8.997,8.997,8.997,8.997,8.955,8.955,8.955
