"",1999-04-28,1999-06-08,1999-09-09,1999-12-07,2000-03-02,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-27,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22
1996-07,8.5,4.3,4.3,4.3,4.3,4.29,4.36,4.37,4.37,4.37,4.37,4.37,4.38,4.38,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37
1996-10,8.7,4.4,4.3,4.3,4.3,4.31,4.39,4.39,4.39,4.39,4.39,4.39,4.38,4.38,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37
1997-01,9.0,4.6,4.4,4.4,4.4,4.40,4.44,4.44,4.44,4.44,4.47,4.47,4.48,4.48,4.47,4.47,4.47,4.47,4.46,4.46,4.46,4.46,4.46,4.46,4.46
1997-04,8.9,4.6,4.4,4.4,4.4,4.43,4.49,4.48,4.48,4.48,4.47,4.47,4.46,4.46,4.51,4.51,4.51,4.51,4.50,4.50,4.50,4.50,4.50,4.50,4.50
1997-07,9.4,4.8,4.6,4.6,4.6,4.55,4.69,4.70,4.70,4.70,4.69,4.69,4.68,4.68,4.67,4.67,4.67,4.67,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1997-10,9.7,5.0,4.7,4.7,4.7,4.69,4.81,4.82,4.81,4.81,4.81,4.81,4.82,4.82,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80
1998-01,,5.2,5.0,5.0,4.9,4.91,4.95,4.95,4.95,4.95,4.95,4.95,4.96,4.96,4.91,4.91,4.91,4.91,4.90,4.90,4.90,4.90,4.90,4.90,4.90
1998-04,,5.3,5.0,5.0,5.1,5.07,5.09,5.08,5.08,5.08,5.06,5.06,5.05,5.05,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07
1998-07,,5.6,5.3,5.3,5.3,5.32,5.24,5.24,5.25,5.25,5.23,5.23,5.24,5.24,5.21,5.21,5.21,5.21,5.23,5.23,5.23,5.23,5.23,5.23,5.23
1998-10,,5.5,5.5,5.5,5.5,5.50,5.18,5.18,5.17,5.17,5.19,5.19,5.17,5.17,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
1999-01,,5.8,5.8,5.6,5.5,5.50,5.49,5.49,5.48,5.48,5.51,5.51,5.53,5.53,5.50,5.50,5.50,5.50,5.53,5.53,5.53,5.53,5.53,5.53,5.53
1999-04,,,6.1,5.7,5.6,5.57,5.69,5.68,5.68,5.68,5.73,5.73,5.73,5.73,5.75,5.75,5.75,5.75,5.81,5.81,5.81,5.81,5.81,5.81,5.81
1999-07,,,,5.8,5.8,5.77,5.80,5.81,5.83,5.83,5.90,5.90,5.90,5.90,5.91,5.91,5.91,5.91,5.98,5.98,5.98,5.98,5.98,5.98,5.98
1999-10,,,,,5.9,5.92,6.01,6.02,6.01,6.01,6.06,6.06,6.06,6.06,6.07,6.07,6.07,6.07,6.10,6.10,6.10,6.10,6.10,6.10,6.10
2000-01,,,,,,6.10,6.16,6.16,6.16,6.16,6.21,6.21,6.21,6.21,6.15,6.15,6.15,6.15,6.23,6.23,6.23,6.23,6.23,6.23,6.23
2000-04,,,,,,,6.25,6.23,6.24,6.24,6.26,6.26,6.25,6.25,6.18,6.18,6.18,6.18,6.26,6.26,6.26,6.26,6.26,6.26,6.26
2000-07,,,,,,,,6.29,6.31,6.31,6.31,6.31,6.30,6.30,6.31,6.31,6.31,6.31,6.39,6.39,6.39,6.39,6.39,6.39,6.39
2000-10,,,,,,,,,6.53,6.53,6.50,6.50,6.52,6.52,6.54,6.54,6.54,6.54,6.64,6.64,6.64,6.64,6.65,6.65,6.65
2001-01,,,,,,,,,,6.51,6.50,6.56,6.57,6.57,6.50,6.50,6.50,6.50,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2001-04,,,,,,,,,,,6.68,6.68,6.70,6.70,6.57,6.57,6.57,6.57,6.71,6.71,6.71,6.71,6.71,6.71,6.71
2001-07,,,,,,,,,,,,6.73,6.74,6.74,6.65,6.65,6.65,6.65,6.76,6.76,6.76,6.76,6.76,6.76,6.76
2001-10,,,,,,,,,,,,,6.79,6.79,6.73,6.73,6.73,6.73,6.82,6.82,6.82,6.82,6.81,6.81,6.81
2002-01,,,,,,,,,,,,,,6.86,6.73,6.69,6.68,6.68,6.78,6.78,6.78,6.78,6.77,6.77,6.77
2002-04,,,,,,,,,,,,,,,6.77,6.73,6.72,6.72,6.81,6.81,6.81,6.81,6.80,6.80,6.80
2002-07,,,,,,,,,,,,,,,,6.82,6.81,6.81,6.87,6.87,6.87,6.87,6.85,6.85,6.85
2002-10,,,,,,,,,,,,,,,,,6.89,6.89,6.92,6.92,6.92,6.92,6.90,6.90,6.90
2003-01,,,,,,,,,,,,,,,,,,6.81,6.90,6.90,6.91,6.91,6.89,6.89,6.89
2003-04,,,,,,,,,,,,,,,,,,,6.92,6.92,6.92,6.92,6.90,6.90,6.90
2003-07,,,,,,,,,,,,,,,,,,,,6.98,6.98,6.98,6.97,6.97,6.97
2003-10,,,,,,,,,,,,,,,,,,,,,7.05,7.05,7.02,7.02,7.02
2004-01,,,,,,,,,,,,,,,,,,,,,,7.10,7.03,7.03,6.92
2004-04,,,,,,,,,,,,,,,,,,,,,,,7.07,7.07,7.00
2004-07,,,,,,,,,,,,,,,,,,,,,,,,7.21,7.10
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,7.15
