"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1995-07,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14756.5141,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14779.6256,14850.1625,14850.1625
1995-10,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14530.8150,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14562.6377,14653.4022,14653.4022
1996-01,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14444.2076,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14488.0618,14602.0038,14602.0038
1996-04,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13492.8000,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13533.2431,13598.9570,13598.9570
1996-07,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14620.3066,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14705.6178,14791.4809,14791.4809
1996-10,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14352.8405,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14346.7917,14359.7587,14359.7587
1997-01,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14092.0956,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14097.8276,14142.6630,14142.6630
1997-04,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13513.3536,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13651.6834,13677.0472,13677.0472
1997-07,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14520.9340,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14623.3919,14703.3528,14703.3528
1997-10,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14390.9124,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14397.1410,14383.5388,14383.5388
1998-01,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14316.3504,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14363.0519,14398.4070,14398.4070
1998-04,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13428.3864,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13454.9449,13494.3961,13494.3961
1998-07,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14601.1404,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14670.1379,14779.8275,14779.8275
1998-10,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14645.3040,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14700.8835,14691.7727,14691.7727
1999-01,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14385.6274,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14444.8658,14498.6589,14498.6589
1999-04,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13522.6710,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13627.6348,13634.5668,13634.5668
1999-07,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14641.6781,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14786.4227,14780.0456,14780.0456
1999-10,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14769.7203,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14885.8588,14802.4175,14802.4175
2000-01,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14689.1608,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14811.4824,14848.8077,14848.8077
2000-04,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13661.0892,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13723.1253,13693.9508,13693.9508
2000-07,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14681.1645,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14767.2957,14827.0806,14827.0806
2000-10,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14624.2910,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14620.0675,14590.2079,14590.2079
2001-01,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14600.9080,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14652.9520,14697.4627,14697.4627
2001-04,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13599.5300,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13609.6996,13599.0690,13599.0690
2001-07,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14620.0832,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14661.7614,14690.8377,14690.8377
2001-10,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14521.2948,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14451.5435,14413.4127,14413.4127
2002-01,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14288.9208,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14300.2112,14363.8595,14363.8595
2002-04,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13473.1476,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13523.3441,13549.4515,13549.4515
2002-07,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14475.5100,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14524.7164,14582.6585,14582.6585
2002-10,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14268.9636,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14236.4894,14209.1744,14209.1744
2003-01,14123.3131,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14124.0489,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14202.4749,14212.5186,14212.5186
2003-04,13163.0490,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13159.8640,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13223.8327,13193.7406,13193.7406
2003-07,14262.1448,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14263.2476,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14323.6236,14366.1563,14366.1563
2003-10,14175.7871,14176.8764,14176.8764,14176.8764,14176.8764,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14172.9720,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14134.1800,14077.8360,14077.8360
2004-01,14184.7355,14190.0528,14190.0528,14190.0528,14190.0528,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14186.2135,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14200.1536,14199.7160,14199.7160
2004-04,13209.9660,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13211.6670,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13204.2431,13185.3613,13185.3613
2004-07,14271.6870,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14273.8818,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14266.4792,14263.7062,14263.7062
2004-10,14368.6240,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14374.0156,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14391.5460,14297.1588,14297.1588
2005-01,13980.7118,13996.2396,13996.2396,13996.2396,13996.2396,13984.7169,13984.7169,13984.7169,13984.7169,13978.1631,13978.1631,13978.1631,13978.1631,13978.1631,13978.1631,13978.1631,13978.1631,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13952.8834,13786.9635,13786.9635
2005-04,13342.3808,13314.7763,13314.7763,13314.7763,13314.7763,13308.0640,13308.0640,13308.0640,13308.0640,13296.9764,13296.9764,13296.9764,13296.9764,13296.9764,13296.9764,13296.9764,13296.9764,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13391.8716,13321.2992,13321.2992
2005-07,14212.6128,14188.5036,14188.5036,14188.5036,14188.5036,14177.9079,14177.9079,14177.9079,14177.9079,14174.6328,14174.6328,14174.6328,14174.6328,14174.6328,14174.6328,14174.6328,14174.6328,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14201.8661,14213.8801,14213.8801
2005-10,14268.5376,14241.9576,14241.9576,14241.9576,14241.9576,14241.2884,14241.2884,14241.2884,14241.2884,14239.4769,14239.4769,14239.4769,14239.4769,14239.4769,14239.4769,14239.4769,14239.4769,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14228.1876,14177.8420,14177.8420
2006-01,14164.5608,14133.9822,14133.9822,14133.9822,14133.9822,14125.3976,14125.3976,14125.3976,14125.3976,14105.0833,14105.0833,14105.0833,14105.0833,14105.0833,14105.0833,14105.0833,14105.0833,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14175.9252,14312.6481,14312.6481
2006-04,13277.4197,13242.8439,13242.8439,13242.8439,13242.8439,13240.8266,13240.8266,13240.8266,13240.8266,13212.1792,13212.1792,13212.1792,13212.1792,13212.1792,13212.1792,13212.1792,13212.1792,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13156.2805,13286.1646,13286.1646
2006-07,14296.3196,14260.8813,14260.8813,14260.8813,14260.8813,14251.2678,14251.2678,14251.2678,14251.2678,14220.7533,14220.7533,14220.7533,14220.7533,14220.7533,14220.7533,14220.7533,14220.7533,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14206.0401,14425.1327,14425.1327
2006-10,14392.2511,14359.4682,14359.4682,14359.4682,14359.4682,14355.8622,14355.8622,14355.8622,14355.8622,14320.8576,14320.8576,14320.8576,14320.8576,14324.8224,14324.8224,14324.8224,14324.8224,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14269.5415,14443.5374,14443.5374
2007-01,14421.0906,14450.7780,14437.6393,14437.6393,14441.5530,14458.2412,14458.2412,14458.2412,14458.2412,14418.1576,14418.1576,14418.1576,14418.1576,14406.4228,14406.4228,14406.4228,14406.4228,14438.9889,14438.9889,14438.9889,14438.9889,14438.9862,14438.9862,14438.9862,14438.9862,14438.9862,14438.9862,14438.9862,14438.9862,14625.5054,14625.5054
2007-04,,13486.7696,13495.0365,13485.6268,13493.5502,13508.2896,13508.2896,13508.2896,13508.2896,13469.8788,13469.8788,13469.8788,13469.8788,13454.0412,13454.0412,13454.0412,13454.0412,13411.3148,13411.3148,13411.3148,13411.3148,13411.3110,13411.3110,13411.3110,13411.3110,13411.3110,13411.3110,13411.3110,13411.3110,13581.1582,13581.1582
2007-07,,,14478.2554,14483.3370,14486.6051,14481.1602,14481.1602,14481.1602,14481.1602,14442.7206,14442.7206,14442.7206,14442.7206,14430.7548,14430.7548,14430.7548,14430.7548,14418.7463,14418.7463,14418.7463,14418.7463,14418.7477,14418.7477,14418.7477,14418.7477,14418.7477,14418.7477,14418.7477,14418.7477,14645.6616,14645.6616
2007-10,,,,14538.4360,14565.4267,14556.8368,14556.8368,14556.8368,14556.8368,14516.0600,14516.0600,14516.0600,14516.0600,14499.9400,14499.9400,14499.9400,14499.9400,14409.5732,14409.5732,14409.5732,14409.5732,14409.5782,14409.5782,14409.5782,14409.5782,14409.5782,14409.5782,14409.5782,14409.5782,14585.0310,14585.0310
