"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
1997-07,97.82,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.83,97.84,97.84,97.84,97.84
1997-10,98.52,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.51,98.50,98.50,98.50,98.50,98.66,98.66,98.66,98.66,98.68,98.68,98.68,98.68
1998-01,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.44,99.44,99.44,99.44,99.45,99.45,99.45,99.44
1998-04,100.26,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.24,100.24,100.24,100.24,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32
1998-07,100.64,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.64,100.64,100.64,100.64,100.63,100.63,100.63,100.63
1998-10,101.05,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.05,101.05,101.05,101.05,101.04,101.04,101.04,101.04,101.10,101.10,101.10,101.10,101.11,101.11,101.11,101.11
1999-01,101.76,101.76,101.76,101.76,101.76,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.70,101.70,101.70,101.70,101.71,101.71,101.71,101.71
1999-04,102.56,102.56,102.56,102.56,102.56,102.56,102.56,102.56,102.56,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.64,102.64,102.64,102.64,102.66,102.66,102.66,102.66
1999-07,103.14,103.15,103.15,103.15,103.15,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.16,103.15,103.15,103.15,103.15,103.18,103.18,103.18,103.18,103.15,103.15,103.15,103.15
1999-10,103.78,103.77,103.77,103.77,103.77,103.77,103.77,103.77,103.77,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.76,103.72,103.72,103.72,103.72,103.71,103.71,103.71,103.71
2000-01,104.85,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.90,104.90,104.90,104.90,104.91,104.91,104.91,104.91
2000-04,105.61,105.63,105.63,105.63,105.63,105.62,105.62,105.62,105.62,105.60,105.60,105.60,105.60,105.60,105.60,105.60,105.60,105.55,105.55,105.55,105.55,105.55,105.55,105.55,105.54
2000-07,106.25,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.14,106.14,106.14,106.14,106.13,106.13,106.13,106.14
2000-10,106.43,106.44,106.44,106.44,106.44,106.45,106.45,106.45,106.45,106.47,106.47,106.47,106.47,106.45,106.45,106.45,106.45,106.52,106.52,106.52,106.52,106.52,106.52,106.52,106.52
2001-01,106.95,106.88,106.88,106.88,106.88,106.89,106.89,106.89,106.89,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.85,106.91,106.91,106.91,106.91,106.92,106.92,106.92,106.91
2001-04,107.51,107.51,107.51,107.51,107.51,107.50,107.50,107.50,107.50,107.48,107.48,107.48,107.48,107.47,107.47,107.47,107.47,107.17,107.17,107.17,107.17,107.15,107.15,107.15,107.14
2001-07,108.34,108.39,108.39,108.39,108.39,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.31,108.31,108.31,108.31,108.29,108.29,108.29,108.31
2001-10,109.68,109.89,109.89,109.89,109.89,109.92,109.92,109.92,109.92,110.00,110.00,110.00,110.00,110.01,110.01,110.01,110.01,110.29,110.29,110.29,110.29,110.31,110.31,110.31,110.31
2002-01,110.97,111.17,111.17,111.17,111.17,111.06,111.06,111.06,111.06,110.97,110.97,110.97,110.97,110.96,110.96,110.96,110.96,110.91,110.91,110.91,110.91,110.93,110.93,110.93,110.93
2002-04,111.26,111.36,111.36,111.36,111.36,111.31,111.31,111.31,111.31,111.21,111.21,111.21,111.21,111.21,111.21,111.21,111.21,110.88,110.88,110.88,110.88,110.86,110.86,110.86,110.85
2002-07,111.21,111.43,111.43,111.43,111.43,111.21,111.21,111.21,111.21,111.25,111.25,111.25,111.25,111.21,111.21,111.21,111.21,111.33,111.33,111.33,111.33,111.32,111.32,111.32,111.33
2002-10,112.91,113.28,113.28,113.28,113.28,113.16,113.16,113.16,113.16,113.31,113.31,113.31,113.31,113.35,113.35,113.35,113.35,113.61,113.61,113.61,113.61,113.62,113.62,113.62,113.63
2003-01,112.03,111.72,111.72,111.72,111.72,111.91,111.91,111.91,111.91,112.06,112.06,112.06,112.06,112.00,112.00,112.00,112.00,111.94,111.94,111.94,111.94,111.97,111.97,111.97,111.96
2003-04,111.96,111.61,111.61,111.61,111.61,111.76,111.76,111.76,111.76,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.87,111.63,111.63,111.63,111.63,111.59,111.59,111.59,111.56
2003-07,113.32,113.20,113.20,113.20,113.20,113.54,113.54,113.54,113.54,113.94,113.94,113.94,113.94,113.88,113.88,113.88,113.88,114.26,114.26,114.26,114.26,114.22,114.22,114.22,114.23
2003-10,112.19,112.46,112.46,112.46,112.46,113.07,113.07,113.07,113.07,113.67,113.67,113.67,113.67,113.74,113.74,113.74,113.74,113.69,113.69,113.69,113.69,113.78,113.78,113.78,113.79
2004-01,112.54,113.83,113.83,113.83,113.83,113.50,113.50,113.50,113.50,114.26,114.26,114.26,114.26,114.16,114.16,114.16,114.16,114.04,114.04,114.04,114.04,114.05,114.05,114.05,114.03
2004-04,112.88,114.14,114.14,114.14,114.14,113.81,113.81,113.81,113.81,114.73,114.73,114.73,114.73,114.50,114.50,114.50,114.50,114.47,114.47,114.47,114.47,114.44,114.44,114.44,114.40
2004-07,111.79,113.15,113.15,113.15,113.15,113.00,113.00,113.00,113.00,114.27,114.27,114.27,114.27,114.10,114.10,114.10,114.10,114.49,114.49,114.49,114.49,114.43,114.43,114.43,114.42
2004-10,112.31,113.09,113.09,113.09,113.09,112.84,112.84,112.84,112.84,114.27,114.27,114.27,114.27,113.91,113.91,113.91,113.91,113.66,113.66,113.66,113.66,113.77,113.77,113.77,113.84
2005-01,112.29,113.57,113.41,113.68,113.67,113.72,113.72,113.72,113.72,115.70,115.70,115.70,115.70,115.88,115.88,115.88,115.88,116.21,116.21,116.21,116.21,116.19,116.19,116.19,116.15
2005-04,,113.80,112.91,113.46,113.49,113.17,113.17,113.17,113.17,115.41,115.41,115.41,115.41,115.66,115.66,115.66,115.66,116.12,116.12,116.12,116.12,116.10,116.10,116.10,116.03
2005-07,,,112.18,112.66,112.72,112.74,112.74,112.74,112.74,115.39,115.39,115.39,115.39,115.59,115.59,115.59,115.59,116.59,116.59,116.59,116.59,116.43,116.43,116.43,116.43
2005-10,,,,112.41,112.40,112.45,112.45,112.45,112.45,115.76,115.76,115.76,115.76,115.62,115.62,115.62,115.62,116.22,116.22,116.22,116.22,116.40,116.40,116.40,116.53
2006-01,,,,,113.24,112.84,113.08,113.54,113.55,116.27,116.27,116.27,116.27,115.55,115.55,115.55,115.55,116.37,116.37,116.37,116.37,116.72,116.72,116.72,116.65
2006-04,,,,,,112.90,112.91,113.53,113.57,117.06,117.06,117.06,117.06,116.23,116.23,116.23,116.23,117.26,117.26,117.26,117.26,117.68,117.68,117.68,117.58
2006-07,,,,,,,113.06,113.43,113.35,117.01,117.01,117.01,117.01,116.38,116.38,116.38,116.38,117.76,117.76,117.76,117.76,117.82,117.82,117.82,117.80
2006-10,,,,,,,,114.15,113.87,117.81,117.81,117.81,117.81,117.21,117.21,117.21,117.21,118.72,118.72,118.72,118.72,119.24,119.24,119.24,119.43
2007-01,,,,,,,,,115.47,118.71,119.06,118.80,118.64,118.01,118.01,118.01,118.01,119.19,119.19,119.19,119.19,118.95,118.95,118.95,118.83
2007-04,,,,,,,,,,119.22,119.51,119.21,119.16,118.51,118.51,118.51,118.51,119.91,119.91,119.91,119.91,119.91,119.91,119.91,119.81
2007-07,,,,,,,,,,,119.75,119.51,119.52,119.01,119.01,119.01,119.01,120.87,120.87,120.87,120.87,120.50,120.50,120.50,120.46
2007-10,,,,,,,,,,,,119.00,119.26,119.44,119.44,119.44,119.44,120.61,120.61,120.61,120.61,121.04,121.04,121.04,121.29
2008-01,,,,,,,,,,,,,120.57,120.17,120.27,120.42,120.50,122.22,122.22,122.22,122.22,122.06,122.06,122.06,121.87
2008-04,,,,,,,,,,,,,,120.54,120.59,121.10,121.25,123.31,123.31,123.31,123.31,123.06,123.06,123.06,122.97
2008-07,,,,,,,,,,,,,,,121.00,121.12,121.14,123.65,123.65,123.65,123.65,122.91,122.91,122.91,122.86
2008-10,,,,,,,,,,,,,,,,124.10,123.71,125.14,125.14,125.14,125.14,124.71,124.71,124.71,125.02
2009-01,,,,,,,,,,,,,,,,,124.76,127.36,127.47,127.29,127.67,127.71,127.71,127.71,127.45
2009-04,,,,,,,,,,,,,,,,,,128.56,128.75,128.79,129.17,129.29,129.29,129.29,129.21
2009-07,,,,,,,,,,,,,,,,,,,129.97,130.18,130.58,130.04,130.04,130.04,129.97
2009-10,,,,,,,,,,,,,,,,,,,,129.55,129.96,129.25,129.25,129.25,129.64
2010-01,,,,,,,,,,,,,,,,,,,,,131.66,131.93,132.28,132.16,132.15
2010-04,,,,,,,,,,,,,,,,,,,,,,132.15,131.78,131.63,131.70
2010-07,,,,,,,,,,,,,,,,,,,,,,,132.69,132.66,132.19
2010-10,,,,,,,,,,,,,,,,,,,,,,,,131.89,131.56
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,133.45
