"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1993-01,9.368,9.368,9.368,9.368,9.368,9.368,9.368,9.368,9.368,9.368,9.368,9.370,9.370,9.370,9.370,8.910,8.913,8.910,8.910,8.910,8.910,8.913,8.913,8.913,8.913,8.913,8.913,8.900,8.900
1993-04,9.196,9.196,9.196,9.197,9.197,9.197,9.197,9.197,9.197,9.197,9.197,9.196,9.196,9.196,9.196,8.750,8.749,8.750,8.750,8.750,8.750,8.749,8.749,8.749,8.749,8.749,8.749,8.736,8.736
1993-07,9.027,9.027,9.027,9.027,9.027,9.027,9.027,9.027,9.027,9.027,9.027,9.026,9.026,9.026,9.026,8.590,8.590,8.590,8.590,8.590,8.590,8.590,8.590,8.589,8.589,8.589,8.589,8.579,8.579
1993-10,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.883,8.450,8.451,8.450,8.450,8.450,8.450,8.451,8.451,8.451,8.451,8.451,8.451,8.440,8.440
1994-01,8.790,8.790,8.790,8.790,8.790,8.790,8.790,8.790,8.790,8.790,8.790,8.792,8.792,8.792,8.791,8.360,8.362,8.360,8.360,8.360,8.360,8.362,8.362,8.362,8.362,8.362,8.362,8.352,8.352
1994-04,8.676,8.676,8.676,8.676,8.676,8.676,8.676,8.676,8.676,8.676,8.676,8.675,8.675,8.675,8.675,8.250,8.252,8.250,8.250,8.250,8.250,8.252,8.252,8.252,8.252,8.252,8.252,8.244,8.244
1994-07,8.599,8.599,8.599,8.598,8.598,8.598,8.598,8.598,8.598,8.598,8.598,8.598,8.598,8.598,8.598,8.180,8.182,8.180,8.180,8.180,8.180,8.182,8.182,8.182,8.182,8.182,8.182,8.176,8.176
1994-10,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.545,8.130,8.132,8.130,8.130,8.130,8.130,8.132,8.132,8.132,8.132,8.132,8.132,8.128,8.128
1995-01,8.514,8.514,8.514,8.514,8.514,8.514,8.514,8.514,8.514,8.514,8.514,8.515,8.515,8.515,8.515,8.110,8.108,8.110,8.110,8.110,8.110,8.108,8.108,8.108,8.108,8.108,8.108,8.104,8.104
1995-04,8.466,8.466,8.466,8.466,8.466,8.466,8.466,8.466,8.466,8.466,8.466,8.465,8.465,8.465,8.465,8.070,8.065,8.070,8.070,8.070,8.070,8.065,8.065,8.065,8.065,8.065,8.065,8.060,8.060
1995-07,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.423,8.422,8.422,8.422,8.422,8.020,8.022,8.020,8.020,8.020,8.020,8.022,8.022,8.022,8.022,8.022,8.022,8.024,8.024
1995-10,8.368,8.368,8.368,8.368,8.368,8.368,8.368,8.368,8.368,8.368,8.368,8.369,8.369,8.369,8.369,7.980,7.980,7.980,7.980,7.980,7.980,7.980,7.980,7.980,7.980,7.980,7.980,7.977,7.977
1996-01,8.303,8.303,8.303,8.303,8.303,8.303,8.303,8.303,8.303,8.303,8.303,8.304,8.304,8.304,8.304,7.910,7.913,7.910,7.910,7.910,7.910,7.913,7.913,7.913,7.913,7.913,7.913,7.921,7.921
1996-04,8.247,8.247,8.247,8.247,8.247,8.247,8.247,8.247,8.247,8.247,8.247,8.246,8.246,8.246,8.246,7.860,7.857,7.860,7.860,7.860,7.860,7.857,7.857,7.857,7.857,7.857,7.857,7.874,7.874
1996-07,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,8.181,7.790,7.790,7.790,7.790,7.790,7.790,7.790,7.790,7.790,7.790,7.790,7.790,7.804,7.804
1996-10,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,8.132,7.740,7.736,7.740,7.740,7.740,7.740,7.736,7.736,7.736,7.736,7.736,7.736,7.759,7.759
1997-01,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,7.700,7.704,7.700,7.700,7.700,7.700,7.704,7.704,7.704,7.704,7.704,7.704,7.721,7.721
1997-04,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,7.680,7.683,7.680,7.680,7.680,7.680,7.683,7.683,7.683,7.683,7.683,7.683,7.706,7.706
1997-07,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.094,8.093,8.093,8.093,8.093,7.690,7.686,7.690,7.690,7.690,7.690,7.686,7.686,7.686,7.686,7.686,7.686,7.713,7.713
1997-10,8.078,8.078,8.078,8.078,8.078,8.078,8.078,8.078,8.078,8.078,8.078,8.079,8.079,8.079,8.079,7.670,7.673,7.670,7.670,7.670,7.670,7.673,7.673,7.673,7.673,7.673,7.673,7.708,7.708
1998-01,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,8.089,7.680,7.684,7.680,7.680,7.680,7.680,7.684,7.684,7.684,7.684,7.684,7.684,7.722,7.722
1998-04,8.145,8.145,8.145,8.145,8.145,8.145,8.145,8.145,8.145,8.145,8.145,8.144,8.144,8.144,8.144,7.740,7.742,7.740,7.740,7.740,7.740,7.742,7.742,7.742,7.742,7.742,7.742,7.777,7.777
1998-07,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,8.123,7.730,7.729,7.730,7.730,7.730,7.730,7.729,7.729,7.729,7.729,7.729,7.729,7.771,7.771
1998-10,8.129,8.129,8.129,8.129,8.129,8.129,8.129,8.129,8.129,8.129,8.129,8.130,8.130,8.130,8.130,7.740,7.737,7.740,7.740,7.740,7.740,7.737,7.737,7.737,7.737,7.737,7.737,7.782,7.782
1999-01,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,8.067,7.710,7.713,7.710,7.710,7.710,7.710,7.713,7.713,7.713,7.713,7.713,7.713,7.751,7.751
1999-04,8.017,8.017,8.017,8.017,8.017,8.017,8.017,8.017,8.017,8.017,8.017,8.016,8.016,8.016,8.016,7.670,7.665,7.670,7.670,7.670,7.670,7.665,7.665,7.665,7.665,7.665,7.665,7.711,7.711
1999-07,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,8.031,7.680,7.677,7.680,7.680,7.680,7.680,7.677,7.677,7.677,7.677,7.677,7.677,7.730,7.730
1999-10,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.038,8.038,8.038,8.038,7.680,7.681,7.680,7.680,7.680,7.680,7.681,7.681,7.681,7.681,7.681,7.681,7.746,7.746
2000-01,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,8.066,7.700,7.701,7.700,7.700,7.700,7.700,7.702,7.702,7.702,7.702,7.702,7.702,7.785,7.785
2000-04,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,8.099,7.730,7.731,7.730,7.730,7.730,7.730,7.731,7.731,7.731,7.731,7.731,7.731,7.819,7.819
2000-07,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,8.117,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.750,7.848,7.848
2000-10,8.149,8.149,8.149,8.149,8.149,8.149,8.149,8.149,8.149,8.149,8.149,8.150,8.150,8.150,8.150,7.780,7.778,7.780,7.780,7.780,7.780,7.778,7.778,7.778,7.778,7.778,7.778,7.864,7.864
2001-01,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,8.173,7.800,7.801,7.800,7.800,7.800,7.800,7.801,7.801,7.801,7.801,7.801,7.801,7.875,7.875
2001-04,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,8.168,7.800,7.797,7.800,7.800,7.800,7.800,7.797,7.797,7.797,7.797,7.797,7.797,7.871,7.871
2001-07,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.124,8.124,8.124,8.124,7.760,7.763,7.760,7.760,7.760,7.760,7.763,7.763,7.763,7.763,7.763,7.763,7.836,7.836
2001-10,8.090,8.090,8.090,8.091,8.091,8.091,8.091,8.090,8.090,8.090,8.090,8.091,8.091,8.091,8.091,7.730,7.730,7.730,7.730,7.730,7.730,7.730,7.730,7.730,7.730,7.730,7.730,7.804,7.804
2002-01,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,7.690,7.691,7.690,7.690,7.690,7.690,7.691,7.691,7.691,7.691,7.691,7.691,7.766,7.766
2002-04,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.997,7.997,7.997,7.997,7.996,7.996,7.996,7.996,7.640,7.641,7.640,7.640,7.640,7.640,7.641,7.641,7.641,7.641,7.641,7.641,7.728,7.728
2002-07,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.927,7.580,7.578,7.580,7.580,7.580,7.580,7.578,7.578,7.578,7.578,7.578,7.578,7.653,7.653
2002-10,7.860,7.860,7.860,7.860,7.860,7.860,7.860,7.859,7.859,7.859,7.859,7.860,7.860,7.860,7.860,7.510,7.510,7.510,7.510,7.510,7.510,7.510,7.510,7.510,7.510,7.510,7.510,7.590,7.590
2003-01,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.809,7.460,7.460,7.460,7.460,7.460,7.460,7.460,7.460,7.460,7.460,7.460,7.460,7.555,7.555
2003-04,7.766,7.766,7.766,7.765,7.765,7.765,7.765,7.766,7.766,7.766,7.766,7.765,7.765,7.765,7.765,7.430,7.427,7.430,7.430,7.430,7.430,7.427,7.427,7.427,7.427,7.427,7.427,7.492,7.492
2003-07,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.728,7.380,7.384,7.380,7.380,7.380,7.380,7.384,7.384,7.384,7.384,7.384,7.384,7.449,7.449
2003-10,7.695,7.695,7.695,7.695,7.695,7.695,7.695,7.694,7.694,7.694,7.694,7.695,7.695,7.695,7.695,7.350,7.353,7.350,7.350,7.350,7.350,7.354,7.354,7.353,7.353,7.353,7.353,7.425,7.425
2004-01,7.659,7.659,7.659,7.659,7.659,7.659,7.659,7.659,7.659,7.659,7.659,7.660,7.660,7.660,7.659,7.320,7.324,7.320,7.320,7.320,7.320,7.324,7.324,7.324,7.324,7.324,7.324,7.387,7.387
2004-04,7.649,7.649,7.649,7.649,7.649,7.649,7.649,7.649,7.649,7.649,7.649,7.648,7.648,7.648,7.648,7.310,7.311,7.310,7.310,7.310,7.310,7.311,7.311,7.312,7.312,7.312,7.312,7.380,7.380
2004-07,7.626,7.626,7.626,7.626,7.626,7.626,7.626,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.627,7.290,7.294,7.290,7.290,7.290,7.290,7.293,7.293,7.293,7.293,7.293,7.293,7.359,7.359
2004-10,7.599,7.599,7.599,7.600,7.600,7.600,7.600,7.599,7.599,7.599,7.599,7.599,7.599,7.599,7.599,7.260,7.263,7.260,7.260,7.260,7.260,7.264,7.264,7.263,7.263,7.263,7.263,7.333,7.333
2005-01,7.554,7.554,7.554,7.554,7.554,7.554,7.554,7.556,7.556,7.556,7.556,7.556,7.556,7.556,7.556,7.210,7.213,7.210,7.210,7.210,7.210,7.212,7.212,7.213,7.213,7.213,7.213,7.277,7.277
2005-04,7.519,7.519,7.519,7.524,7.524,7.524,7.524,7.526,7.526,7.526,7.526,7.525,7.525,7.525,7.525,7.180,7.175,7.180,7.180,7.180,7.180,7.175,7.175,7.175,7.175,7.175,7.175,7.248,7.248
2005-07,7.486,7.486,7.486,7.495,7.495,7.495,7.495,7.498,7.498,7.498,7.498,7.498,7.498,7.498,7.498,7.150,7.148,7.150,7.150,7.150,7.150,7.147,7.147,7.147,7.147,7.147,7.147,7.232,7.232
2005-10,7.468,7.468,7.468,7.479,7.479,7.479,7.479,7.483,7.483,7.483,7.483,7.483,7.483,7.483,7.484,7.140,7.135,7.140,7.140,7.140,7.140,7.136,7.136,7.135,7.135,7.135,7.135,7.221,7.221
2006-01,7.420,7.420,7.420,7.432,7.432,7.432,7.432,7.436,7.436,7.436,7.436,7.436,7.436,7.436,7.436,7.090,7.093,7.090,7.090,7.090,7.090,7.093,7.093,7.093,7.093,7.093,7.093,7.143,7.143
2006-04,7.430,7.430,7.430,7.445,7.445,7.445,7.445,7.447,7.447,7.447,7.447,7.445,7.445,7.445,7.445,7.100,7.104,7.100,7.100,7.100,7.100,7.104,7.104,7.104,7.104,7.104,7.104,7.160,7.160
2006-07,7.443,7.443,7.443,7.456,7.456,7.456,7.456,7.461,7.461,7.461,7.461,7.461,7.461,7.461,7.460,7.120,7.119,7.120,7.120,7.120,7.120,7.118,7.118,7.118,7.118,7.118,7.118,7.184,7.184
2006-10,7.455,7.455,7.455,7.469,7.469,7.469,7.469,7.472,7.472,7.472,7.472,7.472,7.472,7.472,7.474,7.130,7.131,7.130,7.130,7.130,7.130,7.133,7.133,7.132,7.132,7.132,7.132,7.182,7.182
2007-01,7.493,7.493,7.493,7.497,7.497,7.497,7.497,7.499,7.499,7.499,7.499,7.499,7.499,7.499,7.499,7.160,7.158,7.160,7.160,7.160,7.160,7.158,7.158,7.158,7.158,7.158,7.158,7.213,7.213
2007-04,7.522,7.519,7.519,7.525,7.525,7.525,7.525,7.526,7.526,7.526,7.526,7.524,7.524,7.524,7.523,7.190,7.187,7.190,7.190,7.190,7.190,7.186,7.186,7.187,7.187,7.187,7.187,7.245,7.245
2007-07,7.553,7.554,7.556,7.558,7.558,7.558,7.558,7.560,7.560,7.560,7.560,7.562,7.562,7.562,7.560,7.230,7.232,7.230,7.230,7.230,7.230,7.230,7.230,7.231,7.231,7.231,7.231,7.299,7.299
2007-10,,7.579,7.593,7.588,7.588,7.588,7.588,7.589,7.589,7.589,7.589,7.590,7.590,7.590,7.592,7.260,7.261,7.260,7.260,7.260,7.260,7.264,7.264,7.262,7.262,7.262,7.262,7.323,7.323
2008-01,,,7.647,7.636,7.635,7.645,7.645,7.649,7.649,7.649,7.649,7.645,7.645,7.645,7.645,7.330,7.334,7.330,7.330,7.330,7.330,7.332,7.332,7.333,7.333,7.333,7.333,7.424,7.424
2008-04,,,,7.658,7.661,7.667,7.667,7.675,7.675,7.675,7.675,7.674,7.674,7.674,7.674,7.360,7.361,7.360,7.360,7.360,7.360,7.361,7.361,7.362,7.362,7.362,7.362,7.456,7.456
2008-07,,,,,7.671,7.672,7.672,7.680,7.680,7.680,7.680,7.681,7.681,7.681,7.679,7.390,7.388,7.390,7.390,7.390,7.390,7.387,7.387,7.388,7.388,7.388,7.388,7.470,7.470
2008-10,,,,,,7.662,7.662,7.664,7.664,7.664,7.664,7.663,7.663,7.663,7.666,7.350,7.346,7.350,7.350,7.360,7.360,7.358,7.358,7.356,7.356,7.356,7.356,7.473,7.473
2009-01,,,,,,,7.598,7.606,7.601,7.601,7.601,7.591,7.591,7.591,7.591,7.280,7.275,7.280,7.280,7.300,7.300,7.298,7.298,7.302,7.302,7.302,7.302,7.407,7.407
2009-04,,,,,,,,7.538,7.504,7.503,7.503,7.480,7.480,7.480,7.479,7.160,7.162,7.160,7.160,7.200,7.200,7.195,7.195,7.198,7.198,7.198,7.198,7.313,7.313
2009-07,,,,,,,,,7.410,7.402,7.405,7.384,7.384,7.384,7.382,7.050,7.049,7.050,7.050,7.090,7.090,7.089,7.089,7.094,7.094,7.094,7.094,7.211,7.211
2009-10,,,,,,,,,,7.329,7.337,7.312,7.312,7.312,7.315,7.000,7.003,7.000,7.000,7.060,7.060,7.056,7.056,7.056,7.056,7.056,7.056,7.171,7.171
2010-01,,,,,,,,,,,7.279,7.268,7.271,7.283,7.281,6.970,6.968,6.970,6.970,7.010,7.010,7.012,7.012,7.011,7.011,7.011,7.011,7.116,7.116
2010-04,,,,,,,,,,,,7.255,7.270,7.296,7.298,6.980,6.981,6.980,6.980,7.030,7.030,7.029,7.029,7.021,7.021,7.021,7.021,7.123,7.123
2010-07,,,,,,,,,,,,,7.288,7.312,7.324,6.990,6.994,6.990,6.990,7.040,7.040,7.042,7.042,7.028,7.028,7.028,7.028,7.134,7.134
2010-10,,,,,,,,,,,,,,7.324,7.351,7.020,7.022,7.020,7.020,7.080,7.080,7.079,7.079,7.062,7.062,7.062,7.062,7.162,7.162
2011-01,,,,,,,,,,,,,,,7.407,7.060,7.064,7.070,7.070,7.120,7.120,7.117,7.117,7.097,7.097,7.097,7.097,7.204,7.204
2011-04,,,,,,,,,,,,,,,,7.090,7.112,7.110,7.110,7.160,7.160,7.163,7.163,7.148,7.148,7.148,7.148,7.261,7.261
2011-07,,,,,,,,,,,,,,,,,7.136,7.150,7.150,7.200,7.200,7.198,7.198,7.187,7.187,7.187,7.187,7.297,7.297
2011-10,,,,,,,,,,,,,,,,,,7.180,7.170,7.220,7.220,7.221,7.221,7.219,7.219,7.219,7.219,7.338,7.338
2012-01,,,,,,,,,,,,,,,,,,,7.210,7.250,7.250,7.252,7.250,7.250,7.250,7.250,7.250,7.393,7.393
2012-04,,,,,,,,,,,,,,,,,,,,7.270,7.270,7.270,7.270,7.266,7.266,7.266,7.266,7.413,7.413
2012-07,,,,,,,,,,,,,,,,,,,,,7.270,7.292,7.290,7.283,7.283,7.283,7.283,7.438,7.438
2012-10,,,,,,,,,,,,,,,,,,,,,,7.291,7.296,7.289,7.289,7.289,7.289,7.449,7.449
2013-01,,,,,,,,,,,,,,,,,,,,,,,7.301,7.297,7.307,7.304,7.304,7.445,7.445
2013-04,,,,,,,,,,,,,,,,,,,,,,,,7.296,7.296,7.298,7.296,7.435,7.435
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,7.294,7.295,7.286,7.437,7.437
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,7.296,7.308,7.443,7.443
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333,7.447,7.443
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.461,7.472
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.477
