"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,10.945,10.945,10.945,10.945,10.945,10.945,10.945,10.945,10.945,10.945,10.945,10.947,10.947,10.947,10.947,10.420,10.424,10.420,10.420,10.420,10.420,10.424,10.424,10.424,10.424,10.424,10.424,10.399,10.399
1991-04,10.719,10.719,10.719,10.719,10.719,10.719,10.719,10.719,10.719,10.719,10.719,10.718,10.718,10.718,10.718,10.210,10.206,10.210,10.210,10.210,10.210,10.206,10.206,10.206,10.206,10.206,10.206,10.186,10.186
1991-07,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,10.437,9.940,9.939,9.940,9.940,9.940,9.940,9.939,9.939,9.939,9.939,9.939,9.939,9.916,9.916
1991-10,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,9.770,9.774,9.770,9.770,9.770,9.770,9.774,9.774,9.775,9.775,9.775,9.775,9.753,9.753
1992-01,10.059,10.059,10.059,10.059,10.059,10.059,10.059,10.059,10.059,10.059,10.059,10.062,10.062,10.062,10.061,9.580,9.575,9.580,9.580,9.580,9.580,9.575,9.575,9.575,9.575,9.575,9.575,9.560,9.560
1992-04,9.881,9.881,9.881,9.881,9.881,9.881,9.881,9.881,9.881,9.881,9.881,9.880,9.880,9.880,9.880,9.400,9.404,9.400,9.400,9.400,9.400,9.404,9.404,9.404,9.404,9.404,9.404,9.389,9.389
1992-07,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.715,9.715,9.715,9.715,9.250,9.248,9.250,9.250,9.250,9.250,9.248,9.248,9.248,9.248,9.248,9.248,9.237,9.237
1992-10,9.550,9.550,9.550,9.550,9.550,9.550,9.550,9.550,9.550,9.550,9.550,9.549,9.549,9.549,9.550,9.090,9.089,9.090,9.090,9.090,9.090,9.089,9.089,9.089,9.089,9.089,9.089,9.080,9.080
