"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,370.5380,370.5380,370.5380,370.5380,370.5380,370.5380,370.5380,370.5380,370.5380,370.5380,370.5380,370.5380,347.9551,347.9551
1991-04,337.2957,337.2957,337.2957,337.2957,337.2957,337.2957,337.2957,337.2957,337.2957,337.2957,337.2957,337.2957,315.6111,315.6111
1991-07,356.7345,356.7345,356.7345,356.7345,356.7345,356.7345,356.7345,356.7345,356.7345,356.7345,356.7345,356.7345,336.3760,336.3760
1991-10,356.0403,356.0403,356.0403,356.0403,356.0403,356.0403,356.0403,356.0403,356.0403,356.0403,356.0403,356.0403,336.1431,336.1431
1992-01,370.3748,370.3748,370.3748,370.3748,370.3748,370.3748,370.3748,370.3748,370.3748,370.3748,370.3748,370.3748,349.2507,349.2507
1992-04,336.4159,336.4159,336.4159,336.4159,336.4159,336.4159,336.4159,336.4159,336.4159,336.4159,336.4159,336.4159,318.1104,318.1104
1992-07,356.7154,356.7154,356.7154,356.7154,356.7154,356.7154,356.7154,356.7154,356.7154,356.7154,356.7154,356.7154,338.6331,338.6331
1992-10,354.1822,354.1822,354.1822,354.1822,354.1822,354.1822,354.1822,354.1822,354.1822,354.1822,354.1822,354.1822,335.0988,335.0988
1993-01,360.1421,360.1421,360.1421,360.1421,360.1421,360.1421,360.1421,360.1421,360.1421,360.1421,360.1421,360.1421,341.0340,341.0340
1993-04,328.3192,328.3192,328.3192,328.3192,328.3192,328.3192,328.3192,328.3192,328.3192,328.3192,328.3192,328.3192,312.6140,312.6140
1993-07,350.7739,350.7739,350.7739,350.7739,350.7739,350.7739,350.7739,350.7739,350.7739,350.7739,350.7739,350.7739,333.7224,333.7224
1993-10,348.3973,348.3973,348.3973,348.3973,348.3973,348.3973,348.3973,348.3973,348.3973,348.3973,348.3973,348.3973,332.0799,332.0799
1994-01,359.1115,359.1115,359.1115,359.1115,359.1115,359.1115,359.1115,359.1115,359.1115,359.1115,359.1115,359.1115,339.2335,339.2335
1994-04,325.3314,325.3314,325.3314,325.3314,325.3314,325.3314,325.3314,325.3314,325.3314,325.3314,325.3314,325.3314,308.0822,308.0822
1994-07,347.5306,347.5306,347.5306,347.5306,347.5306,347.5306,347.5306,347.5306,347.5306,347.5306,347.5306,347.5306,331.7091,331.7091
1994-10,345.3219,345.3219,345.3219,345.3219,345.3219,345.3219,345.3219,345.3219,345.3219,345.3219,345.3219,345.3219,329.2418,329.2418
1995-01,350.5176,350.5176,350.5176,350.5176,350.5176,350.5176,350.5176,350.5176,350.5176,350.5176,350.5176,350.5176,332.9531,332.9531
1995-04,317.1948,317.1948,317.1948,317.1948,317.1948,317.1948,317.1948,317.1948,317.1948,317.1948,317.1948,317.1948,301.6805,301.6805
1995-07,338.3412,338.3412,338.3412,338.3412,338.3412,338.3412,338.3412,338.3412,338.3412,338.3412,338.3412,338.3412,324.5428,324.5428
1995-10,339.2100,339.2100,339.2100,339.2100,339.2100,339.2100,339.2100,339.2100,339.2100,339.2100,339.2100,339.2100,326.1186,326.1186
1996-01,342.8668,342.8668,342.8668,342.8668,342.8668,342.8668,342.8668,342.8668,342.8668,342.8668,342.8668,342.8668,327.1389,327.1389
1996-04,310.9163,310.9163,310.9163,310.9163,310.9163,310.9163,310.9163,310.9163,310.9163,310.9163,310.9163,310.9163,296.0175,296.0175
1996-07,333.2831,333.2831,333.2831,333.2831,333.2831,333.2831,333.2831,333.2831,333.2831,333.2831,333.2831,333.2831,318.0498,318.0498
1996-10,333.1545,333.1545,333.1545,333.1545,333.1545,333.1545,333.1545,333.1545,333.1545,333.1545,333.1545,333.1545,316.5524,316.5524
1997-01,333.4746,333.4746,333.4746,333.4746,333.4746,333.4746,333.4746,333.4746,333.4746,333.4746,333.4746,333.4746,312.5632,312.5632
