"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,97.10,96.78,96.78,96.78,96.78,97.09,97.09,97.09,97.09,97.97,97.97,97.97,97.78,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,97.84,118.82,118.82,118.82,118.82,118.83,118.83,118.83,118.83,118.83,118.83,118.83,118.83,146.58,146.58,146.52
1991-04,97.21,97.04,97.04,97.04,97.04,97.03,97.03,97.03,97.03,97.26,97.26,97.26,97.19,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,97.26,120.09,120.09,120.09,120.09,120.05,120.05,120.05,120.05,120.05,120.05,120.05,120.05,146.67,146.67,146.69
1991-07,97.00,97.29,97.29,97.29,97.29,97.31,97.31,97.31,97.31,96.81,96.81,96.81,97.11,97.04,97.04,97.04,97.04,97.04,97.04,97.04,97.04,97.04,97.04,97.04,97.04,120.39,120.39,120.39,120.39,120.40,120.40,120.40,120.40,120.39,120.39,120.40,120.40,145.79,145.79,145.81
1991-10,97.14,97.35,97.35,97.35,97.35,97.03,97.03,97.03,97.03,96.42,96.42,96.42,96.37,96.31,96.31,96.31,96.31,96.31,96.31,96.31,96.31,96.31,96.31,96.31,96.31,116.67,116.67,116.67,116.67,116.69,116.69,116.69,116.69,116.69,116.69,116.69,116.69,145.96,145.96,145.98
1992-01,93.35,93.10,93.10,93.10,93.10,93.37,93.37,93.37,93.37,94.29,94.29,94.29,94.02,94.10,94.10,94.10,94.10,94.10,94.10,94.10,94.10,94.10,94.10,94.10,94.10,116.90,116.90,116.90,116.90,116.92,116.93,116.93,116.93,116.92,116.92,116.93,116.93,142.59,142.59,142.49
1992-04,94.55,94.41,94.41,94.41,94.41,94.40,94.40,94.40,94.40,94.62,94.62,94.62,94.57,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,94.67,119.60,119.60,119.60,119.60,119.54,119.53,119.53,119.53,119.54,119.54,119.53,119.53,142.45,142.45,142.49
1992-07,94.24,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,93.94,93.94,93.94,94.27,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,119.95,119.95,119.95,119.95,119.97,119.97,119.97,119.97,119.97,119.97,119.97,119.97,142.57,142.57,142.62
1992-10,93.94,94.13,94.13,94.13,94.13,93.85,93.85,93.85,93.85,93.24,93.24,93.24,93.21,93.12,93.12,93.12,93.12,93.12,93.12,93.12,93.12,93.12,93.12,93.12,93.12,114.45,114.45,114.45,114.45,114.47,114.48,114.48,114.48,114.47,114.47,114.48,114.48,141.64,141.64,141.65
