"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,571.2650,571.2650,571.2700,571.2700,571.2800,571.2900,571.2786,571.2786,571.2773,571.2773,571.2773,571.2773,536.5337,536.5337
1991-04,581.1488,581.1488,581.1500,581.1500,581.1700,581.1600,581.1812,581.1812,581.0556,581.0556,581.0556,581.0556,545.8040,545.8040
1991-07,581.4213,581.4213,581.4200,581.4200,581.4500,581.4300,581.4515,581.4515,581.5104,581.5104,581.5104,581.5104,547.0461,547.0461
1991-10,586.8996,586.8996,586.9000,586.9000,586.9200,586.9400,586.9090,586.9090,586.8870,586.8870,586.8870,586.8870,554.0449,554.0449
1992-01,584.7948,584.7948,584.7900,584.7900,584.8100,584.8200,584.8096,584.8096,584.8118,584.8118,584.8118,584.8118,556.8010,556.8010
1992-04,579.3122,579.3122,579.3100,579.3100,579.3400,579.3300,579.3453,579.3453,579.2119,579.2119,579.2119,579.2119,555.9280,555.9280
1992-07,575.3506,575.3506,575.3500,575.3500,575.3800,575.3600,575.3802,575.3802,575.4424,575.4424,575.4424,575.4424,551.8915,551.8915
1992-10,571.0657,571.0657,571.0700,571.0700,571.0900,571.1100,571.0750,571.0750,571.0604,571.0604,571.0604,571.0604,549.8849,549.8849
1993-01,582.6101,582.6101,582.6100,582.6100,582.6300,582.6400,582.6266,582.6266,582.6292,582.6292,582.6292,582.6292,553.4893,553.4893
1993-04,579.8759,579.8759,579.8800,579.8800,579.9000,579.8900,579.9088,579.9088,579.7731,579.7731,579.7731,579.7731,554.0549,554.0549
1993-07,578.7949,578.7949,578.7900,578.7900,578.8200,578.8100,578.8236,578.8236,578.8845,578.8845,578.8845,578.8845,554.9570,554.9570
1993-10,574.7132,574.7132,574.7100,574.7100,574.7300,574.7500,574.7219,574.7219,574.7097,574.7097,574.7097,574.7097,554.7362,554.7362
1994-01,586.7434,586.7434,586.7400,586.7400,586.7600,586.7700,586.7606,586.7606,586.7561,586.7561,586.7561,586.7561,562.4982,562.4982
1994-04,584.5128,584.5128,584.5100,584.5100,584.5400,584.5300,584.5458,584.5458,584.4265,584.4265,584.4265,584.4265,562.0923,562.0923
1994-07,588.5739,588.5739,588.5700,588.5700,588.6000,588.5900,588.6021,588.6021,588.6493,588.6493,588.6493,588.6493,567.8241,567.8241
1994-10,586.5626,586.5626,586.5600,586.5600,586.5700,586.5900,586.5716,586.5716,586.5600,586.5600,586.5600,586.5600,567.3537,567.3537
1995-01,581.7702,581.7702,581.7700,581.7700,581.7900,581.7900,581.7817,581.7817,581.7696,581.7696,581.7696,581.7696,566.2009,566.2009
1995-04,581.3124,581.3124,581.3100,581.3100,581.3500,581.3400,581.3552,581.3552,581.2568,581.2568,581.2568,581.2568,565.9390,565.9390
1995-07,581.6472,581.6472,581.6500,581.6500,581.6700,581.6600,581.6679,581.6679,581.6990,581.6990,581.6990,581.6990,567.3325,567.3325
1995-10,585.1297,585.1297,585.1300,585.1300,585.1400,585.1500,585.1409,585.1409,585.1318,585.1318,585.1318,585.1318,571.3133,571.3133
1996-01,589.5890,589.5890,589.5900,589.5900,589.6000,589.6100,589.5952,589.5952,589.5699,589.5699,589.5699,589.5699,574.1461,574.1461
1996-04,592.4268,592.4268,592.4300,592.4300,592.4800,592.4600,592.4810,592.4810,592.4242,592.4242,592.4242,592.4242,578.4141,578.4141
1996-07,594.3655,594.3655,594.3700,594.3700,594.3800,594.3800,594.3799,594.3799,594.3849,594.3849,594.3849,594.3849,580.4322,580.4322
1996-10,594.0590,594.0590,594.0600,594.0600,594.0700,594.0800,594.0720,594.0720,594.0585,594.0585,594.0585,594.0585,579.8304,579.8304
