"",2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1992-07,287.63,287.53,287.53,287.53,287.54,287.57,287.57,287.63,287.63,287.74,287.74,287.74,287.76,287.93,287.93,287.93,287.84,290.50,290.50,290.50,290.43,290.50,290.50,290.49,290.48,290.41,290.41,290.44,290.44,301.033,301.051,301.051
1992-10,289.59,289.49,289.49,289.49,289.49,289.58,289.58,289.47,289.47,289.84,289.84,289.84,289.83,290.01,290.00,290.00,289.95,293.31,293.31,293.31,293.27,293.54,293.54,293.55,293.55,293.51,293.51,293.17,293.17,303.113,303.085,303.090
1993-01,289.97,289.87,289.87,289.87,289.86,290.03,290.03,290.04,290.04,290.09,290.09,290.09,290.08,289.93,289.94,289.94,289.82,293.85,293.85,293.85,293.91,293.80,293.80,293.80,293.81,293.77,293.77,294.36,294.36,306.250,306.249,306.246
1993-04,291.51,291.52,291.52,291.52,291.53,291.53,291.53,291.55,291.55,291.14,291.14,291.14,291.12,291.08,291.08,291.08,291.26,296.58,296.58,296.58,296.64,296.55,296.54,296.54,296.55,296.58,296.58,296.34,296.34,307.272,307.284,307.284
1993-07,294.99,294.96,294.96,294.96,294.97,294.96,294.96,295.00,295.00,295.02,295.02,295.02,295.04,295.17,295.17,295.17,295.11,300.32,300.32,300.32,300.26,300.32,300.31,300.31,300.29,300.23,300.23,300.26,300.26,310.126,310.136,310.136
1993-10,298.15,298.05,298.05,298.05,298.04,297.92,297.92,297.83,297.83,298.32,298.32,298.32,298.33,298.46,298.47,298.47,298.45,302.07,302.07,302.07,302.01,302.31,302.32,302.32,302.33,302.29,302.29,301.91,301.91,312.448,312.428,312.431
1994-01,301.33,301.19,301.19,301.19,301.20,301.20,301.20,301.22,301.22,301.20,301.20,301.20,301.20,301.02,301.03,301.03,300.95,305.15,305.15,305.15,305.24,305.18,305.19,305.19,305.20,305.15,305.15,305.71,305.71,315.887,315.891,315.889
1994-04,305.98,305.94,305.94,305.94,305.94,305.86,305.86,305.91,305.91,305.50,305.50,305.50,305.50,305.47,305.48,305.48,305.62,309.60,309.60,309.60,309.61,309.56,309.57,309.57,309.57,309.59,309.59,309.41,309.41,318.711,318.722,318.723
1994-07,308.41,308.42,308.42,308.42,308.42,308.45,308.45,308.46,308.46,308.48,308.48,308.48,308.51,308.63,308.63,308.63,308.59,312.41,312.41,312.41,312.37,312.40,312.40,312.40,312.38,312.27,312.27,312.31,312.31,321.813,321.817,321.818
1994-10,315.05,314.93,314.93,314.93,314.93,314.56,314.56,314.48,314.48,314.92,314.92,314.92,314.93,315.08,315.07,315.07,315.08,319.91,319.91,319.91,319.85,320.14,320.14,320.15,320.15,320.16,320.16,319.74,319.74,329.519,329.498,329.499
1995-01,314.89,314.73,314.73,314.73,314.74,314.68,314.68,314.68,314.68,314.61,314.61,314.61,314.63,314.46,314.46,314.46,314.39,318.10,318.10,318.10,318.21,318.17,318.17,318.16,318.19,318.09,318.09,318.65,318.65,328.283,328.299,328.297
1995-04,320.49,320.51,320.51,320.51,320.51,320.33,320.33,320.39,320.39,320.10,320.10,320.10,320.09,320.08,320.09,320.09,320.21,324.87,324.87,324.87,324.84,324.73,324.73,324.73,324.73,324.76,324.76,324.57,324.57,334.377,334.380,334.378
1995-07,321.34,321.45,321.45,321.45,321.45,321.27,321.27,321.27,321.27,321.28,321.28,321.28,321.27,321.41,321.41,321.41,321.36,325.77,325.77,325.77,325.72,325.74,325.74,325.74,325.71,325.69,325.69,325.72,325.72,336.276,336.275,336.276
1995-10,323.18,323.31,323.31,323.31,323.30,323.19,323.19,323.12,323.12,323.48,323.48,323.48,323.46,323.62,323.62,323.62,323.61,328.27,328.27,328.27,328.24,328.54,328.54,328.54,328.54,328.46,328.46,328.05,328.05,338.493,338.475,338.477
1996-01,317.25,317.05,317.05,317.05,317.06,317.21,317.21,317.18,317.18,317.40,317.40,317.40,317.41,317.26,317.26,317.26,317.21,320.54,320.54,320.54,320.62,320.51,320.51,320.51,320.53,320.44,320.44,320.90,320.90,330.358,330.384,330.381
1996-04,323.88,323.86,323.86,323.86,323.86,323.64,323.64,323.72,323.72,323.58,323.58,323.58,323.58,323.57,323.57,323.57,323.63,327.78,327.78,327.78,327.72,327.61,327.61,327.63,327.63,327.66,327.66,327.55,327.55,337.382,337.380,337.377
1996-07,323.62,323.82,323.82,323.82,323.82,323.71,323.71,323.70,323.70,323.72,323.72,323.72,323.75,323.89,323.89,323.89,323.84,327.85,327.85,327.85,327.81,327.86,327.86,327.86,327.83,327.82,327.82,327.83,327.83,337.794,337.782,337.789
1996-10,327.45,327.58,327.58,327.58,327.57,327.65,327.65,327.61,327.61,327.77,327.77,327.77,327.77,327.89,327.89,327.89,327.93,331.91,331.91,331.91,331.93,332.12,332.12,332.11,332.12,332.10,332.10,331.74,331.74,343.014,343.002,343.000
1997-01,325.21,325.03,325.03,325.03,325.04,325.32,325.32,325.30,325.30,325.25,325.25,325.25,325.28,325.16,325.16,325.16,325.11,328.13,328.13,328.13,328.16,328.09,328.09,328.09,328.10,328.12,328.12,328.43,328.43,338.935,338.972,338.969
1997-04,329.26,329.23,329.23,329.23,329.24,329.28,329.28,329.34,329.34,329.35,329.35,329.35,329.35,329.35,329.36,329.36,329.39,333.32,333.32,333.32,333.26,333.17,333.17,333.18,333.18,333.13,333.13,333.08,333.08,344.076,344.068,344.066
1997-07,331.39,331.60,331.60,331.60,331.60,331.52,331.52,331.52,331.52,331.55,331.55,331.55,331.54,331.69,331.70,331.70,331.66,335.20,335.20,335.20,335.16,335.32,335.32,335.32,335.29,335.24,335.24,335.32,335.32,346.004,345.988,345.998
1997-10,336.61,336.57,336.57,336.57,336.55,336.48,336.48,336.44,336.44,336.48,336.48,336.48,336.47,336.62,336.61,336.61,336.65,340.47,340.47,340.47,340.55,340.72,340.72,340.71,340.73,340.71,340.71,340.36,340.36,351.840,351.830,351.825
1998-01,338.45,338.42,338.42,338.42,338.42,338.72,338.72,338.70,338.70,338.67,338.67,338.67,338.71,338.63,338.63,338.63,338.59,341.51,341.51,341.51,341.49,341.35,341.35,341.35,341.37,341.35,341.35,341.52,341.52,353.298,353.339,353.335
1998-04,336.43,336.49,336.49,336.49,336.49,336.23,336.23,336.28,336.28,336.35,336.35,336.35,336.33,336.33,336.34,336.34,336.32,340.35,340.35,340.35,340.29,340.19,340.19,340.20,340.19,340.22,340.22,340.25,340.25,352.251,352.236,352.237
1998-07,338.28,338.46,338.46,338.46,338.45,338.43,338.43,338.41,338.41,338.45,338.45,338.45,338.45,338.51,338.51,338.51,338.52,342.21,342.21,342.21,342.17,342.37,342.37,342.37,342.34,342.31,342.31,342.39,342.39,354.455,354.436,354.448
1998-10,339.38,339.07,339.07,339.07,339.07,338.97,338.97,338.94,338.94,338.91,338.91,338.91,338.90,339.02,339.01,339.01,339.06,343.19,343.19,343.19,343.31,343.50,343.50,343.50,343.50,343.49,343.49,343.21,343.21,356.006,356.000,355.993
1999-01,340.20,340.29,340.29,340.29,340.29,340.49,340.49,340.48,340.48,340.41,340.41,340.41,340.45,340.43,340.43,340.43,340.43,342.91,342.91,342.91,342.85,342.58,342.58,342.57,342.58,342.53,342.53,342.68,342.68,355.931,355.978,355.975
1999-04,340.30,340.36,340.36,340.36,340.37,340.45,340.45,340.48,340.48,340.71,340.71,340.71,340.71,340.67,340.69,340.69,340.69,343.67,343.67,343.67,343.63,343.56,343.56,343.58,343.57,343.55,343.55,343.55,343.55,356.566,356.545,356.547
1999-07,344.02,344.12,344.12,344.12,344.12,344.08,344.08,344.07,344.07,344.02,344.02,344.02,344.04,344.10,344.09,344.09,344.10,346.36,346.36,346.36,346.33,346.60,346.60,346.60,346.59,346.62,346.62,346.69,346.69,360.106,360.075,360.087
1999-10,347.61,347.10,347.10,347.10,347.09,346.81,346.81,346.80,346.80,346.79,346.79,346.79,346.75,346.86,346.85,346.85,346.88,349.59,349.59,349.59,349.72,349.86,349.86,349.86,349.86,349.87,349.87,349.65,349.65,363.543,363.549,363.540
2000-01,349.89,350.21,350.21,350.21,350.21,350.37,350.37,350.36,350.36,350.60,350.60,350.60,350.63,350.66,350.65,350.65,350.64,352.60,352.60,352.60,352.52,352.11,352.11,352.11,352.13,352.07,352.07,352.16,352.16,367.199,367.237,367.230
2000-04,352.29,352.38,352.38,352.38,352.38,352.15,352.15,352.14,352.14,352.37,352.37,352.37,352.39,352.30,352.33,352.33,352.30,354.86,354.86,354.86,354.85,354.83,354.83,354.83,354.81,354.80,354.80,354.77,354.77,369.373,369.361,369.368
2000-07,353.81,353.82,353.82,353.82,353.82,353.62,353.62,353.61,353.61,353.43,353.43,353.43,353.43,353.53,353.52,353.52,353.52,355.07,355.07,355.07,355.07,355.35,355.35,355.34,355.33,355.31,355.31,355.43,355.43,370.280,370.242,370.253
2000-10,353.85,353.57,353.57,353.57,353.56,353.46,353.46,353.47,353.47,353.46,353.46,353.46,353.41,353.54,353.53,353.53,353.58,355.68,355.68,355.68,355.78,355.98,355.98,355.97,355.99,356.02,356.02,355.86,355.86,370.768,370.779,370.768
2001-01,360.13,360.48,360.48,360.48,360.48,360.54,360.54,360.53,360.53,360.57,360.57,360.57,360.61,360.61,360.61,360.61,360.59,363.61,363.61,363.61,363.53,363.28,363.28,363.26,363.28,363.23,363.23,363.22,363.22,380.420,380.451,380.448
2001-04,360.61,360.73,360.73,360.73,360.73,360.40,360.40,360.38,360.38,360.71,360.71,360.71,360.74,360.59,360.62,360.62,360.63,364.01,364.01,364.01,364.00,363.98,363.98,363.98,363.97,363.93,363.93,363.82,363.82,380.276,380.273,380.276
2001-07,361.70,361.51,361.51,361.51,361.51,361.49,361.49,361.48,361.48,361.27,361.27,361.27,361.26,361.35,361.33,361.33,361.30,363.72,363.72,363.72,363.72,363.98,363.98,363.98,363.98,363.91,363.91,364.06,364.06,381.947,381.904,381.915
2001-10,366.37,366.26,366.26,366.26,366.25,366.45,366.45,366.49,366.49,366.32,366.32,366.32,366.26,366.46,366.45,366.45,366.48,369.88,369.88,369.88,369.96,370.15,370.15,370.16,370.15,370.17,370.17,370.12,370.12,386.020,386.035,386.024
2002-01,365.20,365.57,365.57,365.57,365.56,365.42,365.42,365.41,365.41,365.62,365.62,365.62,365.66,365.65,365.65,365.65,365.56,368.15,368.15,368.15,368.09,367.87,367.86,367.86,367.87,367.76,367.76,367.66,367.66,385.075,385.099,385.098
2002-04,364.42,364.72,364.72,364.72,364.71,364.43,364.43,364.39,364.39,364.73,364.73,364.73,364.81,364.67,364.70,364.70,364.69,367.87,367.87,367.87,367.89,367.84,367.84,367.84,367.82,367.78,367.78,367.70,367.70,384.499,384.499,384.505
2002-07,368.47,368.22,368.22,368.22,368.24,368.37,368.37,368.37,368.37,368.15,368.15,368.15,368.14,368.19,368.17,368.17,368.13,370.70,370.70,370.70,370.71,370.96,370.96,370.96,370.96,370.90,370.90,371.14,371.14,388.578,388.537,388.546
2002-10,369.31,369.00,369.00,369.00,369.02,369.36,369.36,369.42,369.42,369.14,369.14,369.14,369.03,369.24,369.24,369.24,369.35,372.83,372.83,372.83,372.87,373.01,373.01,373.01,373.01,373.14,373.14,373.09,373.09,389.029,389.046,389.031
2003-01,367.31,368.40,368.40,368.40,368.38,368.13,368.13,368.13,368.13,368.49,368.49,368.49,368.53,368.48,368.49,368.49,368.41,369.20,369.20,369.20,369.17,368.99,369.00,369.00,369.02,368.91,368.91,368.79,368.79,385.245,385.261,385.263
2003-04,366.92,368.00,368.00,368.00,367.98,367.40,367.40,367.31,367.31,367.73,367.73,367.73,367.81,367.66,367.69,367.69,367.66,368.99,368.99,368.99,368.99,369.01,369.02,369.02,368.99,368.95,368.95,368.86,368.86,384.439,384.445,384.449
2003-07,370.85,371.30,371.30,371.30,371.32,371.63,371.63,371.63,371.63,371.45,371.45,371.45,371.41,371.43,371.40,371.40,371.36,372.05,372.05,372.05,372.05,372.28,372.25,372.24,372.23,372.21,372.21,372.46,372.46,388.707,388.665,388.668
2003-10,373.72,374.03,374.03,374.03,374.06,374.41,374.41,374.49,374.49,374.03,374.03,374.03,373.93,374.22,374.21,374.21,374.38,375.76,375.76,375.76,375.79,375.86,375.87,375.88,375.88,376.05,376.05,376.00,376.00,390.895,390.913,390.903
2004-01,374.45,375.37,375.37,375.37,375.31,374.81,374.81,374.80,374.80,375.63,375.63,375.63,375.72,375.68,375.68,375.68,375.60,376.02,376.02,376.02,375.99,375.79,375.80,375.80,375.83,375.60,375.60,375.49,375.49,391.000,391.010,391.026
2004-04,378.47,379.31,379.31,379.31,379.26,379.29,379.29,379.19,379.19,379.65,379.65,379.65,379.76,379.60,379.62,379.62,379.57,380.43,380.43,380.43,380.43,380.42,380.44,380.44,380.40,380.33,380.33,380.27,380.27,396.338,396.336,396.339
2004-07,377.63,378.01,378.01,378.01,378.06,378.23,378.23,378.25,378.25,377.96,377.96,377.96,377.92,377.93,377.87,377.87,377.82,378.22,378.22,378.22,378.20,378.34,378.27,378.27,378.27,378.26,378.26,378.55,378.55,396.000,395.975,395.965
2004-10,378.74,379.08,379.08,379.08,379.13,379.63,379.63,379.73,379.73,379.11,379.11,379.11,378.96,379.33,379.35,379.35,379.55,379.83,379.83,379.83,379.88,379.89,379.92,379.92,379.94,380.14,380.14,380.04,380.04,397.442,397.457,397.448
2005-01,383.78,382.27,382.27,382.27,382.17,381.25,381.25,381.23,381.23,381.05,381.05,381.05,381.18,381.16,381.18,381.18,381.01,382.03,382.03,382.03,381.99,382.00,382.01,382.01,382.04,381.79,381.79,381.79,381.79,398.214,398.224,398.243
2005-04,385.43,384.83,384.83,384.83,384.78,384.29,384.29,384.17,384.17,383.38,383.38,383.38,383.52,383.29,383.36,383.36,383.24,384.14,384.14,384.14,384.14,384.11,384.14,384.14,384.10,384.01,384.01,383.94,383.94,401.114,401.112,401.119
2005-07,388.29,387.09,387.09,387.09,387.15,386.51,386.51,386.51,386.51,385.82,385.82,385.82,385.76,385.85,385.75,385.75,385.71,386.48,386.48,386.48,386.46,386.49,386.39,386.38,386.38,386.34,386.34,386.53,386.53,404.626,404.608,404.588
2005-10,389.51,388.50,388.50,388.50,388.58,388.76,388.76,388.90,388.90,387.13,387.13,387.13,386.94,387.32,387.35,387.35,387.60,387.30,387.30,387.30,387.37,387.55,387.61,387.60,387.62,387.90,387.90,387.77,387.77,405.154,405.163,405.158
2006-01,392.43,393.32,393.32,393.32,393.16,392.43,392.43,392.41,392.41,392.74,392.74,392.74,392.92,392.83,392.82,392.82,392.52,394.42,394.42,394.42,394.34,394.37,394.41,394.41,394.41,394.04,394.04,394.11,394.11,411.555,411.556,411.581
2006-04,399.72,400.60,400.60,400.60,400.52,401.12,401.12,401.01,401.01,400.52,400.52,400.52,400.73,400.62,400.74,400.74,400.56,402.57,402.57,402.57,402.58,402.59,402.56,402.57,402.53,402.45,402.45,402.35,402.35,420.377,420.375,420.385
2006-07,406.79,406.18,406.18,406.18,406.30,406.04,406.04,406.03,406.03,405.65,405.65,405.65,405.56,405.89,405.74,405.74,405.76,407.21,407.21,407.21,407.20,407.01,406.95,406.95,406.96,406.90,406.90,407.08,407.08,426.093,426.089,426.060
2006-10,408.79,409.33,409.33,409.33,409.45,411.07,411.07,411.23,411.23,410.79,410.79,410.79,410.48,410.79,410.83,410.83,411.26,411.43,411.43,411.43,411.50,411.83,411.89,411.88,411.92,412.30,412.30,412.16,412.16,430.410,430.415,430.410
2007-01,415.82,412.93,412.90,413.33,413.11,413.28,413.28,413.23,413.23,413.55,413.55,413.55,413.83,414.68,414.68,414.68,414.22,418.45,418.45,418.45,418.35,418.33,418.39,418.39,418.35,417.92,417.92,418.05,418.05,437.473,437.472,437.503
2007-04,,416.83,418.91,419.29,419.09,418.94,418.94,418.80,418.80,417.99,417.99,417.99,418.30,419.13,419.33,419.33,419.14,423.58,423.58,423.58,423.62,423.63,423.48,423.50,423.46,423.37,423.37,423.20,423.20,443.510,443.499,443.508
2007-07,,,424.48,422.96,422.95,422.27,422.27,422.28,422.28,422.16,422.16,422.16,421.95,423.65,423.41,423.41,423.43,427.23,427.23,427.23,427.27,426.86,426.87,426.86,426.85,426.63,426.63,426.87,426.87,447.835,447.837,447.799
2007-10,,,,424.63,424.73,425.36,425.36,425.56,425.56,425.12,425.12,425.12,424.71,425.43,425.47,425.47,426.10,429.14,429.14,429.14,429.16,429.70,429.77,429.76,429.84,430.46,430.46,430.27,430.27,449.605,449.613,449.611
2008-01,,,,,432.94,432.36,432.58,433.87,434.21,434.47,434.47,434.47,434.87,434.11,434.08,434.08,433.52,434.79,434.79,434.79,434.68,434.15,434.21,434.21,434.14,433.61,433.61,433.69,433.69,453.288,453.282,453.321
2008-04,,,,,,432.31,433.19,434.92,434.77,433.65,433.65,433.65,434.05,431.16,431.41,431.41,431.20,432.96,432.96,432.96,433.05,432.71,432.44,432.46,432.38,432.23,432.23,432.09,432.09,452.956,452.948,452.956
2008-07,,,,,,,431.77,432.12,432.06,431.69,431.69,431.69,431.37,428.23,427.96,427.96,428.03,429.64,429.64,429.64,429.73,429.08,429.20,429.19,429.21,428.82,428.82,429.10,429.10,450.758,450.761,450.718
2008-10,,,,,,,,423.77,423.35,421.43,421.43,421.43,420.94,415.22,415.27,415.27,416.01,417.17,417.17,417.17,417.09,417.16,417.25,417.24,417.37,418.36,418.36,418.15,418.15,439.217,439.227,439.223
2009-01,,,,,,,,,398.70,398.33,398.20,398.44,398.72,396.35,396.31,396.31,395.67,394.76,394.76,394.76,394.72,395.08,395.13,395.13,395.01,393.95,393.95,393.97,393.97,417.323,417.314,417.363
2009-04,,,,,,,,,,399.19,400.12,400.14,400.31,397.66,397.90,397.90,397.73,396.27,396.27,396.27,396.39,396.67,396.41,396.45,396.34,395.74,395.74,395.66,395.66,418.242,418.235,418.239
2009-07,,,,,,,,,,,407.54,407.45,406.91,404.32,404.05,404.05,404.06,403.62,403.62,403.62,403.76,403.21,403.31,403.29,403.30,402.85,402.85,403.18,403.18,424.355,424.362,424.314
2009-10,,,,,,,,,,,,408.55,409.38,406.58,406.65,406.65,407.44,408.03,408.03,408.03,407.81,408.79,408.90,408.88,409.11,409.98,409.98,409.73,409.73,429.734,429.741,429.734
2010-01,,,,,,,,,,,,,414.84,411.52,411.90,412.35,412.36,412.37,412.37,412.37,412.41,416.47,416.53,416.53,416.35,414.25,414.25,414.20,414.20,435.849,435.840,435.905
2010-04,,,,,,,,,,,,,,420.64,422.22,422.06,421.66,419.30,419.30,419.30,419.43,425.52,425.15,425.19,425.04,423.46,423.46,423.40,423.40,443.617,443.582,443.588
2010-07,,,,,,,,,,,,,,,424.75,424.77,425.12,424.77,424.77,424.77,424.89,429.76,429.91,429.90,429.91,427.92,427.92,428.34,428.34,449.397,449.426,449.373
2010-10,,,,,,,,,,,,,,,,427.60,428.03,428.78,428.78,428.78,428.48,434.76,434.90,434.87,435.17,434.46,434.46,434.16,434.16,454.480,454.496,454.480
2011-01,,,,,,,,,,,,,,,,,435.19,434.49,433.89,433.76,433.78,440.49,440.56,440.56,440.30,442.20,442.20,442.07,442.07,463.870,463.855,463.940
2011-04,,,,,,,,,,,,,,,,,,436.07,437.11,435.52,435.65,443.04,442.59,442.65,442.48,444.12,444.12,444.01,444.01,464.991,464.917,464.917
2011-07,,,,,,,,,,,,,,,,,,,442.75,442.54,442.63,446.93,447.13,447.09,447.13,448.61,448.61,449.08,449.08,471.152,471.218,471.159
2011-10,,,,,,,,,,,,,,,,,,,,443.21,442.67,446.99,447.16,447.13,447.52,450.78,450.78,450.53,450.53,473.265,473.289,473.265
2012-01,,,,,,,,,,,,,,,,,,,,,444.31,450.11,450.35,450.54,450.89,452.92,452.92,452.73,452.73,474.317,474.300,474.398
2012-04,,,,,,,,,,,,,,,,,,,,,,453.18,452.50,452.73,452.52,454.55,454.55,454.39,454.39,476.345,476.214,476.206
2012-07,,,,,,,,,,,,,,,,,,,,,,,454.97,455.12,455.21,457.16,457.16,457.67,457.67,479.060,479.180,479.120
2012-10,,,,,,,,,,,,,,,,,,,,,,,,452.85,452.48,456.71,456.71,456.53,456.53,477.165,477.194,477.162
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,460.04,460.73,460.85,460.71,460.91,479.632,479.604,479.717
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,467.89,467.66,467.40,467.57,485.097,484.909,484.899
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,470.68,471.34,471.21,488.080,488.256,488.194
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.35,476.12,493.336,493.377,493.336
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.07,501.043,501.412,500.952
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.651,501.561,500.715
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.372,502.745
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.039
