"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,119.15,119.15,119.15,119.15,119.15,119.15,119.15,119.15,119.15,119.15,119.15,119.15,120.10,120.10,120.10
1991-04,110.47,110.47,110.47,110.47,110.47,110.47,110.47,110.47,110.47,110.47,110.47,110.47,110.66,110.66,110.66
1991-07,118.83,118.83,118.83,118.83,118.83,118.83,118.83,118.83,118.83,118.83,118.83,118.83,118.99,118.99,118.99
1991-10,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.54,117.43,117.43,117.43
1992-01,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,119.04,119.04,119.04
1992-04,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,108.08,108.08,108.08
1992-07,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,114.79,115.84,115.84,115.84
1992-10,113.46,113.46,113.46,113.46,113.46,113.46,113.46,113.46,113.46,113.46,113.46,113.46,114.07,114.07,114.07
1993-01,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,116.16,116.16,116.16
1993-04,106.50,106.50,106.50,106.50,106.50,106.50,106.50,106.50,106.50,106.50,106.50,106.50,106.75,106.75,106.75
1993-07,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.38,114.73,114.73,114.73
1993-10,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.29,113.29,113.29
1994-01,113.96,113.96,113.96,113.96,113.96,113.96,113.96,113.96,113.96,113.96,113.96,113.96,114.31,114.31,114.31
1994-04,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,104.04,104.04,104.04
1994-07,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.36,112.36,112.36
1994-10,110.28,110.28,110.28,110.28,110.28,110.28,110.28,110.28,110.28,110.28,110.28,110.28,110.09,110.09,110.09
1995-01,109.78,109.78,109.78,109.78,109.78,109.78,109.78,109.78,109.78,109.78,109.78,109.78,110.66,110.66,110.66
1995-04,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,99.84,100.40,100.40,100.40
1995-07,108.16,108.16,108.16,108.16,108.16,108.16,108.16,108.16,108.16,108.16,108.16,108.16,108.77,108.77,108.77
1995-10,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.74,108.74,108.74
