"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,57.64,57.64,57.64,57.70,57.71,57.71,57.70,57.70,57.70,57.70,57.70,57.70,36.73,36.73,36.73
1991-04,56.27,56.27,56.27,56.60,56.56,56.56,56.57,56.57,56.58,56.58,56.58,56.58,35.99,35.99,35.99
1991-07,55.87,55.87,55.87,55.58,55.68,55.68,55.64,55.64,55.63,55.63,55.63,55.63,34.70,34.70,34.70
1991-10,59.11,59.11,59.11,59.01,58.95,58.95,58.97,58.97,58.98,58.98,58.98,58.98,36.91,36.91,36.91
1992-01,59.82,59.82,59.82,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,59.94,37.98,37.98,37.98
1992-04,60.01,60.01,60.01,60.36,60.33,60.33,60.34,60.34,60.35,60.35,60.35,60.35,38.58,38.58,38.58
1992-07,61.13,61.13,61.13,60.85,60.95,60.95,60.92,60.92,60.91,60.91,60.91,60.91,38.91,38.91,38.91
1992-10,61.00,61.00,61.00,60.81,60.74,60.74,60.77,60.77,60.77,60.77,60.77,60.77,38.97,38.97,38.97
1993-01,63.47,63.47,63.47,63.73,63.72,63.72,63.73,63.73,63.73,63.73,63.73,63.73,41.22,41.22,41.22
1993-04,64.41,64.41,64.41,64.66,64.66,64.66,64.66,64.66,64.66,64.66,64.66,64.66,41.66,41.66,41.66
1993-07,65.27,65.27,65.27,65.03,65.10,65.10,65.08,65.08,65.07,65.07,65.07,65.07,41.97,41.97,41.97
1993-10,65.96,65.96,65.96,65.69,65.64,65.64,65.66,65.66,65.67,65.67,65.67,65.67,42.15,42.15,42.15
1994-01,62.31,62.31,62.31,62.68,62.65,62.65,62.66,62.66,62.66,62.66,62.66,62.66,40.75,40.75,40.75
1994-04,62.55,62.55,62.55,62.63,62.61,62.61,62.61,62.61,62.61,62.61,62.61,62.61,41.09,41.09,41.09
1994-07,64.24,64.24,64.24,64.04,64.09,64.09,64.08,64.08,64.07,64.07,64.07,64.07,42.02,42.02,42.02
1994-10,65.25,65.25,65.25,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,42.72,42.72,42.72
1995-01,64.99,64.99,64.99,65.42,65.31,65.31,65.32,65.32,65.32,65.32,65.32,65.32,42.83,42.83,42.83
1995-04,66.87,66.87,66.87,66.75,66.75,66.75,66.77,66.77,66.77,66.77,66.77,66.77,43.75,43.75,43.75
1995-07,67.43,67.43,67.43,67.23,67.28,67.28,67.27,67.27,67.27,67.27,67.27,67.27,44.46,44.46,44.46
1995-10,68.28,68.28,68.28,68.16,68.21,68.21,68.20,68.20,68.21,68.21,68.21,68.21,45.46,45.46,45.46
