"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,632.1876,512.9094,512.9094,512.9094,512.9094,512.9094,512.9094,512.9094,512.9094,512.9094,512.9094,512.9094,512.9094,527.2266,527.2266
1991-04,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,741.2685,632.4354,632.4354,632.4354,632.4354,632.4354,632.4354,632.4354,632.4354,632.4354,632.4354,632.4354,632.4354,634.1378,634.1378
1991-07,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,782.6749,658.5418,658.5418,658.5418,658.5418,658.5418,658.5418,658.5418,658.5418,658.5418,658.5418,658.5418,658.5418,647.3932,647.3932
1991-10,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,590.9760,475.5940,475.5940,475.5940,475.5940,475.5940,475.5940,475.5940,475.5940,475.5940,475.5940,475.5940,475.5940,475.6297,475.6297
1992-01,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,562.7980,471.5246,471.5246,471.5246,471.5246,471.5246,471.5246,471.5246,471.5246,471.5246,471.5246,471.5246,471.5246,489.9423,489.9423
1992-04,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,687.3915,591.9396,591.9396,591.9396,591.9396,591.9396,591.9396,591.9396,591.9396,591.9396,591.9396,591.9396,591.9396,592.3277,592.3277
1992-07,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,724.4335,619.9971,619.9971,619.9971,619.9971,619.9971,619.9971,619.9971,619.9971,619.9971,619.9971,619.9971,619.9971,608.2293,608.2293
1992-10,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,541.0658,453.1004,453.1004,453.1004,453.1004,453.1004,453.1004,453.1004,453.1004,453.1004,453.1004,453.1004,453.1004,449.4733,449.4733
1993-01,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,510.3534,439.0943,439.0943,439.0943,439.0943,439.0943,439.0943,439.0943,439.0943,439.0943,439.0943,439.0943,439.0943,446.8627,446.8627
1993-04,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,637.4500,553.7365,553.7365,553.7365,553.7365,553.7365,553.7365,553.7365,553.7365,553.7365,553.7365,553.7365,553.7365,553.8550,553.8550
1993-07,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,678.1980,582.1006,582.1006,582.1006,582.1006,582.1006,582.1006,582.1006,582.1006,582.1006,582.1006,582.1006,582.1006,571.2149,571.2149
1993-10,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,510.7428,428.3146,428.3146,428.3146,428.3146,428.3146,428.3146,428.3146,428.3146,428.3146,428.3146,428.3146,428.3146,426.6640,426.6640
1994-01,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,481.1202,423.8684,423.8684,423.8684,423.8684,423.8684,423.8684,423.8684,423.8684,423.8684,423.8684,423.8684,423.8684,432.7768,432.7768
1994-04,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,599.9917,535.6081,535.6081,535.6081,535.6081,535.6081,535.6081,535.6081,535.6081,535.6081,535.6081,535.6081,535.6081,534.6675,534.6675
1994-07,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,645.0360,563.7818,563.7818,563.7818,563.7818,563.7818,563.7818,563.7818,563.7818,563.7818,563.7818,563.7818,563.7818,550.7728,550.7728
1994-10,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,492.0344,412.6996,412.6996,412.6996,412.6996,412.6996,412.6996,412.6996,412.6996,412.6996,412.6996,412.6996,412.6996,408.7998,408.7998
1995-01,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,460.4706,407.9271,407.9271,407.9271,407.9271,407.9271,407.9271,407.9271,407.9271,407.9271,407.9271,407.9271,407.9271,416.8265,416.8265
1995-04,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,572.8800,508.2609,508.2609,508.2609,508.2609,508.2609,508.2609,508.2609,508.2609,508.2609,508.2609,508.2609,508.2609,506.6477,506.6477
1995-07,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,599.3778,530.6096,530.6096,530.6096,530.6096,530.6096,530.6096,530.6096,530.6096,530.6096,530.6096,530.6096,530.6096,517.4467,517.4467
1995-10,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,452.9030,382.3037,382.3037,382.3037,382.3037,382.3037,382.3037,382.3037,382.3037,382.3037,382.3037,382.3037,382.3037,380.9382,380.9382
1996-01,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,406.2460,364.5874,364.5874,364.5874,364.5874,364.5874,364.5874,364.5874,364.5874,364.5874,364.5874,364.5874,364.5874,374.7931,374.7931
