"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,,,,,,,,2005,2005,2005,2005,2005,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,137.66,137.66,137.66,137.66,137.66,137.66,137.66,137.66,137.66,137.66,137.66,137.66,140.42,140.42
1991-04,124.74,124.74,124.74,124.74,124.74,124.74,124.74,124.74,124.74,124.74,124.74,124.74,126.86,126.86
1991-07,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,133.02,134.88,134.88
1991-10,131.23,131.23,131.23,131.23,131.23,131.23,131.23,131.23,131.23,131.23,131.23,131.23,132.91,132.91
1992-01,136.56,136.56,136.56,136.56,136.56,136.56,136.56,136.56,136.56,136.56,136.56,136.56,137.91,137.91
1992-04,124.35,124.35,124.35,124.35,124.35,124.35,124.35,124.35,124.35,124.35,124.35,124.35,126.09,126.09
1992-07,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,132.74,134.74,134.74
1992-10,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,134.20,134.20
1993-01,129.78,129.78,129.78,129.78,129.78,129.78,129.78,129.78,129.78,129.78,129.78,129.78,131.48,131.48
1993-04,119.83,119.83,119.83,119.83,119.83,119.83,119.83,119.83,119.83,119.83,119.83,119.83,121.78,121.78
1993-07,128.50,128.50,128.50,128.50,128.50,128.50,128.50,128.50,128.50,128.50,128.50,128.50,130.50,130.50
1993-10,128.58,128.58,128.58,128.58,128.58,128.58,128.58,128.58,128.58,128.58,128.58,128.58,130.69,130.69
1994-01,127.55,127.55,127.55,127.55,127.55,127.55,127.55,127.55,127.55,127.55,127.55,127.55,128.94,128.94
1994-04,116.63,116.63,116.63,116.63,116.63,116.63,116.63,116.63,116.63,116.63,116.63,116.63,117.89,117.89
1994-07,123.79,123.79,123.79,123.79,123.79,123.79,123.79,123.79,123.79,123.79,123.79,123.79,125.98,125.98
1994-10,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,123.87,123.87
1995-01,122.59,122.59,122.59,122.59,122.59,122.59,122.59,122.59,122.59,122.59,122.59,122.59,125.92,125.92
1995-04,110.62,110.62,110.62,110.62,110.62,110.62,110.62,110.62,110.62,110.62,110.62,110.62,113.82,113.82
1995-07,119.68,119.68,119.68,119.68,119.68,119.68,119.68,119.68,119.68,119.68,119.68,119.68,123.32,123.32
1995-10,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,124.28,124.28
1996-01,123.84,123.84,123.84,123.84,123.84,123.84,123.84,123.84,123.84,123.84,123.84,123.84,127.30,127.30
1996-04,113.11,113.11,113.11,113.11,113.11,113.11,113.11,113.11,113.11,113.11,113.11,113.11,116.01,116.01
