"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,9.23,9.24,9.24,9.23,9.24,9.24,9.24,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.30,9.30,9.30,9.30,9.30,9.29,9.29,9.29,9.30,9.30,9.30,9.30,11.860,11.860,11.861
1991-04,9.89,9.90,9.90,9.89,9.89,9.89,9.89,9.86,9.85,9.85,9.85,9.86,9.86,9.86,9.86,9.72,9.72,9.72,9.72,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,12.225,12.225,12.225
1991-07,10.47,10.46,10.46,10.47,10.46,10.47,10.47,10.41,10.42,10.42,10.42,10.41,10.41,10.41,10.41,10.13,10.13,10.13,10.13,10.13,10.14,10.14,10.14,10.14,10.14,10.14,10.14,12.725,12.725,12.720
1991-10,10.84,10.82,10.82,10.84,10.83,10.82,10.82,10.81,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.70,10.70,10.70,10.70,10.71,10.72,10.72,10.72,10.70,10.70,10.70,10.70,13.194,13.195,13.199
1992-01,11.81,11.81,11.81,11.81,11.82,11.82,11.82,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,13.929,13.929,13.930
1992-04,11.41,11.42,11.42,11.41,11.41,11.41,11.41,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.06,11.06,11.06,11.06,11.05,11.05,11.05,11.05,11.05,11.05,11.05,11.05,13.782,13.782,13.782
1992-07,11.31,11.30,11.30,11.31,11.30,11.30,11.30,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,10.86,10.86,10.86,10.86,10.85,10.85,10.85,10.85,10.87,10.87,10.87,10.87,13.503,13.503,13.497
1992-10,11.88,11.87,11.87,11.88,11.88,11.87,11.87,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.64,11.64,11.64,11.64,11.66,11.66,11.66,11.66,11.65,11.65,11.65,11.65,13.995,13.995,13.999
1993-01,11.51,11.52,11.52,11.52,11.52,11.52,11.52,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42,11.42,13.713,13.713,13.714
1993-04,11.67,11.68,11.68,11.66,11.67,11.67,11.67,11.61,11.60,11.60,11.60,11.61,11.61,11.61,11.60,11.18,11.18,11.18,11.18,11.15,11.15,11.15,11.15,11.15,11.15,11.15,11.15,13.605,13.605,13.606
1993-07,11.39,11.38,11.38,11.39,11.38,11.39,11.39,11.33,11.34,11.34,11.34,11.32,11.32,11.32,11.33,10.90,10.90,10.90,10.90,10.90,10.89,10.89,10.89,10.90,10.90,10.90,10.90,13.399,13.399,13.393
1993-10,11.17,11.16,11.16,11.17,11.17,11.16,11.16,11.14,11.15,11.15,11.15,11.16,11.16,11.16,11.16,10.92,10.92,10.92,10.92,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,13.328,13.328,13.331
1994-01,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.79,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.61,11.61,11.61,11.61,11.59,11.59,11.59,11.59,11.60,11.60,11.60,11.60,13.636,13.636,13.638
1994-04,11.25,11.27,11.27,11.25,11.25,11.25,11.25,11.25,11.26,11.26,11.26,11.25,11.25,11.25,11.25,10.93,10.93,10.93,10.93,10.89,10.89,10.89,10.89,10.89,10.89,10.89,10.89,13.261,13.261,13.261
1994-07,11.08,11.08,11.08,11.09,11.08,11.08,11.08,11.04,11.05,11.05,11.05,11.03,11.03,11.03,11.03,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,12.935,12.935,12.930
1994-10,11.19,11.19,11.19,11.20,11.19,11.19,11.19,11.19,11.20,11.20,11.20,11.21,11.21,11.21,11.21,11.03,11.03,11.03,11.03,11.09,11.09,11.09,11.09,11.09,11.09,11.09,11.09,13.667,13.666,13.670
1995-01,10.51,10.51,10.51,10.51,10.51,10.52,10.52,10.46,10.45,10.45,10.45,10.44,10.44,10.44,10.45,10.32,10.32,10.32,10.32,10.30,10.30,10.30,10.30,10.31,10.31,10.31,10.31,12.461,12.461,12.461
1995-04,10.23,10.24,10.24,10.22,10.22,10.23,10.23,10.31,10.29,10.29,10.29,10.29,10.29,10.29,10.30,10.21,10.21,10.21,10.21,10.17,10.17,10.17,10.17,10.17,10.17,10.17,10.17,12.626,12.625,12.626
1995-07,10.09,10.08,10.08,10.09,10.09,10.09,10.09,10.06,10.07,10.07,10.07,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,12.646,12.648,12.643
1995-10,9.55,9.54,9.54,9.55,9.55,9.54,9.54,9.55,9.56,9.56,9.56,9.59,9.59,9.59,9.58,9.37,9.37,9.37,9.37,9.43,9.43,9.43,9.43,9.42,9.42,9.42,9.42,12.080,12.079,12.082
1996-01,8.48,8.49,8.49,8.49,8.48,8.48,8.48,8.38,8.38,8.38,8.38,8.37,8.37,8.37,8.37,8.80,8.80,8.80,8.80,8.78,8.78,8.78,8.78,8.78,8.78,8.78,8.78,11.161,11.160,11.160
1996-04,10.23,10.24,10.24,10.22,10.23,10.23,10.23,10.35,10.35,10.35,10.35,10.34,10.34,10.34,10.34,9.91,9.91,9.91,9.91,9.87,9.87,9.87,9.87,9.87,9.87,9.87,9.87,12.254,12.253,12.252
1996-07,10.23,10.21,10.21,10.22,10.22,10.22,10.22,10.19,10.19,10.19,10.19,10.17,10.17,10.17,10.18,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,12.961,12.965,12.958
