"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,1597.9034,1597.7413,1597.7413,1597.7413,1597.7413,1597.7043,1597.7043,1597.7043,1597.7043,1595.7943,1595.7943,1595.7943,1595.7943,1596.0038,1596.0038,1596.0038,1595.8491
1999-04,1625.1610,1625.2864,1625.2864,1625.2864,1625.2864,1625.0196,1625.0196,1625.0196,1625.0196,1625.0842,1625.0842,1625.0842,1625.0842,1625.1275,1625.1275,1625.1275,1625.1599
1999-07,1652.9448,1652.8220,1652.8220,1652.8220,1652.8220,1652.6521,1652.6521,1652.6521,1652.6521,1653.4432,1653.4432,1653.4432,1653.4432,1653.3945,1653.3945,1653.3945,1653.3570
1999-10,1678.7419,1678.5961,1678.5961,1678.5961,1678.5961,1678.4639,1678.4639,1678.4639,1678.4639,1679.7211,1679.7211,1679.7211,1679.7211,1679.5152,1679.5152,1679.5152,1679.6750
2000-01,1706.0107,1705.9085,1705.9085,1705.9085,1705.9085,1705.8390,1705.8390,1705.8390,1705.8390,1704.5996,1704.5996,1704.5996,1704.5996,1704.7716,1704.7716,1704.7716,1704.7016
2000-04,1733.3252,1733.4111,1733.4111,1733.4111,1733.4111,1733.2196,1733.2196,1733.2196,1733.2196,1733.5812,1733.5812,1733.5812,1733.5812,1733.9242,1733.9242,1733.9242,1733.7506
2000-07,1756.1631,1756.0203,1756.0203,1756.0203,1756.0203,1755.8264,1755.8264,1755.8264,1755.8264,1756.7030,1756.7030,1756.7030,1756.7030,1757.0605,1757.0605,1757.0605,1757.0544
2000-10,1774.8996,1774.7284,1774.7284,1774.7284,1774.7284,1774.5351,1774.5351,1774.5351,1774.5351,1774.7577,1774.7577,1774.7577,1774.7577,1774.4542,1774.4542,1774.4542,1774.7039
2001-01,1792.6479,1792.6022,1792.6022,1792.6022,1792.6022,1792.5679,1792.5679,1792.5679,1792.5679,1792.2965,1792.2965,1792.2965,1792.2965,1792.4468,1792.4468,1792.4468,1792.5263
2001-04,1808.5298,1808.6237,1808.6237,1808.6237,1808.6237,1808.4234,1808.4234,1808.4234,1808.4234,1808.7166,1808.7166,1808.7166,1808.7166,1809.4409,1809.4409,1809.4409,1808.9912
2001-07,1809.7060,1809.5107,1809.5107,1809.5107,1809.5107,1809.3157,1809.3157,1809.3157,1809.3157,1809.9158,1809.9158,1809.9158,1809.9158,1810.1118,1810.1118,1810.1118,1810.0803
2001-10,1806.5542,1806.3755,1806.3755,1806.3755,1806.3755,1806.1416,1806.1416,1806.1416,1806.1416,1805.7461,1805.7461,1805.7461,1805.7461,1805.2574,1805.2574,1805.2574,1805.6592
2002-01,1812.6860,1812.5910,1812.5910,1812.5910,1812.5910,1812.6221,1812.6221,1812.6221,1812.6221,1813.1225,1813.1225,1813.1225,1813.1225,1813.2307,1813.2307,1813.2307,1813.5738
2002-04,1813.4283,1813.5999,1813.5999,1813.5999,1813.5999,1813.3703,1813.3703,1813.3703,1813.3703,1813.2488,1813.2488,1813.2488,1813.2488,1814.2744,1814.2744,1814.2744,1813.5370
2002-07,1809.4228,1808.9364,1808.9364,1808.9364,1808.9364,1808.7845,1808.7845,1808.7845,1808.7845,1808.9630,1808.9630,1808.9630,1808.9630,1809.2083,1809.2083,1809.2083,1808.9705
2002-10,1801.5905,1801.6874,1801.6874,1801.6874,1801.6874,1801.3790,1801.3790,1801.3790,1801.3790,1801.0380,1801.0380,1801.0380,1801.0380,1800.2415,1800.2415,1800.2415,1800.8736
2003-01,1803.7412,1803.2698,1803.2698,1803.2698,1803.2698,1803.4941,1803.4941,1803.4941,1803.4941,1804.2193,1804.2193,1804.2193,1804.2193,1804.3381,1804.3381,1804.3381,1805.0997
2003-04,1797.9427,1797.9396,1797.9396,1797.9396,1797.9396,1797.4167,1797.4167,1797.4167,1797.4167,1796.7501,1796.7501,1796.7501,1796.7501,1797.9227,1797.9227,1797.9227,1796.9206
2003-07,1805.1708,1804.7500,1804.7500,1804.7500,1804.7500,1804.6841,1804.6841,1804.6841,1804.6841,1804.4213,1804.4213,1804.4213,1804.4213,1804.9162,1804.9162,1804.9162,1804.2307
2003-10,1807.0040,1807.5898,1807.5898,1807.5898,1807.5898,1807.2959,1807.2959,1807.2959,1807.2959,1807.7158,1807.7158,1807.7158,1807.7158,1807.1067,1807.1067,1807.1067,1808.0327
2004-01,1798.7642,1798.0829,1798.0829,1798.0829,1798.0829,1795.0421,1795.0421,1795.0421,1795.0421,1795.4352,1795.4352,1795.4352,1795.4352,1795.5027,1795.5027,1795.5027,1796.9537
2004-04,1802.3723,1804.2889,1804.2889,1804.2889,1804.2889,1799.4389,1799.4389,1799.4389,1799.4389,1798.2861,1798.2861,1798.2861,1798.2861,1799.4973,1799.4973,1799.4973,1798.2671
2004-07,1812.4238,1811.1670,1811.1670,1811.1670,1811.1670,1808.5109,1808.5109,1808.5109,1808.5109,1807.5712,1807.5712,1807.5712,1807.5712,1808.2335,1808.2335,1808.2335,1806.5145
2004-10,1810.5140,1812.9079,1812.9079,1812.9079,1812.9079,1809.3814,1809.3814,1809.3814,1809.3814,1811.2993,1811.2993,1811.2993,1811.2993,1809.3514,1809.3514,1809.3514,1810.8497
2005-01,1820.5095,1816.8997,1816.8997,1816.8997,1816.8997,1815.8759,1815.8759,1815.8759,1815.8759,1813.7773,1813.7773,1813.7773,1813.7773,1813.9323,1813.9323,1813.9323,1816.2272
2005-04,1822.3327,1818.1242,1818.1242,1818.1242,1818.1242,1813.3293,1813.3293,1813.3293,1813.3293,1811.1192,1811.1192,1811.1192,1811.1192,1812.0801,1812.0801,1812.0801,1810.7962
2005-07,1832.8517,1823.3917,1823.3917,1823.3917,1823.3917,1823.4798,1823.4798,1823.4798,1823.4798,1820.2234,1820.2234,1820.2234,1820.2234,1822.6622,1822.6622,1822.6622,1819.4044
2005-10,1849.6871,1845.3018,1845.3018,1845.3018,1845.3018,1843.3176,1843.3176,1843.3176,1843.3176,1845.5857,1845.5857,1845.5857,1845.5857,1842.6251,1842.6251,1842.6251,1844.8721
2006-01,1856.9742,1847.8527,1847.8527,1847.8527,1847.8527,1842.4539,1842.4539,1842.4539,1842.4539,1839.7107,1839.7107,1839.7107,1839.7107,1840.4137,1840.4137,1840.4137,1843.8874
2006-04,1894.6418,1888.9893,1888.9893,1888.9893,1888.9893,1876.5569,1876.5569,1876.5569,1876.5569,1875.4584,1875.4584,1875.4584,1875.4584,1876.5054,1876.5054,1876.5054,1875.2138
2006-07,1924.4332,1912.3316,1912.3316,1912.3316,1912.3316,1909.1134,1909.1134,1909.1134,1909.1134,1903.7000,1903.7000,1903.7000,1903.7000,1908.6979,1908.6979,1908.6979,1903.0577
2006-10,1943.8614,1942.6174,1942.6174,1942.6174,1942.6174,1935.4437,1935.4437,1935.4437,1935.4437,1938.0474,1938.0474,1938.0474,1938.0474,1934.1647,1934.1647,1934.1647,1937.6229
2007-01,1973.7180,1964.8826,1963.8033,1963.1235,1964.7487,1954.0876,1954.0876,1954.0876,1954.0876,1952.6672,1952.6672,1952.6672,1952.6672,1950.3800,1950.3800,1950.3800,1955.4207
2007-04,,1987.0536,1990.9089,1988.8590,1992.5215,1975.3436,1975.3436,1975.3436,1975.3436,1975.8586,1975.8586,1975.8586,1975.8586,1975.9940,1975.9940,1975.9940,1974.6830
2007-07,,,1998.9887,1996.0079,1993.9825,1989.1166,1989.1166,1989.1166,1989.1166,1982.8664,1982.8664,1982.8664,1982.8664,1990.2819,1990.2819,1990.2819,1981.7800
2007-10,,,,2030.9508,2031.9812,2015.2309,2015.2309,2015.2309,2015.2309,2017.1797,2017.1797,2017.1797,2017.1797,2011.7890,2011.7890,2011.7890,2016.5611
2008-01,,,,,2061.1007,2040.1392,2041.0986,2039.6599,2039.6495,2036.4080,2036.4080,2036.4080,2036.4080,2029.1558,2029.1558,2029.1558,2036.1415
2008-04,,,,,,2065.3355,2055.7209,2056.8451,2056.8347,2054.1232,2054.1232,2054.1232,2054.1232,2048.1307,2048.1307,2048.1307,2046.7223
2008-07,,,,,,,2063.7218,2065.5820,2064.9693,2058.7441,2058.7441,2058.7441,2058.7441,2063.5850,2063.5850,2063.5850,2051.8002
2008-10,,,,,,,,2049.1257,2047.9239,2051.6582,2051.6582,2051.6582,2051.6582,2039.4537,2039.4537,2039.4537,2045.6613
2009-01,,,,,,,,,2000.2001,1991.5689,1979.7708,1979.4151,1979.5475,1973.5016,1973.5016,1973.5016,1981.8060
2009-04,,,,,,,,,,1987.7624,1965.2271,1958.7531,1958.2554,1952.3203,1952.3203,1952.3203,1950.7298
2009-07,,,,,,,,,,,1952.3413,1946.2405,1948.1374,1956.5373,1956.5373,1956.5373,1942.7472
2009-10,,,,,,,,,,,,1975.0760,1993.4957,1980.7063,1980.7063,1980.7063,1987.7824
2010-01,,,,,,,,,,,,,2003.4689,2003.6170,2004.4270,2003.6976,2017.3037
2010-04,,,,,,,,,,,,,,2030.8571,2053.9075,2052.5727,2054.6022
2010-07,,,,,,,,,,,,,,,2090.1355,2093.8272,2086.5727
2010-10,,,,,,,,,,,,,,,,2098.2283,2113.7310
2011-01,,,,,,,,,,,,,,,,,2139.7387
