"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,4394.7468,4393.5829,4393.5829,4393.5829,4393.5829,4390.9354,4390.9354,4390.9354,4390.9354,4399.6911,4399.6911,4399.6911,4399.7922,4402.6361,4402.6361,4402.6361,4411.6119,4251.2500,4251.2507,4251.2500,4251.2500,4249.6600,4249.6600,4249.6585,4249.6585,4250.3602,4250.3602,4250.3602,4250.3602,4245.9510,4245.9510
1991-04,4277.6112,4277.8270,4277.8270,4277.8270,4277.8270,4274.7336,4274.7336,4274.7336,4274.7336,4273.8194,4273.8194,4273.8194,4273.6860,4271.3244,4271.3244,4271.3244,4268.3525,4209.2800,4209.2815,4209.2800,4209.2800,4208.2600,4208.2600,4208.2642,4208.2642,4206.8738,4206.8738,4206.8738,4206.8738,4191.9877,4191.9877
1991-07,4187.4644,4187.6863,4187.6863,4187.6863,4187.6863,4188.3455,4188.3455,4188.3455,4188.3455,4186.5079,4186.5079,4186.5079,4186.4670,4190.6378,4190.6378,4190.6378,4187.9350,4104.3500,4104.3457,4104.3500,4104.3500,4102.9900,4102.9900,4102.9916,4102.9916,4103.7810,4103.7810,4103.7810,4103.7810,4110.8186,4110.8186
1991-10,4157.4048,4156.2873,4156.2873,4156.2873,4156.2873,4156.8012,4156.8012,4156.8012,4156.8012,4152.2761,4152.2761,4152.2761,4152.3493,4146.4378,4146.4378,4146.4378,4143.1366,4029.8000,4029.8001,4029.8000,4029.8000,4034.3700,4034.3700,4034.3709,4034.3709,4033.7406,4033.7406,4033.7406,4033.7406,4048.4017,4048.4017
1992-01,4158.5074,4157.3870,4157.3870,4157.3870,4157.3870,4154.2125,4154.2125,4154.2125,4154.2125,4162.3454,4162.3454,4162.3454,4162.4132,4165.0284,4165.0284,4165.0284,4172.3898,4069.1600,4069.1579,4069.1600,4069.1600,4067.7000,4067.7000,4067.6997,4067.6997,4068.2335,4068.2335,4068.2335,4068.2335,4058.4960,4058.4960
1992-04,4103.5139,4103.6421,4103.6421,4103.6421,4103.6421,4100.5734,4100.5734,4100.5734,4100.5734,4099.4344,4099.4344,4099.4344,4099.3503,4100.9105,4100.9105,4100.9105,4098.3888,3996.3300,3996.3341,3996.3300,3996.3300,3995.5200,3995.5200,3995.5249,3995.5249,3994.3015,3994.3015,3994.3015,3994.3015,4004.4472,4004.4472
1992-07,4006.8370,4006.9937,4006.9937,4006.9937,4006.9937,4008.3708,4008.3708,4008.3708,4008.3708,4006.7729,4006.7729,4006.7729,4006.7185,4006.5260,4006.5260,4006.5260,4004.2896,3925.3000,3925.2994,3925.3000,3925.3000,3924.1300,3924.1300,3924.1325,3924.1325,3924.8988,3924.8988,3924.8988,3924.8988,3934.9312,3934.9312
1992-10,3904.2224,3903.2554,3903.2554,3903.2554,3903.2554,3903.8069,3903.8069,3903.8069,3903.8069,3900.0197,3900.0197,3900.0197,3900.0905,3898.4711,3898.4711,3898.4711,3895.8680,3857.0300,3857.0254,3857.0300,3857.0300,3861.0400,3861.0400,3861.0369,3861.0369,3860.4565,3860.4565,3860.4565,3860.4565,3864.1841,3864.1841
1993-01,3803.1906,3802.2808,3802.2808,3802.2808,3802.2808,3798.8304,3798.8304,3798.8304,3798.8304,3804.4917,3804.4917,3804.4917,3804.5348,3806.9543,3806.9543,3806.9543,3812.6106,3698.1200,3698.1179,3698.1200,3698.1200,3697.0200,3697.0200,3697.0219,3697.0219,3697.3980,3697.3980,3697.3980,3697.3980,3694.9705,3694.9705
1993-04,3688.7125,3688.7770,3688.7770,3688.7770,3688.7770,3685.9923,3685.9923,3685.9923,3685.9923,3684.7108,3684.7108,3684.7108,3684.6681,3685.9085,3685.9085,3685.9085,3684.0762,3623.2300,3623.2272,3623.2300,3623.2300,3622.8100,3622.8100,3622.8104,3622.8104,3621.9646,3621.9646,3621.9646,3621.9646,3632.1282,3632.1282
1993-07,3656.5735,3656.6757,3656.6757,3656.6757,3656.6757,3658.5795,3658.5795,3658.5795,3658.5795,3657.7672,3657.7672,3657.7672,3657.7025,3657.2621,3657.2621,3657.2621,3655.4376,3586.3100,3586.3102,3586.3100,3586.3100,3585.6800,3585.6800,3585.6812,3585.6812,3586.1492,3586.1492,3586.1492,3586.1492,3586.0339,3586.0339
1993-10,3596.0287,3595.2156,3595.2156,3595.2156,3595.2156,3595.6711,3595.6711,3595.6711,3595.6711,3593.3997,3593.3997,3593.3997,3593.4640,3588.9163,3588.9163,3588.9163,3586.9170,3562.7500,3562.7470,3562.7500,3562.7500,3565.4100,3565.4100,3565.4110,3565.4110,3564.9521,3564.9521,3564.9521,3564.9521,3553.4357,3553.4357
1994-01,3569.2072,3568.3302,3568.3302,3568.3302,3568.3302,3564.6013,3564.6013,3564.6013,3564.6013,3567.2979,3567.2979,3567.2979,3567.3150,3569.5621,3569.5621,3569.5621,3573.9180,3500.4500,3500.4512,3500.4500,3500.4500,3499.7900,3499.7900,3499.7910,3499.7910,3500.0464,3500.0464,3500.0464,3500.0464,3486.7222,3486.7222
1994-04,3547.6621,3547.6441,3547.6441,3547.6441,3547.6441,3544.9511,3544.9511,3544.9511,3544.9511,3544.1881,3544.1881,3544.1881,3544.1875,3545.3538,3545.3538,3545.3538,3544.0001,3492.0600,3492.0637,3492.0600,3492.0600,3491.9400,3491.9400,3491.9366,3491.9366,3491.3337,3491.3337,3491.3337,3491.3337,3469.5334,3469.5334
1994-07,3533.9976,3533.9915,3533.9915,3533.9915,3533.9915,3536.6469,3536.6469,3536.6469,3536.6469,3536.9866,3536.9866,3536.9866,3536.9163,3539.6440,3539.6440,3539.6440,3538.1453,3469.3900,3469.3887,3469.3900,3469.3900,3469.0500,3469.0500,3469.0472,3469.0472,3469.3128,3469.3128,3469.3128,3469.3128,3450.2374,3450.2374
1994-10,3526.6178,3525.7758,3525.7758,3525.7758,3525.7758,3525.6958,3525.6958,3525.6958,3525.6958,3524.7800,3524.7800,3524.7800,3524.8337,3520.9360,3520.9360,3520.9360,3519.4325,3444.1800,3444.1753,3444.1800,3444.1800,3445.8000,3445.8000,3445.7980,3445.7980,3445.4106,3445.4106,3445.4106,3445.4106,3424.1268,3424.1268
1995-01,3494.6550,3493.8855,3493.8855,3493.8855,3493.8855,3490.2213,3490.2213,3490.2213,3490.2213,3490.5445,3490.5445,3490.5445,3490.5480,3492.5999,3492.5999,3492.5999,3495.7680,3455.2100,3455.2108,3455.2100,3455.2100,3454.9400,3454.9400,3454.9364,3454.9364,3455.0357,3455.0357,3455.0357,3455.0357,3436.5105,3436.5105
