"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,1.052,1.052,1.050,1.050,1.050,1.050,1.051,1.051,1.051,1.051,1.051,1.051,0.959,0.959
1991-04,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,0.960,0.960
1991-07,1.047,1.047,1.050,1.050,1.050,1.050,1.047,1.047,1.047,1.047,1.047,1.047,0.958,0.958
1991-10,1.046,1.046,1.050,1.050,1.050,1.050,1.047,1.047,1.047,1.047,1.047,1.047,0.960,0.960
1992-01,1.051,1.051,1.050,1.050,1.050,1.050,1.051,1.051,1.051,1.051,1.051,1.051,0.965,0.965
1992-04,1.049,1.049,1.050,1.050,1.050,1.050,1.049,1.049,1.049,1.049,1.049,1.049,0.963,0.963
1992-07,1.047,1.047,1.050,1.050,1.050,1.050,1.047,1.047,1.047,1.047,1.047,1.047,0.961,0.961
1992-10,1.046,1.046,1.050,1.050,1.050,1.050,1.047,1.047,1.047,1.047,1.047,1.047,0.959,0.959
1993-01,1.045,1.045,1.050,1.050,1.050,1.050,1.045,1.045,1.045,1.045,1.045,1.045,0.961,0.961
1993-04,1.043,1.043,1.040,1.040,1.040,1.040,1.043,1.043,1.043,1.043,1.043,1.043,0.961,0.961
1993-07,1.042,1.042,1.040,1.040,1.040,1.040,1.042,1.042,1.042,1.042,1.042,1.042,0.957,0.957
1993-10,1.039,1.039,1.040,1.040,1.040,1.040,1.039,1.039,1.039,1.039,1.039,1.039,0.956,0.956
