"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,244.99,245.09,245.09,245.09,245.09,245.07,245.07,245.07,245.07,245.03,245.03,245.03,245.03,245.27,245.27,245.25,245.25,245.18,245.18,245.18,245.18,245.09,245.09,245.09,245.07,245.49,245.49,245.49,245.49,245.69,245.69,245.69,245.69,245.52,245.52,245.52,245.52,247.711,247.558,247.558
1991-04,254.24,254.30,254.30,254.30,254.30,254.09,254.09,254.09,254.09,254.12,254.12,254.12,254.12,254.05,254.05,254.03,253.93,254.03,254.03,254.03,254.03,254.11,254.11,254.11,254.06,254.90,254.90,254.98,254.98,254.54,254.54,254.54,254.54,254.66,254.66,254.66,254.66,256.456,256.543,256.543
1991-07,250.27,250.33,250.33,250.33,250.33,250.31,250.31,250.31,250.31,250.27,250.27,250.27,250.27,250.28,250.28,250.28,250.22,250.13,250.13,250.13,250.13,250.23,250.23,250.23,250.23,251.98,251.98,251.98,251.98,251.95,251.95,251.95,251.95,251.97,251.97,251.97,251.97,251.908,252.217,252.217
1991-10,262.22,262.00,262.00,262.00,262.00,262.20,262.20,262.20,262.20,262.26,262.26,262.26,262.26,262.14,262.14,262.17,262.31,262.03,262.03,262.03,262.03,262.01,262.02,262.02,262.10,263.38,263.38,263.30,263.30,263.54,263.54,263.54,263.54,263.53,263.53,263.53,263.53,263.087,262.843,262.843
1992-01,264.77,264.88,264.88,264.88,264.88,264.86,264.86,264.86,264.86,264.85,264.85,264.85,264.85,265.02,265.02,265.01,265.01,264.91,264.91,264.91,264.91,264.85,264.83,264.83,264.79,268.05,268.05,268.05,268.05,268.30,268.30,268.30,268.30,268.12,268.12,268.12,268.12,268.226,268.107,268.107
1992-04,267.90,267.93,267.93,267.93,267.93,267.76,267.76,267.76,267.76,267.84,267.84,267.84,267.84,267.77,267.77,267.71,267.60,267.80,267.80,267.80,267.80,267.88,267.89,267.89,267.82,268.79,268.79,268.87,268.87,268.44,268.44,268.44,268.44,268.54,268.54,268.54,268.54,270.102,270.237,270.237
1992-07,270.69,270.75,270.75,270.75,270.75,270.75,270.75,270.75,270.75,270.69,270.69,270.69,270.69,270.72,270.72,270.71,270.67,270.54,270.54,270.54,270.54,270.66,270.64,270.64,270.64,270.73,270.73,270.73,270.73,270.72,270.72,270.72,270.72,270.80,270.80,270.80,270.80,272.890,273.225,273.225
1992-10,278.99,278.82,278.82,278.82,278.82,279.09,279.09,279.09,279.09,279.05,279.05,279.05,279.05,279.03,279.03,279.09,279.25,279.71,279.71,279.71,279.71,279.60,279.64,279.64,279.74,281.10,281.10,281.02,281.02,281.29,281.29,281.29,281.29,281.27,281.27,281.27,281.27,281.134,280.783,280.783
1993-01,274.57,274.67,274.67,274.67,274.67,274.65,274.65,274.65,274.65,274.64,274.64,274.64,274.64,274.64,274.64,274.63,274.63,274.65,274.65,274.65,274.65,274.54,274.54,274.54,274.52,276.23,276.23,276.23,276.23,276.46,276.46,276.46,276.46,276.26,276.26,276.26,276.26,278.598,278.525,278.525
1993-04,277.75,277.78,277.78,277.78,277.78,277.61,277.61,277.61,277.61,277.67,277.67,277.67,277.67,278.29,278.29,278.22,278.15,278.34,278.34,278.34,278.34,278.37,278.37,278.37,278.30,280.24,280.24,280.29,280.29,279.85,279.85,279.85,279.85,279.99,279.99,279.99,279.99,282.504,282.666,282.666
1993-07,280.56,280.61,280.61,280.61,280.61,280.60,280.60,280.60,280.60,280.50,280.50,280.50,280.50,280.46,280.46,280.49,280.46,280.28,280.28,280.28,280.28,280.42,280.39,280.39,280.38,283.41,283.41,283.41,283.41,283.41,283.41,283.41,283.41,283.48,283.48,283.48,283.48,283.385,283.725,283.725
1993-10,287.61,287.41,287.41,287.41,287.41,287.71,287.71,287.71,287.71,287.68,287.68,287.68,287.68,287.71,287.71,287.77,287.87,288.41,288.41,288.41,288.41,288.30,288.33,288.33,288.43,287.27,287.27,287.22,287.22,287.43,287.43,287.43,287.43,287.43,287.43,287.43,287.43,289.265,288.836,288.836
1994-01,287.12,287.24,287.24,287.24,287.24,287.27,287.27,287.27,287.27,287.30,287.30,287.30,287.30,286.78,286.78,286.79,286.79,286.75,286.75,286.75,286.75,286.70,286.70,286.70,286.67,289.59,289.59,289.58,289.58,289.82,289.82,289.82,289.82,289.72,289.72,289.72,289.72,290.373,290.374,290.374
1994-04,287.74,287.72,287.72,287.72,287.72,287.44,287.44,287.44,287.44,287.60,287.60,287.60,287.60,287.60,287.60,287.52,287.45,287.56,287.56,287.56,287.56,287.56,287.56,287.56,287.50,288.38,288.38,288.43,288.43,288.18,288.18,288.18,288.18,288.26,288.26,288.26,288.26,289.690,289.900,289.900
1994-07,291.29,291.34,291.34,291.34,291.34,291.34,291.34,291.34,291.34,291.24,291.24,291.24,291.24,291.42,291.42,291.46,291.43,291.32,291.32,291.32,291.32,291.45,291.42,291.42,291.41,290.97,290.97,290.96,290.96,290.96,290.96,290.96,290.96,290.94,290.94,290.94,290.94,294.083,294.264,294.264
1994-10,296.58,296.44,296.44,296.44,296.44,296.83,296.83,296.83,296.83,296.80,296.80,296.80,296.80,296.37,296.37,296.41,296.51,296.66,296.66,296.66,296.66,296.63,296.66,296.66,296.76,298.21,298.21,298.18,298.18,298.44,298.44,298.44,298.44,298.46,298.46,298.46,298.46,297.430,297.038,297.038
1995-01,295.43,295.56,295.56,295.56,295.56,295.59,295.59,295.59,295.59,295.57,295.57,295.57,295.57,294.91,294.91,294.94,294.95,294.92,294.92,294.92,294.92,294.82,294.81,294.81,294.77,296.17,296.17,296.17,296.17,296.41,296.41,296.41,296.41,296.35,296.35,296.35,296.35,296.935,296.943,296.943
1995-04,300.50,300.44,300.44,300.44,300.44,300.31,300.31,300.31,300.31,300.43,300.43,300.43,300.43,300.31,300.31,300.22,300.12,300.24,300.24,300.24,300.24,300.22,300.22,300.22,300.20,300.81,300.81,300.84,300.84,300.61,300.61,300.61,300.61,300.60,300.60,300.60,300.60,301.951,302.111,302.111
1995-07,301.81,301.84,301.84,301.84,301.84,301.78,301.78,301.78,301.78,301.75,301.75,301.75,301.75,301.70,301.70,301.73,301.70,301.58,301.58,301.58,301.58,301.70,301.70,301.70,301.69,301.79,301.79,301.82,301.82,301.84,301.84,301.84,301.84,301.87,301.87,301.87,301.87,303.084,303.153,303.153
1995-10,302.14,302.05,302.05,302.05,302.05,302.10,302.10,302.10,302.10,302.08,302.08,302.08,302.08,302.23,302.23,302.25,302.36,302.41,302.41,302.41,302.41,302.44,302.47,302.47,302.52,302.37,302.37,302.31,302.31,302.64,302.64,302.64,302.64,302.71,302.71,302.71,302.71,303.937,303.700,303.700
1996-01,302.91,302.99,302.99,302.99,302.99,302.93,302.93,302.93,302.93,302.85,302.85,302.85,302.85,303.01,303.01,303.04,303.06,303.06,303.06,303.06,303.06,303.00,303.00,303.00,303.00,303.07,303.07,303.03,303.03,302.86,302.86,302.86,302.86,302.94,302.94,302.94,302.94,304.693,304.662,304.662
1996-04,304.70,304.61,304.61,304.61,304.61,304.49,304.49,304.49,304.49,304.69,304.69,304.69,304.69,304.72,304.72,304.63,304.58,304.72,304.72,304.72,304.72,304.61,304.61,304.61,304.59,304.53,304.53,304.55,304.55,304.31,304.31,304.31,304.31,304.29,304.29,304.29,304.29,306.475,306.628,306.628
1996-07,306.19,306.20,306.20,306.20,306.20,306.21,306.21,306.21,306.21,306.08,306.08,306.08,306.08,306.15,306.15,306.18,306.17,306.04,306.04,306.04,306.04,306.15,306.12,306.12,306.13,306.04,306.04,306.12,306.12,306.19,306.19,306.19,306.19,306.20,306.20,306.20,306.20,307.456,307.394,307.394
1996-10,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.91,305.91,305.91,305.91,306.05,306.05,306.08,306.14,306.20,306.20,306.20,306.20,306.31,306.34,306.34,306.37,305.72,305.72,305.65,305.65,305.88,305.88,305.88,305.88,305.93,305.93,305.93,305.93,306.672,306.610,306.610
1997-01,308.75,308.85,308.85,308.85,308.85,308.80,308.80,308.80,308.80,308.67,308.67,308.67,308.67,308.65,308.65,308.68,308.69,308.65,308.65,308.65,308.65,308.73,308.73,308.73,308.72,307.66,307.66,307.57,307.57,307.74,307.74,307.74,307.74,307.72,307.72,307.72,307.72,309.714,309.645,309.645
1997-04,309.35,309.28,309.28,309.28,309.28,309.34,309.34,309.34,309.34,309.57,309.57,309.57,309.57,309.53,309.53,309.44,309.39,309.54,309.54,309.54,309.54,309.31,309.31,309.31,309.28,308.93,308.93,308.96,308.96,308.69,308.69,308.69,308.69,308.65,308.65,308.65,308.65,310.940,311.056,311.056
1997-07,310.29,310.30,310.30,310.30,310.30,310.21,310.21,310.21,310.21,310.12,310.12,310.12,310.12,310.09,310.09,310.12,310.10,310.01,310.01,310.01,310.01,310.11,310.09,310.09,310.10,309.60,309.60,309.75,309.75,309.88,309.88,309.88,309.88,309.90,309.90,309.90,309.90,311.621,311.550,311.550
1997-10,313.72,313.69,313.69,313.69,313.69,313.89,313.89,313.89,313.89,313.89,313.89,313.89,313.89,313.58,313.58,313.61,313.66,313.84,313.84,313.84,313.84,313.95,313.97,313.97,314.01,313.31,313.31,313.20,313.20,313.33,313.33,313.33,313.33,313.34,313.34,313.34,313.34,313.999,314.023,314.023
1998-01,314.75,314.76,314.76,314.76,314.76,314.94,314.94,314.94,314.94,314.81,314.81,314.81,314.81,314.86,314.86,314.89,314.92,314.86,314.86,314.86,314.86,314.85,314.85,314.85,314.90,313.70,313.70,313.64,313.64,313.78,313.78,313.78,313.78,313.79,313.79,313.79,313.79,314.986,314.931,314.931
1998-04,314.41,314.35,314.35,314.35,314.29,314.27,314.27,314.27,314.27,314.57,314.57,314.57,314.57,314.33,314.33,314.24,314.18,314.28,314.28,314.28,314.28,314.12,314.12,314.12,314.08,312.62,312.62,312.62,312.62,312.39,312.39,312.39,312.39,312.34,312.34,312.34,312.34,314.238,314.308,314.308
1998-07,316.52,316.52,316.52,316.52,316.53,316.47,316.47,316.47,316.47,316.32,316.32,316.32,316.32,316.32,316.32,316.35,316.33,316.25,316.25,316.25,316.25,316.32,316.29,316.29,316.29,315.19,315.19,315.37,315.37,315.52,315.52,315.52,315.52,315.52,315.52,315.52,315.52,316.274,316.282,316.282
1998-10,319.02,319.07,319.07,319.07,319.11,319.27,319.27,319.27,319.27,319.25,319.25,319.25,319.25,319.24,319.24,319.27,319.33,319.52,319.52,319.52,319.52,319.62,319.65,319.65,319.63,318.49,318.49,318.37,318.37,318.45,318.45,318.45,318.45,318.51,318.51,318.51,318.51,319.538,319.514,319.514
1999-01,321.55,321.48,321.48,321.48,321.51,321.73,321.73,321.73,321.73,321.66,321.66,321.66,321.66,321.28,321.28,321.31,321.32,321.26,321.26,321.26,321.26,321.26,321.25,321.25,321.30,318.00,318.00,317.96,317.96,318.07,318.07,318.07,318.07,318.13,318.13,318.13,318.13,320.749,320.725,320.725
1999-04,321.21,321.17,321.17,321.17,321.11,321.08,321.08,321.08,321.08,321.39,321.39,321.39,321.39,322.24,322.24,322.18,322.13,322.18,322.18,322.18,322.18,321.98,322.00,322.00,321.92,319.33,319.33,319.29,319.29,319.14,319.14,319.14,319.14,319.04,319.04,319.04,319.04,322.290,322.392,322.392
1999-07,323.75,323.77,323.77,323.77,323.77,323.66,323.66,323.66,323.66,323.43,323.43,323.43,323.43,323.54,323.54,323.54,323.53,323.45,323.45,323.45,323.45,323.56,323.49,323.49,323.53,320.53,320.53,320.73,320.73,320.90,320.90,320.90,320.90,320.85,320.85,320.85,320.85,323.408,323.415,323.415
1999-10,329.59,329.67,329.67,329.67,329.70,329.87,329.87,329.87,329.87,329.78,329.78,329.78,329.78,329.69,329.69,329.72,329.77,330.02,330.02,330.02,330.02,330.11,330.17,330.17,330.16,327.58,327.58,327.46,327.46,326.94,326.94,326.94,326.94,327.04,327.04,327.04,327.04,328.304,328.218,328.218
2000-01,330.62,330.44,330.44,330.44,330.47,330.54,330.54,330.54,330.54,330.49,330.49,330.49,330.49,331.21,331.21,331.25,331.26,331.26,331.26,331.26,331.26,331.18,331.18,331.18,331.25,328.21,328.21,328.16,328.16,327.98,327.98,327.98,327.98,328.15,328.15,328.15,328.15,330.689,330.690,330.690
2000-04,334.84,334.85,334.85,334.85,334.76,334.86,334.86,334.86,334.86,335.22,335.22,335.22,335.22,335.00,335.00,334.95,334.90,334.88,334.88,334.88,334.88,334.70,334.70,334.70,334.64,329.19,329.19,329.17,329.17,329.09,329.09,329.09,329.09,329.01,329.01,329.01,329.01,331.386,331.576,331.576
2000-07,335.72,335.80,335.80,335.80,335.74,335.52,335.52,335.52,335.52,335.34,335.34,335.34,335.34,335.18,335.18,335.16,335.15,335.07,335.07,335.07,335.07,335.21,335.12,335.12,335.16,330.27,330.27,330.40,330.40,330.56,330.56,330.56,330.56,330.56,330.56,330.56,330.56,331.665,331.728,331.728
2000-10,336.14,336.24,336.24,336.24,336.36,336.17,336.17,336.17,336.17,336.07,336.07,336.07,336.07,336.20,336.20,336.24,336.29,336.37,336.37,336.37,336.37,336.53,336.62,336.62,336.59,331.00,331.00,330.94,330.94,331.09,331.09,331.09,331.09,331.16,331.16,331.16,331.16,332.642,332.387,332.387
2001-01,343.66,343.73,343.73,343.73,343.73,344.00,344.00,344.00,344.00,344.06,344.06,344.06,344.06,344.55,344.55,344.61,344.63,344.59,344.59,344.59,344.59,344.54,344.56,344.56,344.58,339.03,339.03,339.00,339.00,339.11,339.11,339.11,339.11,339.22,339.22,339.22,339.22,342.628,342.676,342.676
2001-04,347.96,348.35,348.35,348.35,348.25,348.43,348.43,348.43,348.43,348.67,348.67,348.67,348.67,348.42,348.42,348.39,348.35,348.25,348.25,348.25,348.25,348.07,348.10,348.10,348.01,341.29,341.29,341.26,341.26,341.30,341.30,341.30,341.30,341.16,341.16,341.16,341.16,344.640,344.816,344.816
2001-07,349.91,350.60,350.60,350.60,350.47,350.09,350.09,350.09,350.09,349.99,349.99,349.99,349.99,349.91,349.91,349.82,349.81,349.75,349.75,349.75,349.75,349.95,349.80,349.80,349.89,342.49,342.49,342.58,342.58,342.68,342.68,342.68,342.68,342.62,342.62,342.62,342.62,346.848,346.832,346.832
2001-10,347.12,347.50,347.50,347.50,347.71,347.54,347.54,347.54,347.54,347.38,347.38,347.38,347.38,347.47,347.47,347.53,347.56,347.78,347.78,347.78,347.78,347.91,348.01,348.01,347.98,341.33,341.33,341.30,341.30,341.35,341.35,341.35,341.35,341.44,341.44,341.44,341.44,346.698,346.489,346.489
2002-01,347.22,347.25,347.25,347.25,347.22,346.43,346.43,346.43,346.43,346.55,346.55,346.55,346.55,346.85,346.85,346.88,346.89,346.85,346.85,346.85,346.85,346.84,346.87,346.87,346.89,342.12,342.12,342.09,342.09,342.25,342.25,342.25,342.25,342.26,342.26,342.26,342.26,344.277,344.342,344.342
2002-04,350.36,350.55,350.55,350.55,350.43,350.14,350.14,350.14,350.14,350.25,350.25,350.25,350.25,350.35,350.35,350.32,350.29,350.15,350.15,350.15,350.15,349.95,349.95,349.95,349.88,343.36,343.36,343.36,343.36,343.37,343.37,343.37,343.37,343.32,343.32,343.32,343.32,344.912,345.075,345.075
2002-07,354.59,354.80,354.80,354.80,354.61,353.51,353.51,353.51,353.51,353.47,353.47,353.47,353.47,353.25,353.25,353.16,353.15,353.03,353.03,353.03,353.03,353.16,353.03,353.03,353.12,345.61,345.61,345.61,345.61,345.65,345.65,345.65,345.65,345.69,345.69,345.69,345.69,347.585,347.585,347.585
2002-10,355.66,354.40,354.40,354.40,354.74,353.55,353.55,353.55,353.55,353.34,353.34,353.34,353.34,353.27,353.27,353.37,353.40,353.68,353.68,353.68,353.68,353.85,353.94,353.94,353.91,349.01,349.01,349.02,349.02,349.15,349.15,349.15,349.15,349.11,349.11,349.11,349.11,350.787,350.558,350.558
2003-01,359.49,358.78,358.78,358.78,358.75,356.75,356.75,356.75,356.75,357.39,357.39,357.39,357.39,358.21,358.21,358.27,358.27,358.23,358.23,358.23,358.23,358.26,358.26,358.26,358.31,354.77,354.77,354.78,354.78,354.99,354.99,354.99,354.99,354.93,354.93,354.93,354.93,355.519,355.578,355.578
2003-04,360.10,359.09,359.09,359.09,358.90,357.52,357.52,357.52,357.52,358.14,358.14,358.14,358.14,357.61,357.61,357.61,357.59,357.31,357.31,357.31,357.31,357.13,357.16,357.16,357.08,351.95,351.95,351.96,351.96,351.94,351.94,351.94,351.94,351.87,351.87,351.87,351.87,354.752,354.843,354.843
2003-07,360.95,359.57,359.57,359.57,359.35,357.69,357.69,357.69,357.69,359.00,359.00,359.00,359.00,358.71,358.71,358.55,358.54,358.36,358.36,358.36,358.36,358.49,358.36,358.36,358.44,351.80,351.80,351.81,351.81,351.80,351.80,351.80,351.80,351.90,351.90,351.90,351.90,356.149,356.042,356.042
2003-10,360.82,359.12,359.12,359.12,359.56,358.38,358.38,358.38,358.38,358.46,358.46,358.46,358.46,358.00,358.00,358.11,358.14,358.83,358.83,358.83,358.83,358.93,359.03,359.03,358.98,354.25,354.25,354.22,354.22,354.21,354.21,354.21,354.21,354.23,354.23,354.23,354.23,359.536,359.494,359.494
2004-01,361.04,362.82,362.82,362.82,362.77,359.97,359.97,359.97,359.97,361.00,361.00,361.00,361.00,360.72,360.72,360.77,360.76,360.68,360.68,360.68,360.68,360.78,360.75,360.75,360.80,355.92,355.92,355.95,355.95,355.73,355.73,355.73,355.73,355.86,355.86,355.86,355.86,358.827,358.902,358.902
2004-04,362.30,364.01,364.01,364.01,363.80,361.68,361.68,361.68,361.68,363.06,363.06,363.06,363.06,362.49,362.49,362.51,362.50,362.09,362.09,362.09,362.09,361.81,361.94,361.94,361.80,357.15,357.15,357.15,357.15,357.13,357.13,357.13,357.13,357.12,357.12,357.12,357.12,360.300,360.375,360.375
2004-07,364.59,365.58,365.58,365.58,365.29,363.28,363.28,363.28,363.28,364.87,364.87,364.87,364.87,363.01,363.01,362.81,362.79,362.62,362.62,362.62,362.62,362.74,362.52,362.52,362.66,358.47,358.47,358.44,358.44,358.45,358.45,358.45,358.45,358.46,358.46,358.46,358.46,360.868,360.709,360.709
2004-10,368.01,370.40,370.40,370.40,370.95,366.44,366.44,366.44,366.44,366.92,366.92,366.92,366.92,365.75,365.75,365.87,365.91,366.76,366.76,366.76,366.76,366.79,366.92,366.92,366.85,362.13,362.13,362.13,362.13,361.56,361.56,361.56,361.56,361.60,361.60,361.60,361.60,364.168,364.177,364.177
2005-01,366.60,368.52,368.53,368.65,369.52,365.80,365.80,365.80,365.80,366.82,366.82,366.82,366.82,366.26,366.26,366.34,366.33,366.29,366.29,366.29,366.29,366.64,366.54,366.54,366.55,361.55,361.55,361.54,361.54,361.73,361.73,361.73,361.73,361.72,361.72,361.72,361.72,364.261,364.346,364.346
2005-04,,369.07,369.60,370.06,370.88,368.03,368.03,368.03,368.03,368.57,368.57,368.57,368.57,368.41,368.41,368.43,368.41,367.98,367.98,367.98,367.98,367.46,367.72,367.72,367.53,364.16,364.16,364.15,364.15,364.16,364.16,364.16,364.16,364.15,364.15,364.15,364.15,365.977,365.995,365.995
2005-07,,,371.03,373.77,374.39,371.65,371.65,371.65,371.65,373.21,373.21,373.21,373.21,372.64,372.64,372.39,372.38,372.55,372.55,372.55,372.55,372.63,372.34,372.34,372.57,368.58,368.58,368.58,368.58,368.58,368.58,368.58,368.58,368.61,368.61,368.61,368.61,370.703,370.412,370.412
2005-10,,,,374.70,375.59,371.38,371.38,371.38,371.38,372.96,372.96,372.96,372.96,372.46,372.46,372.60,372.64,372.79,372.79,372.79,372.79,372.88,373.01,373.01,372.96,368.36,368.36,368.39,368.39,368.41,368.41,368.41,368.41,368.45,368.45,368.45,368.45,373.722,373.910,373.910
2006-01,,,,,377.78,375.41,375.25,374.67,374.85,375.56,375.56,375.56,375.56,374.32,374.32,374.39,374.37,374.50,374.50,374.50,374.50,375.30,375.17,375.17,375.12,371.26,371.26,371.29,371.29,371.43,371.43,371.43,371.43,371.47,371.47,371.47,371.47,374.228,374.296,374.296
2006-04,,,,,,374.90,376.06,375.80,375.69,377.43,377.43,377.43,377.43,377.39,377.39,377.39,377.36,377.41,377.41,377.41,377.41,377.49,377.85,377.85,377.56,374.98,374.98,374.95,374.95,374.96,374.96,374.96,374.96,374.88,374.88,374.88,374.88,376.819,376.785,376.785
