"",2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1992-07,169.86,169.84,169.84,169.88,169.88,169.81,169.81,169.81,169.81,169.89,169.90,169.90,169.90,169.90,169.90,169.90,169.88,174.56,174.56,174.56,174.56,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,173.214,173.214,173.214
1992-10,169.60,169.61,169.61,169.61,169.61,169.54,169.54,169.54,169.54,169.62,169.62,169.62,169.62,169.61,169.61,169.61,169.61,173.95,173.95,173.95,173.95,173.98,173.98,173.98,173.98,174.00,174.01,174.01,174.01,172.755,172.755,172.755
1993-01,167.64,167.64,167.64,167.62,167.62,167.59,167.59,167.59,167.59,167.65,167.64,167.64,167.64,167.66,167.66,167.66,167.67,171.87,171.87,171.87,171.87,171.87,171.87,171.87,171.87,171.85,171.84,171.84,171.84,170.623,170.623,170.623
1993-04,168.82,168.80,168.80,168.79,168.79,168.90,168.90,168.90,168.90,168.73,168.75,168.75,168.75,168.74,168.74,168.74,168.75,173.22,173.22,173.22,173.22,173.19,173.20,173.20,173.20,173.18,173.18,173.18,173.18,172.454,172.454,172.454
1993-07,170.18,170.19,170.19,170.24,170.24,170.17,170.17,170.17,170.17,170.22,170.22,170.22,170.22,170.22,170.22,170.22,170.21,174.86,174.86,174.86,174.86,174.82,174.82,174.82,174.82,174.84,174.81,174.81,174.81,173.651,173.651,173.651
1993-10,171.14,171.15,171.15,171.13,171.13,171.13,171.13,171.13,171.13,171.17,171.17,171.17,171.17,171.16,171.16,171.16,171.17,175.82,175.82,175.82,175.82,175.88,175.88,175.88,175.88,175.89,175.92,175.92,175.92,174.811,174.811,174.811
1994-01,172.47,172.47,172.47,172.44,172.44,172.37,172.37,172.37,172.37,172.38,172.42,172.42,172.42,172.44,172.44,172.44,172.45,177.05,177.05,177.05,177.05,177.02,177.02,177.02,177.02,177.00,176.99,176.99,176.99,175.840,175.840,175.840
1994-04,171.94,171.91,171.91,171.91,171.91,171.96,171.96,171.96,171.96,171.87,171.88,171.88,171.88,171.87,171.87,171.87,171.88,176.34,176.34,176.34,176.34,176.31,176.31,176.31,176.31,176.31,176.29,176.29,176.29,175.429,175.430,175.430
1994-07,172.41,172.42,172.42,172.47,172.47,172.42,172.42,172.42,172.42,172.46,172.45,172.45,172.45,172.45,172.45,172.45,172.42,177.42,177.42,177.42,177.42,177.37,177.37,177.37,177.37,177.39,177.35,177.35,177.35,176.378,176.379,176.379
1994-10,174.84,174.85,174.85,174.83,174.83,174.90,174.90,174.90,174.90,174.94,174.92,174.92,174.92,174.91,174.91,174.91,174.91,179.75,179.75,179.75,179.75,179.85,179.85,179.85,179.85,179.85,179.93,179.93,179.93,178.905,178.905,178.905
1995-01,176.68,176.68,176.68,176.65,176.65,176.53,176.53,176.53,176.53,176.52,176.60,176.60,176.60,176.60,176.60,176.60,176.62,181.29,181.29,181.29,181.29,181.24,181.24,181.24,181.24,181.25,181.21,181.21,181.21,180.256,180.256,180.256
1995-04,178.35,178.35,178.35,178.37,178.37,178.36,178.36,178.36,178.36,178.32,178.31,178.31,178.31,178.30,178.30,178.30,178.32,183.12,183.12,183.12,183.12,183.09,183.09,183.09,183.09,183.09,183.04,183.04,183.04,182.153,182.153,182.153
1995-07,178.42,178.43,178.43,178.46,178.46,178.46,178.46,178.46,178.46,178.47,178.43,178.43,178.43,178.43,178.43,178.43,178.40,183.22,183.22,183.22,183.22,183.17,183.17,183.17,183.17,183.19,183.15,183.15,183.15,182.219,182.219,182.219
1995-10,179.81,179.83,179.83,179.81,179.81,179.94,179.94,179.94,179.94,179.97,179.94,179.94,179.94,179.93,179.93,179.93,179.94,184.57,184.57,184.57,184.57,184.68,184.68,184.68,184.68,184.68,184.80,184.80,184.80,183.559,183.558,183.558
1996-01,178.88,178.87,178.87,178.85,178.85,178.72,178.72,178.72,178.72,178.72,178.81,178.81,178.81,178.80,178.80,178.80,178.82,183.52,183.52,183.52,183.52,183.46,183.46,183.46,183.46,183.45,183.41,183.41,183.41,182.334,182.334,182.334
1996-04,178.02,178.01,178.01,178.04,178.04,178.00,178.00,178.00,178.00,177.99,177.97,177.97,177.97,177.97,177.97,177.97,177.98,182.50,182.50,182.50,182.50,182.49,182.49,182.49,182.49,182.50,182.44,182.44,182.44,181.594,181.594,181.594
1996-07,178.78,178.79,178.79,178.78,178.78,178.81,178.81,178.81,178.81,178.82,178.78,178.78,178.78,178.78,178.78,178.78,178.75,183.58,183.58,183.58,183.58,183.54,183.54,183.54,183.54,183.56,183.54,183.54,183.54,182.739,182.739,182.739
1996-10,179.09,179.10,179.10,179.08,179.08,179.20,179.20,179.20,179.20,179.23,179.20,179.20,179.20,179.19,179.19,179.19,179.21,183.38,183.38,183.38,183.38,183.48,183.48,183.48,183.48,183.46,183.58,183.58,183.58,182.940,182.940,182.940
1997-01,178.79,178.77,178.77,178.76,178.76,178.68,178.68,178.68,178.68,178.65,178.71,178.71,178.71,178.72,178.72,178.72,178.72,183.07,183.07,183.07,183.07,183.01,183.01,183.01,183.01,183.01,182.98,182.98,182.98,182.291,182.291,182.291
1997-04,178.04,178.04,178.04,178.07,178.07,178.02,178.02,178.02,178.02,178.06,178.04,178.04,178.04,178.04,178.04,178.04,178.04,182.28,182.28,182.28,182.28,182.29,182.29,182.29,182.29,182.28,182.22,182.22,182.22,181.768,181.768,181.768
1997-07,178.47,178.46,178.46,178.44,178.44,178.48,178.48,178.48,178.48,178.50,178.48,178.48,178.48,178.48,178.48,178.48,178.46,182.99,182.99,182.99,182.99,182.99,182.99,182.99,182.99,183.00,183.01,183.01,183.01,182.470,182.470,182.470
1997-10,179.57,179.58,179.58,179.58,179.58,179.66,179.66,179.66,179.66,179.66,179.64,179.64,179.64,179.63,179.63,179.63,179.65,183.69,183.69,183.69,183.69,183.73,183.73,183.73,183.73,183.74,183.82,183.82,183.82,183.348,183.348,183.348
1998-01,180.44,180.44,180.44,180.44,180.44,180.44,180.44,180.44,180.44,180.42,180.42,180.42,180.42,180.43,180.43,180.43,180.43,184.77,184.77,184.77,184.77,184.73,184.73,184.73,184.73,184.72,184.71,184.71,184.71,184.327,184.327,184.327
1998-04,181.78,181.78,181.78,181.79,181.79,181.78,181.78,181.78,181.78,181.78,181.77,181.77,181.77,181.77,181.77,181.77,181.77,185.98,185.98,185.98,185.98,185.97,185.97,185.97,185.97,185.98,185.94,185.94,185.94,185.746,185.746,185.746
1998-07,182.94,182.94,182.94,182.93,182.93,182.94,182.94,182.94,182.94,182.96,182.97,182.97,182.97,182.96,182.96,182.96,182.95,187.24,187.24,187.24,187.24,187.25,187.25,187.25,187.25,187.25,187.28,187.28,187.28,187.160,187.160,187.160
1998-10,185.02,185.03,185.03,185.03,185.03,185.04,185.04,185.04,185.04,185.02,185.03,185.03,185.03,185.02,185.02,185.02,185.04,189.04,189.04,189.04,189.04,189.06,189.06,189.06,189.06,189.05,189.08,189.08,189.08,188.778,188.778,188.778
1999-01,184.28,184.25,184.25,184.25,184.25,184.33,184.33,184.33,184.33,184.32,184.26,184.26,184.26,184.27,184.27,184.27,184.27,188.27,188.27,188.27,188.27,188.27,188.27,188.27,188.27,188.27,188.27,188.27,188.27,188.458,188.458,188.458
1999-04,186.43,186.42,186.42,186.41,186.41,186.37,186.37,186.37,186.37,186.38,186.39,186.39,186.39,186.40,186.40,186.40,186.39,190.67,190.67,190.67,190.67,190.67,190.67,190.67,190.67,190.69,190.65,190.65,190.65,190.813,190.813,190.813
1999-07,187.57,187.57,187.57,187.60,187.60,187.56,187.56,187.56,187.56,187.57,187.61,187.61,187.61,187.60,187.60,187.60,187.59,191.55,191.55,191.55,191.55,191.54,191.54,191.54,191.54,191.54,191.57,191.57,191.57,191.861,191.861,191.861
1999-10,189.63,189.65,189.65,189.64,189.64,189.64,189.64,189.64,189.64,189.61,189.62,189.62,189.62,189.61,189.61,189.61,189.63,193.64,193.64,193.64,193.64,193.63,193.63,193.63,193.63,193.64,193.65,193.65,193.65,193.687,193.687,193.687
2000-01,193.16,193.15,193.15,193.14,193.14,193.28,193.28,193.28,193.28,193.26,193.16,193.16,193.16,193.18,193.18,193.18,193.17,197.20,197.20,197.20,197.20,197.21,197.21,197.21,197.21,197.20,197.20,197.20,197.20,197.793,197.793,197.793
2000-04,195.11,195.10,195.10,195.07,195.07,195.05,195.05,195.05,195.05,195.04,195.06,195.06,195.06,195.07,195.07,195.07,195.06,199.13,199.13,199.13,199.13,199.13,199.13,199.13,199.13,199.14,199.12,199.12,199.12,199.730,199.730,199.730
2000-07,195.95,195.97,195.97,196.02,196.02,195.93,195.93,195.93,195.93,195.96,196.01,196.01,196.01,195.99,195.99,195.99,195.99,199.91,199.91,199.91,199.91,199.93,199.93,199.93,199.93,199.93,199.95,199.95,199.95,200.559,200.559,200.559
2000-10,197.51,197.54,197.54,197.53,197.53,197.51,197.51,197.51,197.51,197.51,197.52,197.52,197.52,197.50,197.50,197.50,197.52,201.46,201.46,201.46,201.46,201.46,201.46,201.46,201.46,201.46,201.46,201.46,201.46,201.764,201.764,201.764
2001-01,198.86,198.84,198.84,198.83,198.83,198.94,198.94,198.94,198.94,198.93,198.86,198.86,198.86,198.87,198.87,198.87,198.86,202.47,202.47,202.47,202.47,202.46,202.46,202.46,202.46,202.47,202.47,202.47,202.47,202.380,202.380,202.380
2001-04,199.53,199.49,199.49,199.47,199.47,199.44,199.44,199.44,199.44,199.45,199.47,199.47,199.47,199.48,199.48,199.48,199.47,203.19,203.19,203.19,203.19,203.19,203.19,203.19,203.19,203.19,203.18,203.18,203.18,202.949,202.949,202.949
2001-07,199.15,199.16,199.16,199.19,199.19,199.13,199.13,199.13,199.13,199.14,199.18,199.18,199.18,199.17,199.17,199.17,199.17,202.90,202.90,202.90,202.90,202.89,202.89,202.89,202.89,202.90,202.91,202.91,202.91,202.440,202.440,202.440
2001-10,199.64,199.69,199.69,199.69,199.69,199.68,199.68,199.68,199.68,199.66,199.68,199.68,199.68,199.69,199.69,199.69,199.70,203.57,203.57,203.57,203.57,203.57,203.57,203.57,203.57,203.58,203.57,203.57,203.57,202.978,202.978,202.978
2002-01,198.95,198.92,198.92,198.92,198.92,198.96,198.96,198.96,198.96,198.97,198.94,198.94,198.94,198.95,198.95,198.95,198.94,202.52,202.52,202.52,202.52,202.52,202.52,202.52,202.52,202.52,202.51,202.51,202.51,202.018,202.018,202.018
2002-04,198.86,198.80,198.80,198.79,198.79,198.76,198.76,198.76,198.76,198.77,198.79,198.79,198.79,198.78,198.78,198.78,198.78,202.31,202.31,202.31,202.31,202.31,202.31,202.31,202.31,202.31,202.31,202.31,202.31,201.895,201.895,201.895
2002-07,199.79,199.81,199.81,199.81,199.81,199.79,199.79,199.79,199.79,199.80,199.81,199.81,199.81,199.78,199.78,199.78,199.79,203.46,203.46,203.46,203.46,203.44,203.44,203.44,203.44,203.46,203.47,203.47,203.47,203.019,203.019,203.019
2002-10,198.50,198.57,198.57,198.58,198.58,198.61,198.61,198.61,198.61,198.58,198.58,198.58,198.58,198.60,198.60,198.60,198.60,202.33,202.33,202.33,202.33,202.35,202.35,202.35,202.35,202.35,202.36,202.36,202.36,201.902,201.902,201.902
2003-01,198.94,198.92,198.92,198.94,198.94,198.87,198.87,198.87,198.87,198.89,198.91,198.91,198.91,198.90,198.90,198.90,198.90,202.18,202.18,202.18,202.18,202.16,202.16,202.16,202.16,202.17,202.14,202.14,202.14,201.633,201.632,201.632
2003-04,198.93,198.84,198.84,198.85,198.85,198.80,198.80,198.80,198.80,198.85,198.85,198.85,198.85,198.81,198.81,198.81,198.81,202.26,202.26,202.26,202.26,202.28,202.28,202.28,202.28,202.26,202.26,202.26,202.26,201.386,201.387,201.387
2003-07,198.82,198.85,198.85,198.80,198.80,198.86,198.86,198.86,198.86,198.86,198.84,198.84,198.84,198.83,198.83,198.83,198.83,202.30,202.30,202.30,202.30,202.29,202.29,202.29,202.29,202.30,202.31,202.31,202.31,201.687,201.687,201.687
2003-10,198.65,198.89,198.89,198.91,198.91,198.95,198.95,198.95,198.95,198.91,198.89,198.89,198.89,198.93,198.93,198.93,198.93,202.27,202.27,202.27,202.27,202.31,202.30,202.30,202.30,202.28,202.30,202.30,202.30,201.843,201.844,201.844
2004-01,200.19,200.15,200.15,200.21,200.21,200.00,200.00,200.00,200.00,200.04,200.10,200.10,200.10,200.09,200.09,200.09,200.09,203.61,203.61,203.61,203.61,203.55,203.55,203.55,203.55,203.59,203.52,203.52,203.52,202.658,202.657,202.657
2004-04,199.52,199.44,199.44,199.42,199.42,199.36,199.36,199.36,199.36,199.44,199.43,199.43,199.43,199.36,199.36,199.36,199.36,202.74,202.74,202.74,202.74,202.75,202.75,202.75,202.75,202.73,202.75,202.75,202.75,202.046,202.045,202.045
2004-07,198.83,198.86,198.86,198.81,198.81,198.96,198.96,198.96,198.96,198.94,198.90,198.90,198.90,198.92,198.92,198.92,198.92,202.16,202.16,202.16,202.16,202.14,202.14,202.14,202.14,202.15,202.17,202.17,202.17,201.651,201.652,201.652
2004-10,198.45,198.84,198.84,198.86,198.86,198.91,198.91,198.91,198.91,198.81,198.80,198.80,198.80,198.87,198.87,198.87,198.87,202.08,202.08,202.08,202.08,202.13,202.13,202.13,202.13,202.10,202.13,202.13,202.13,201.540,201.540,201.540
2005-01,198.76,198.65,198.65,198.78,198.78,198.49,198.49,198.49,198.49,198.53,198.57,198.57,198.57,198.57,198.57,198.57,198.56,201.65,201.65,201.65,201.65,201.58,201.58,201.58,201.58,201.64,201.55,201.55,201.55,202.102,202.102,202.102
2005-04,198.45,198.34,198.34,198.29,198.29,198.16,198.16,198.16,198.16,198.27,198.26,198.26,198.26,198.14,198.14,198.14,198.14,201.03,201.03,201.03,201.03,201.04,201.04,201.04,201.04,201.01,201.03,201.03,201.03,201.595,201.594,201.594
2005-07,198.00,197.77,197.77,197.72,197.72,197.97,197.97,197.97,197.97,197.98,197.94,197.94,197.94,197.95,197.95,197.95,197.96,200.77,200.77,200.77,200.77,200.77,200.77,200.77,200.77,200.79,200.81,200.81,200.81,201.619,201.620,201.620
2005-10,197.89,198.49,198.49,198.48,198.48,198.46,198.46,198.46,198.46,198.25,198.24,198.24,198.24,198.35,198.35,198.35,198.35,201.20,201.20,201.20,201.20,201.25,201.25,201.25,201.25,201.23,201.27,201.27,201.27,202.186,202.187,202.187
2006-01,199.58,199.97,199.97,200.16,200.16,199.73,199.73,199.73,199.73,199.80,199.84,199.84,199.84,199.84,199.84,199.84,199.82,202.56,202.56,202.56,202.56,202.44,202.45,202.45,202.45,202.53,202.43,202.43,202.43,203.186,203.187,203.187
2006-04,201.67,202.23,202.23,202.14,202.14,201.75,201.75,201.75,201.75,201.94,201.94,201.94,201.94,201.77,201.77,201.77,201.76,204.18,204.18,204.18,204.18,204.16,204.16,204.16,204.16,204.12,204.15,204.15,204.15,205.241,205.237,205.237
2006-07,203.24,203.79,203.79,203.74,203.74,203.98,203.98,203.98,203.98,203.99,203.97,203.97,203.97,204.03,204.03,204.03,204.06,206.82,206.82,206.82,206.82,206.82,206.82,206.82,206.82,206.83,206.88,206.88,206.88,208.283,208.284,208.284
2006-10,202.78,204.40,204.40,204.35,204.35,204.33,204.33,204.33,204.33,203.94,203.94,203.94,203.94,204.16,204.16,204.16,204.20,206.96,206.96,206.96,206.96,207.07,207.06,207.06,207.06,207.01,207.05,207.05,207.05,208.606,208.607,208.607
2007-01,205.80,207.28,207.12,207.51,207.50,207.04,207.04,207.04,207.04,206.63,206.65,206.65,206.65,206.58,206.58,206.58,206.55,208.96,208.96,208.96,208.96,208.80,208.80,208.80,208.80,208.92,208.81,208.81,208.81,210.383,210.386,210.386
2007-04,,209.59,209.60,209.90,209.84,209.85,209.85,209.85,209.85,209.56,209.56,209.56,209.56,209.22,209.22,209.22,209.16,211.22,211.22,211.22,211.22,211.20,211.21,211.21,211.21,211.15,211.18,211.18,211.18,212.861,212.854,212.854
2007-07,,,210.18,209.64,209.88,210.08,210.08,210.08,210.08,209.44,209.42,209.42,209.42,209.47,209.47,209.47,209.50,211.74,211.74,211.74,211.74,211.78,211.78,211.78,211.78,211.78,211.82,211.82,211.82,213.825,213.827,213.827
2007-10,,,,211.33,212.33,212.60,212.60,212.60,212.60,211.32,211.32,211.32,211.32,211.63,211.63,211.63,211.70,214.44,214.44,214.44,214.44,214.60,214.59,214.59,214.59,214.51,214.55,214.55,214.55,216.711,216.713,216.713
2008-01,,,,,215.49,215.31,215.32,215.41,215.08,215.31,215.32,215.32,215.32,215.10,215.10,215.10,214.96,217.37,217.37,217.37,217.37,216.93,216.94,216.94,216.94,217.10,216.97,216.97,216.96,219.078,219.083,219.083
2008-04,,,,,,217.20,216.60,216.68,216.64,216.88,216.89,216.89,216.89,216.22,216.22,216.22,216.13,218.94,218.94,218.94,218.94,218.85,218.85,218.85,218.85,218.81,218.85,218.85,218.85,220.696,220.685,220.685
2008-07,,,,,,,218.69,219.44,219.32,218.99,218.97,218.97,218.97,218.95,218.95,218.95,218.95,220.62,220.62,220.62,220.62,220.55,220.55,220.55,220.55,220.52,220.57,220.57,220.57,222.466,222.469,222.469
2008-10,,,,,,,,219.43,218.62,217.48,217.49,217.49,217.49,218.13,218.13,218.13,218.33,220.96,220.96,220.96,220.96,221.30,221.30,221.30,221.30,221.20,221.23,221.23,221.24,224.069,224.074,224.074
2009-01,,,,,,,,,214.88,214.83,214.79,214.87,214.60,214.85,214.85,214.85,214.63,216.87,216.87,216.87,216.87,217.11,217.11,217.11,217.11,217.07,216.93,216.93,216.92,219.550,219.556,219.556
2009-04,,,,,,,,,,213.47,212.98,213.20,212.89,212.93,212.93,212.93,212.79,214.97,214.97,214.97,214.97,214.84,214.86,214.86,214.86,214.72,214.76,214.76,214.76,217.251,217.233,217.233
2009-07,,,,,,,,,,,212.23,212.17,211.78,212.58,212.58,212.58,212.58,213.94,213.94,213.94,213.94,214.23,214.22,214.22,214.22,214.13,214.17,214.17,214.17,216.700,216.704,216.704
2009-10,,,,,,,,,,,,211.75,211.34,212.67,212.67,212.67,213.00,215.09,215.09,215.09,215.09,215.55,215.53,215.53,215.53,215.57,215.62,215.62,215.63,218.443,218.451,218.451
2010-01,,,,,,,,,,,,,214.03,215.20,215.60,215.46,214.94,216.31,216.31,216.31,216.31,217.52,217.52,217.52,217.52,217.57,217.46,217.46,217.46,220.045,220.053,220.053
2010-04,,,,,,,,,,,,,,216.99,218.09,218.35,217.88,219.24,219.24,219.24,219.24,220.63,220.65,220.65,220.65,220.18,220.22,220.22,220.19,222.635,222.609,222.609
2010-07,,,,,,,,,,,,,,,220.06,220.70,220.29,221.33,221.33,221.33,221.33,223.32,223.30,223.30,223.30,222.93,222.98,222.98,222.98,225.401,225.405,225.405
2010-10,,,,,,,,,,,,,,,,221.18,221.58,223.46,223.46,223.46,223.46,226.03,226.02,226.02,226.02,225.52,225.55,225.55,225.58,228.322,228.336,228.336
2011-01,,,,,,,,,,,,,,,,,226.06,228.07,228.02,227.90,227.94,229.76,229.77,229.77,229.77,229.52,229.40,229.40,229.38,231.592,231.605,231.605
2011-04,,,,,,,,,,,,,,,,,,231.41,231.18,231.25,231.29,232.95,232.99,232.99,232.99,232.05,232.11,232.11,232.06,234.315,234.267,234.267
2011-07,,,,,,,,,,,,,,,,,,,231.72,232.53,232.59,234.73,234.71,234.71,234.71,234.00,234.04,234.04,234.04,236.368,236.379,236.379
2011-10,,,,,,,,,,,,,,,,,,,,233.49,233.40,236.24,236.22,236.22,236.22,235.75,235.76,235.76,235.81,238.375,238.399,238.399
2012-01,,,,,,,,,,,,,,,,,,,,,238.49,239.75,239.38,239.55,239.49,239.34,239.25,239.25,239.21,241.499,241.518,241.518
2012-04,,,,,,,,,,,,,,,,,,,,,,242.65,242.83,243.05,243.01,242.16,242.24,242.24,242.15,244.576,244.503,244.503
2012-07,,,,,,,,,,,,,,,,,,,,,,,243.19,243.97,243.92,243.29,243.32,243.32,243.34,245.869,245.889,245.889
2012-10,,,,,,,,,,,,,,,,,,,,,,,,245.02,245.24,244.68,244.67,244.67,244.78,247.397,247.433,247.433
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,248.00,246.54,246.46,246.17,246.05,248.155,248.180,248.180
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,248.48,248.63,248.30,248.14,250.600,250.491,250.491
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,249.79,249.84,249.81,252.099,252.132,252.132
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.55,251.05,253.851,253.901,253.901
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.81,257.805,257.814,257.769
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.636,260.130,259.993
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.535,261.613
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.154
