"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,8.91,8.91,8.91,8.92,8.92,8.92,8.92,8.93,8.93,8.93,8.93,8.92,8.92,8.92,8.92,9.14,9.14,9.14,9.14,9.15,9.15,9.15,9.15,9.14,9.14,9.14,9.14,9.117,9.117,9.117
1991-04,9.98,9.98,9.98,9.97,9.97,9.97,9.97,10.00,10.00,10.00,10.00,10.06,10.06,10.06,10.06,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.456,9.456,9.456
1991-07,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.51,9.51,9.51,9.51,9.48,9.48,9.48,9.48,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.36,9.355,9.355,9.355
1991-10,8.84,8.84,8.84,8.85,8.85,8.85,8.85,8.78,8.78,8.78,8.78,8.75,8.75,8.75,8.75,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.559,8.559,8.559
1992-01,9.58,9.58,9.58,9.57,9.57,9.57,9.57,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.30,9.30,9.30,9.30,9.30,9.30,9.30,9.30,9.29,9.29,9.29,9.29,9.298,9.298,9.298
1992-04,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.96,8.96,8.96,8.96,9.02,9.02,9.02,9.02,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.81,8.81,8.81,8.81,8.835,8.835,8.835
1992-07,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.16,8.16,8.16,8.16,8.14,8.14,8.14,8.14,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.974,7.974,7.974
1992-10,7.44,7.44,7.44,7.43,7.43,7.43,7.43,7.38,7.38,7.38,7.38,7.36,7.36,7.36,7.36,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.205,7.205,7.205
1993-01,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.17,7.17,7.17,7.17,7.16,7.16,7.16,7.16,6.80,6.80,6.80,6.80,6.80,6.80,6.80,6.80,6.80,6.80,6.80,6.80,6.787,6.787,6.787
1993-04,6.39,6.39,6.39,6.38,6.38,6.38,6.38,6.39,6.39,6.39,6.39,6.43,6.43,6.43,6.43,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.285,6.285,6.285
1993-07,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.57,6.57,6.57,6.57,6.56,6.56,6.56,6.56,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.39,6.39,6.39,6.39,6.388,6.388,6.388
1993-10,6.84,6.84,6.84,6.83,6.83,6.83,6.83,6.80,6.80,6.80,6.80,6.78,6.78,6.78,6.78,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.561,6.561,6.561
1994-01,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.55,6.55,6.55,6.55,6.54,6.54,6.54,6.54,6.35,6.35,6.35,6.35,6.36,6.36,6.36,6.36,6.35,6.35,6.35,6.35,6.349,6.349,6.349
1994-04,6.94,6.94,6.94,6.93,6.93,6.93,6.93,6.94,6.94,6.94,6.94,6.98,6.98,6.98,6.98,6.82,6.82,6.82,6.82,6.82,6.82,6.82,6.82,6.82,6.82,6.82,6.82,6.830,6.830,6.830
1994-07,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.89,6.89,6.89,6.89,6.88,6.88,6.88,6.88,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.722,6.722,6.722
1994-10,7.07,7.07,7.07,7.06,7.06,7.06,7.06,7.03,7.03,7.03,7.03,7.02,7.02,7.02,7.02,6.89,6.89,6.89,6.89,6.90,6.90,6.90,6.90,6.90,6.90,6.90,6.90,6.897,6.897,6.897
1995-01,7.09,7.09,7.09,7.08,7.08,7.08,7.08,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09,6.96,6.96,6.96,6.96,6.97,6.97,6.97,6.97,6.97,6.97,6.97,6.97,6.979,6.979,6.979
1995-04,7.18,7.18,7.18,7.17,7.17,7.17,7.17,7.18,7.18,7.18,7.18,7.20,7.20,7.20,7.20,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.10,7.10,7.10,7.10,7.112,7.112,7.112
1995-07,7.09,7.09,7.09,7.10,7.10,7.10,7.10,7.12,7.12,7.12,7.12,7.11,7.11,7.11,7.11,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.917,6.917,6.917
1995-10,7.30,7.30,7.30,7.29,7.29,7.29,7.29,7.25,7.25,7.25,7.25,7.24,7.24,7.24,7.24,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.175,7.175,7.175
1996-01,7.80,7.80,7.80,7.79,7.79,7.79,7.79,7.80,7.80,7.80,7.80,7.81,7.81,7.81,7.81,7.57,7.57,7.57,7.57,7.58,7.58,7.58,7.58,7.57,7.57,7.57,7.57,7.567,7.567,7.567
1996-04,7.35,7.35,7.35,7.34,7.34,7.34,7.34,7.35,7.35,7.35,7.35,7.37,7.37,7.37,7.37,7.14,7.14,7.14,7.14,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.131,7.131,7.131
1996-07,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.26,7.26,7.26,7.26,7.268,7.268,7.268
