"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2.449,2.449,2.449,2.449,2.449,2.449,2.449,2.449,2.449,2.449,2.449,2.449,2.273,2.273
1991-04,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.460,2.297,2.297
1991-07,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.324,2.324
1991-10,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.497,2.332,2.332
1992-01,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.483,2.307,2.307
1992-04,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.515,2.347,2.347
1992-07,2.527,2.527,2.527,2.527,2.527,2.527,2.527,2.527,2.527,2.527,2.527,2.527,2.379,2.379
1992-10,2.553,2.553,2.553,2.553,2.553,2.553,2.553,2.553,2.553,2.553,2.553,2.553,2.371,2.371
1993-01,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.340,2.340
1993-04,2.571,2.571,2.571,2.571,2.571,2.571,2.571,2.571,2.571,2.571,2.571,2.571,2.379,2.379
1993-07,2.601,2.601,2.601,2.601,2.601,2.601,2.601,2.601,2.601,2.601,2.601,2.601,2.432,2.432
1993-10,2.643,2.643,2.643,2.643,2.643,2.643,2.643,2.643,2.643,2.643,2.643,2.643,2.453,2.453
