"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,44.36,44.36,44.36,44.36,44.36,44.36,44.36,44.36,44.37,44.37,44.37,44.37,44.660,44.660,44.660
1991-04,47.90,47.90,47.90,47.90,47.90,47.90,47.90,47.90,47.90,47.90,47.90,47.90,48.185,48.185,48.185
1991-07,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.88,46.88,46.88,46.88,47.218,47.218,47.218
1991-10,47.71,47.71,47.71,47.71,47.71,47.71,47.71,47.71,47.71,47.71,47.71,47.71,47.859,47.859,47.859
1992-01,49.42,49.42,49.42,49.42,49.42,49.42,49.42,49.42,49.42,49.42,49.42,49.42,49.738,49.738,49.738
1992-04,50.60,50.60,50.60,50.60,50.59,50.59,50.59,50.59,50.59,50.59,50.59,50.59,50.987,50.987,50.987
1992-07,52.70,52.70,52.70,52.70,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,53.147,53.147,53.147
1992-10,51.87,51.87,51.87,51.87,51.86,51.86,51.86,51.86,51.86,51.86,51.86,51.86,52.171,52.171,52.171
1993-01,52.64,52.64,52.64,52.64,52.64,52.64,52.64,52.64,52.64,52.64,52.64,52.64,53.067,53.067,53.067
1993-04,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.797,54.797,54.797
1993-07,53.79,53.79,53.79,53.79,53.80,53.80,53.80,53.80,53.80,53.80,53.80,53.80,54.258,54.258,54.258
1993-10,54.27,54.27,54.27,54.27,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.565,54.565,54.565
1994-01,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,56.000,56.000,56.000
1994-04,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.924,55.924,55.924
1994-07,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,55.76,56.366,56.366,56.366
1994-10,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.911,56.911,56.911
1995-01,57.54,57.54,57.54,57.54,57.54,57.54,57.54,57.54,57.54,57.54,57.54,57.54,58.219,58.219,58.219
1995-04,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,59.161,59.161,59.161
1995-07,59.65,59.65,59.65,59.65,59.65,59.65,59.65,59.65,59.65,59.65,59.65,59.65,60.373,60.373,60.373
1995-10,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.872,60.872,60.872
1996-01,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.915,60.915,60.915
1996-04,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,61.080,61.080,61.080
1996-07,60.77,60.77,60.77,60.77,60.77,60.77,60.77,60.77,60.77,60.77,60.77,60.77,61.604,61.604,61.604
1996-10,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,61.757,61.757,61.757
1997-01,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,62.095,62.095,62.095
1997-04,61.46,61.46,61.46,61.46,61.46,61.46,61.46,61.46,61.46,61.46,61.46,61.46,62.308,62.308,62.308
1997-07,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.12,61.12,61.12,61.12,61.956,61.956,61.956
1997-10,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.79,61.79,61.79,61.79,62.743,62.743,62.743
1998-01,61.70,61.70,61.70,61.70,61.70,61.70,61.70,61.70,61.70,61.70,61.70,61.70,62.528,62.528,62.528
1998-04,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,63.059,63.059,63.059
1998-07,62.99,62.99,62.99,62.99,62.99,62.99,62.99,62.99,63.00,63.00,63.00,63.00,63.910,63.910,63.910
1998-10,63.03,63.03,63.03,63.03,63.03,63.03,63.03,63.03,63.02,63.02,63.02,63.02,63.981,63.981,63.981
1999-01,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,64.329,64.329,64.329
1999-04,64.27,64.27,64.27,64.27,64.27,64.27,64.27,64.27,64.28,64.28,64.28,64.28,65.505,65.505,65.505
1999-07,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.93,64.93,64.93,64.93,66.304,66.304,66.304
1999-10,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.99,64.97,64.97,64.97,64.97,66.443,66.443,66.443
