"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1997-01,858.3862,858.3862,858.3862,858.3862,858.3862,858.3862,858.3862,858.3862,858.3862,858.3862,858.3862,858.3862,785.7384,785.7384
1997-04,805.5739,805.5739,805.5739,805.5739,805.5739,805.5739,805.5739,805.5739,805.5739,805.5739,805.5739,805.5739,750.7461,750.7461
1997-07,883.7502,883.7502,883.7502,883.7502,883.7502,883.7502,883.7502,883.7502,883.7502,883.7502,883.7502,883.7502,837.4116,837.4116
1997-10,905.5937,905.5937,905.5937,905.5937,905.5937,905.5937,905.5937,905.5937,905.5937,905.5937,905.5937,905.5937,850.3119,850.3119
1998-01,908.4303,908.4303,908.4303,908.4303,908.4303,908.4303,908.4303,908.4303,908.4303,908.4303,908.4303,908.4303,839.2658,839.2658
1998-04,850.2609,850.2609,850.2609,850.2609,850.2609,850.2609,850.2609,850.2609,850.2609,850.2609,850.2609,850.2609,802.0764,802.0764
1998-07,944.3018,944.3018,944.3018,944.3018,944.3018,944.3018,944.3018,944.3018,944.3018,944.3018,944.3018,944.3018,919.5712,919.5712
1998-10,975.8192,975.8192,975.8192,975.8192,975.8192,975.8192,975.8192,975.8192,975.8192,975.8192,975.8192,975.8192,927.9871,927.9871
1999-01,977.6871,977.6871,977.6871,977.6871,977.6871,977.6871,977.6871,977.6871,977.6871,977.6871,977.6871,977.6871,910.9739,910.9739
1999-04,923.1456,923.1456,923.1456,923.1456,923.1456,923.1456,923.1456,923.1456,923.1456,923.1456,923.1456,923.1456,867.4532,867.4532
1999-07,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,1015.6587,974.6592,974.6592
1999-10,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1049.3493,1000.1451,1000.1451
2000-01,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,1053.6069,997.0478,997.0478
2000-04,981.0894,981.0894,981.0894,981.0894,981.0894,981.0894,981.0894,981.0894,981.0894,981.0894,981.0894,981.0894,941.3412,941.3412
2000-07,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1077.9525,1055.0213,1055.0213
2000-10,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1096.5332,1062.6174,1062.6174
2001-01,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1096.6299,1047.7428,1047.7428
2001-04,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,1013.5373,974.9630,974.9630
2001-07,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1101.2387,1071.0923,1071.0923
2001-10,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1105.2293,1056.0406,1056.0406
2002-01,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1095.5588,1030.3289,1030.3289
2002-04,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,1015.7939,966.5701,966.5701
2002-07,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1105.8460,1071.9591,1071.9591
2002-10,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1111.5043,1063.5765,1063.5765
2003-01,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1106.7323,1037.4112,1037.4112
2003-04,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,1014.5633,962.0572,962.0572
2003-07,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1115.0184,1092.5117,1092.5117
2003-10,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1127.7752,1092.5599,1092.5599
2004-01,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1106.9022,1056.8343,1056.8343
2004-04,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,1017.2123,987.9108,987.9108
2004-07,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1115.3692,1106.2079,1106.2079
2004-10,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1136.1929,1113.9432,1113.9432
2005-01,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1121.1454,1070.4403,1070.4403
2005-04,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1048.3332,1027.0433,1027.0433
2005-07,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1147.9311,1153.0596,1153.0596
2005-10,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.1919,1181.4220,1181.4220
2006-01,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1178.6813,1160.7967,1160.7967
2006-04,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1106.1904,1121.1218,1121.1218
2006-07,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1226.9024,1279.7873,1279.7873
2006-10,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1266.5129,1315.2152,1315.2152
2007-01,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1278.5549,1288.4129,1288.4129
2007-04,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1190.5033,1226.9538,1226.9538
2007-07,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1302.4232,1360.0216,1360.0216
2007-10,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1335.5658,1386.3017,1386.3017
2008-01,1334.9629,1334.9629,1334.9629,1334.9629,1338.3104,1338.3104,1338.3104,1338.3104,1338.3104,1338.3104,1338.3104,1338.3104,1350.1953,1350.1953
2008-04,1261.4055,1261.4055,1261.4055,1261.4055,1263.8959,1263.8959,1263.8959,1263.8959,1263.8959,1263.8959,1263.8959,1263.8959,1271.9142,1271.9142
2008-07,1367.3907,1367.3907,1367.3907,1367.3907,1371.2969,1371.2969,1371.2969,1371.2969,1371.2969,1371.2969,1371.2969,1371.2969,1382.7885,1382.7885
2008-10,1367.1889,1367.1889,1367.1889,1367.1889,1369.8333,1369.8333,1369.8333,1369.8333,1369.8333,1369.8333,1369.8333,1369.8333,1383.4316,1383.4316
2009-01,1291.3765,1291.3765,1291.3765,1291.3765,1293.7722,1293.7722,1293.7722,1293.7722,1293.1201,1293.1201,1293.1201,1293.1201,1318.7273,1318.7273
2009-04,1172.6854,1172.6854,1172.6854,1172.6854,1174.7449,1174.7449,1174.7449,1174.7449,1174.1342,1174.1342,1174.1342,1174.1342,1189.1448,1189.1448
2009-07,1276.3178,1276.3178,1276.3178,1276.3178,1279.2259,1279.2259,1279.2259,1279.2259,1278.6885,1278.6885,1278.6885,1278.6885,1302.4247,1302.4247
2009-10,1329.8217,1329.8217,1329.8217,1329.8217,1332.4951,1332.4951,1332.4951,1332.4951,1331.6299,1331.6299,1331.6299,1331.6299,1328.4032,1328.4032
2010-01,1322.6603,1322.6603,1322.6603,1322.6603,1325.9770,1325.9770,1325.9770,1325.9770,1329.0408,1329.0408,1329.0408,1329.0408,1322.2678,1322.2678
2010-04,1262.7837,1262.7837,1262.7837,1262.7837,1268.3140,1268.3140,1268.3140,1268.3140,1269.9354,1269.9354,1269.9354,1269.9354,1267.5479,1267.5479
2010-07,1406.6235,1406.6235,1406.6235,1406.6235,1411.4649,1411.4649,1411.4649,1411.4649,1411.8351,1411.8351,1411.8351,1411.8351,1407.3876,1407.3876
2010-10,1443.1735,1443.1735,1443.1735,1443.1735,1444.6676,1444.6676,1444.6676,1444.6676,1446.2158,1446.2158,1446.2158,1446.2158,1444.0148,1444.0148
2011-01,1423.3846,1429.7167,1429.8540,1432.1894,1433.5936,1433.5936,1433.5936,1433.5936,1439.5477,1439.5477,1439.5477,1439.5477,1430.3687,1430.3687
2011-04,1344.5071,1338.2245,1342.2851,1338.9333,1337.8159,1337.8159,1337.8159,1337.8159,1341.3820,1341.3820,1341.3820,1341.3820,1328.6374,1328.6374
2011-07,,1467.6488,1470.0150,1468.5077,1466.1910,1466.1910,1466.1910,1466.1910,1467.9270,1467.9270,1467.9270,1467.9270,1455.3139,1455.3139
2011-10,,,1495.9270,1491.5767,1495.9136,1495.9136,1495.9136,1495.9136,1490.8261,1490.8261,1490.8261,1490.8261,1465.2629,1465.2629
2012-01,,,,1483.3586,1484.5301,1481.9724,1482.8428,1485.2094,1483.1876,1483.1876,1483.1876,1483.1876,1451.8388,1451.8388
2012-04,,,,,1371.1680,1365.7209,1368.4658,1369.8551,1368.1826,1368.1826,1368.1826,1368.1826,1335.5320,1335.5320
2012-07,,,,,,1482.5369,1489.3694,1490.8160,1492.8717,1492.8717,1492.8717,1492.8717,1457.8377,1457.8377
2012-10,,,,,,,1505.4417,1513.0272,1512.1180,1512.1180,1512.1180,1512.1180,1459.4530,1459.4530
2013-01,,,,,,,,1503.6304,1497.3348,1490.5507,1487.1311,1484.2674,1427.3601,1427.3601
2013-04,,,,,,,,,1396.2291,1398.1148,1397.6556,1395.8561,1332.5901,1332.5901
2013-07,,,,,,,,,,1537.2274,1535.6004,1536.7260,1469.2070,1469.2070
2013-10,,,,,,,,,,,1551.9546,1549.0825,1480.5779,1480.5779
2014-01,,,,,,,,,,,,1547.1236,1481.2325,1483.3031
2014-04,,,,,,,,,,,,,1371.3072,1373.9399
2014-07,,,,,,,,,,,,,,1511.3901
