"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,52.13,49.51,49.51,49.51,49.51,49.51,49.51,49.51,49.51,49.51,49.51,49.51,49.51,49.392,49.392,49.392
1991-04,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,56.90,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,54.06,53.878,53.878,53.878
1991-07,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.96,52.883,52.883,52.883
1991-10,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.051,60.051,60.051
1992-01,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,55.04,52.22,52.22,52.22,52.22,52.22,52.22,52.22,52.22,52.22,52.22,52.22,52.22,52.124,52.124,52.124
1992-04,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,59.27,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.092,56.092,56.092
1992-07,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,58.77,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.95,55.902,55.902,55.902
1992-10,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.021,62.021,62.021
1993-01,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,53.92,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.048,51.048,51.048
1993-04,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.40,54.246,54.246,54.246
1993-07,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,56.24,53.54,53.54,53.54,53.54,53.54,53.54,53.54,53.54,53.54,53.54,53.54,53.54,53.491,53.491,53.491
1993-10,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,63.20,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.863,59.863,59.863
1994-01,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,53.52,50.75,50.75,50.75,50.75,50.75,50.75,50.75,50.75,50.75,50.75,50.75,50.75,50.680,50.680,50.680
1994-04,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,53.38,53.38,53.38,53.38,53.38,53.38,53.38,53.38,53.38,53.38,53.38,53.38,53.250,53.250,53.250
1994-07,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,52.36,52.36,52.36,52.36,52.36,52.36,52.36,52.36,52.36,52.36,52.36,52.36,52.338,52.338,52.338
1994-10,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,62.93,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.69,59.589,59.589,59.589
1995-01,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,54.28,51.46,51.46,51.46,51.46,51.46,51.46,51.46,51.46,51.46,51.46,51.46,51.46,51.410,51.410,51.410
1995-04,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,55.16,55.16,55.16,55.16,55.16,55.16,55.16,55.16,55.16,55.16,55.16,55.16,55.049,55.049,55.049
1995-07,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,56.16,53.40,53.40,53.40,53.40,53.40,53.40,53.40,53.40,53.40,53.40,53.40,53.40,53.410,53.410,53.410
1995-10,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.89,60.830,60.830,60.830
1996-01,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,52.19,52.19,52.19,52.19,52.19,52.19,52.19,52.19,52.19,52.19,52.19,52.19,52.252,52.252,52.252
1996-04,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.13,55.153,55.153,55.153
1996-07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.25,53.389,53.389,53.389
