"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,7.810,7.810,7.810
1991-04,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.054,8.054,8.054
1991-07,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,9.21,8.357,8.357,8.357
1991-10,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,8.576,8.576,8.576
1992-01,9.66,9.66,9.66,9.66,9.65,9.65,9.65,9.65,9.66,9.66,9.66,9.66,8.749,8.749,8.749
1992-04,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.012,9.012,9.012
1992-07,10.45,10.45,10.45,10.45,10.46,10.46,10.46,10.46,10.45,10.45,10.45,10.45,9.395,9.395,9.395
1992-10,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,9.388,9.388,9.388
1993-01,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,9.550,9.550,9.550
1993-04,10.90,10.90,10.90,10.90,10.90,10.90,10.90,10.90,10.90,10.90,10.90,10.90,9.753,9.753,9.753
1993-07,11.06,11.06,11.06,11.06,11.06,11.06,11.06,11.06,11.06,11.06,11.06,11.06,9.858,9.858,9.858
1993-10,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,10.018,10.018,10.018
1994-01,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,10.138,10.138,10.138
1994-04,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,10.226,10.226,10.226
1994-07,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,10.433,10.433,10.433
1994-10,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,10.709,10.709,10.709
1995-01,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,10.983,10.983,10.983
1995-04,12.24,12.24,12.24,12.24,12.25,12.25,12.25,12.25,12.24,12.24,12.24,12.24,11.218,11.218,11.218
1995-07,12.44,12.44,12.44,12.44,12.43,12.43,12.43,12.43,12.44,12.44,12.44,12.44,11.372,11.372,11.372
1995-10,12.58,12.58,12.58,12.58,12.57,12.57,12.57,12.57,12.58,12.58,12.58,12.58,11.514,11.514,11.514
1996-01,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,11.716,11.716,11.716
1996-04,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,11.820,11.820,11.820
1996-07,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,11.964,11.964,11.964
1996-10,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,12.077,12.077,12.077
1997-01,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,13.21,12.211,12.211,12.211
1997-04,13.29,13.29,13.29,13.29,13.29,13.29,13.29,13.29,13.29,13.29,13.29,13.29,12.344,12.344,12.344
1997-07,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,12.490,12.490,12.490
1997-10,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,12.724,12.724,12.724
1998-01,13.91,13.91,13.91,13.91,13.91,13.91,13.91,13.91,13.91,13.91,13.91,13.91,13.016,13.016,13.016
1998-04,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,13.436,13.436,13.436
1998-07,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,13.866,13.866,13.866
1998-10,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,14.78,13.985,13.985,13.985
1999-01,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,14.330,14.330,14.330
1999-04,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,14.907,14.907,14.907
1999-07,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.079,15.079,15.079
1999-10,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,15.454,15.454,15.454
