"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,85.94,85.94,85.94,85.94,85.94,85.88,85.88,85.88,85.88,85.88,85.88,85.88,85.88,85.88,85.88,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,105.08,105.08,105.08
1991-04,107.63,107.63,107.63,107.63,107.63,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,129.75,129.75,129.75,129.75,129.75,129.75,129.75,129.75,129.75,129.75,129.75,129.75,129.91,129.91,129.91
1991-07,108.59,108.59,108.59,108.59,108.59,108.51,108.51,108.51,108.51,108.51,108.51,108.51,108.51,108.51,108.51,130.51,130.51,130.51,130.51,130.51,130.51,130.51,130.51,130.51,130.51,130.51,130.51,130.75,130.75,130.75
1991-10,99.78,99.78,99.78,99.78,99.78,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,120.07,120.07,120.07,120.07,120.07,120.07,120.07,120.07,120.07,120.07,120.07,120.07,119.69,119.69,119.69
1992-01,101.54,101.54,101.54,101.54,101.54,101.47,101.47,101.47,101.47,101.47,101.47,101.47,101.47,101.47,101.47,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,123.96,123.96,123.96
1992-04,118.06,118.06,118.06,118.06,118.06,118.00,118.00,118.00,118.00,118.00,118.00,118.00,118.00,118.00,118.00,143.06,143.06,143.06,143.06,143.06,143.06,143.06,143.06,143.06,143.06,143.06,143.06,142.73,142.73,142.73
1992-07,117.46,117.46,117.46,117.46,117.46,117.37,117.37,117.37,117.37,117.37,117.37,117.37,117.37,117.37,117.37,142.16,142.16,142.16,142.16,142.16,142.16,142.16,142.16,142.16,142.16,142.16,142.16,141.89,141.89,141.89
1992-10,109.77,109.77,109.77,109.77,109.77,109.71,109.71,109.71,109.71,109.71,109.71,109.71,109.71,109.71,109.71,133.08,133.08,133.08,133.08,133.08,133.08,133.08,133.08,133.08,133.08,133.08,133.08,132.04,132.04,132.04
1993-01,100.81,100.81,100.81,100.81,100.81,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,121.75,121.75,121.75,121.75,121.75,121.75,121.75,121.75,121.75,121.75,121.75,121.75,123.14,123.14,123.14
1993-04,120.59,120.59,120.59,120.59,120.59,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,120.54,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,146.42,145.97,145.97,145.97
1993-07,119.72,119.72,119.72,119.72,119.72,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,145.14,145.14,145.14,145.14,145.14,145.14,145.14,145.14,145.14,145.14,145.14,145.14,144.65,144.65,144.65
1993-10,107.22,107.22,107.22,107.22,107.22,107.17,107.17,107.17,107.17,107.17,107.17,107.17,107.17,107.17,107.17,130.33,130.33,130.33,130.33,130.33,130.33,130.33,130.33,130.33,130.33,130.33,130.33,129.16,129.16,129.16
1994-01,105.28,105.28,105.28,105.28,105.28,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,126.70,126.70,126.70,126.70,126.70,126.70,126.70,126.70,126.70,126.70,126.70,126.70,128.15,128.15,128.15
1994-04,122.91,122.91,122.91,122.91,122.91,122.83,122.83,122.83,122.83,122.83,122.83,122.83,122.83,122.83,122.83,148.90,148.90,148.90,148.90,148.90,148.90,148.90,148.90,148.90,148.90,148.90,148.90,148.16,148.16,148.16
1994-07,121.36,121.36,121.36,121.36,121.36,121.29,121.29,121.29,121.29,121.29,121.29,121.29,121.29,121.29,121.29,146.82,146.82,146.82,146.82,146.82,146.82,146.82,146.82,146.82,146.82,146.82,146.82,146.28,146.28,146.28
1994-10,113.87,113.87,113.87,113.87,113.87,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,137.80,137.80,137.80,137.80,137.80,137.80,137.80,137.80,137.80,137.80,137.80,137.80,136.85,136.85,136.85
1995-01,106.16,106.16,106.16,106.16,106.16,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,106.09,127.62,127.62,127.62,127.62,127.62,127.62,127.62,127.62,127.62,127.62,127.62,127.62,128.93,128.93,128.93
1995-04,120.62,120.62,120.62,120.62,120.62,120.58,120.58,120.58,120.58,120.58,120.58,120.58,120.58,120.58,120.58,144.99,144.99,144.99,144.99,144.99,144.99,144.99,144.99,144.99,144.99,144.99,144.99,144.42,144.42,144.42
1995-07,121.31,121.31,121.31,121.31,121.31,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,121.26,144.58,144.58,144.58,144.58,144.58,144.58,144.58,144.58,144.58,144.58,144.58,144.58,144.35,144.35,144.35
1995-10,114.65,114.65,114.65,114.65,114.65,114.58,114.58,114.58,114.58,114.58,114.58,114.58,114.58,114.58,114.58,138.79,138.79,138.79,138.79,138.79,138.79,138.79,138.79,138.79,138.79,138.79,138.79,137.70,137.70,137.70
1996-01,93.53,93.53,93.53,93.53,93.53,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,110.38,110.38,110.38,110.38,110.38,110.38,110.38,110.38,110.38,110.38,110.38,110.38,110.97,110.97,110.97
1996-04,115.38,115.38,115.38,115.38,115.38,115.35,115.35,115.35,115.35,115.35,115.35,115.35,115.35,115.35,115.35,140.64,140.64,140.64,140.64,140.64,140.64,140.64,140.64,140.64,140.64,140.64,140.64,139.96,139.96,139.96
1996-07,117.55,117.55,117.55,117.55,117.55,117.50,117.50,117.50,117.50,117.50,117.50,117.50,117.50,117.50,117.50,138.04,138.04,138.04,138.04,138.04,138.04,138.04,138.04,138.04,138.04,138.04,138.04,137.27,137.27,137.27
1996-10,105.56,105.56,105.56,105.56,105.56,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,126.75,126.75,126.75,126.75,126.75,126.75,126.75,126.75,126.75,126.75,126.75,126.75,125.28,125.28,125.28
1997-01,89.02,89.02,89.02,89.02,89.02,89.01,89.01,89.01,89.01,89.01,89.01,89.01,89.01,89.01,89.01,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,107.85,108.49,108.49,108.49
1997-04,113.04,113.04,113.04,113.04,113.04,113.02,113.02,113.02,113.02,113.02,113.02,113.02,113.02,113.02,113.02,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.13,132.13,132.13
1997-07,111.88,111.88,111.88,111.88,111.88,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,133.04,133.04,133.04,133.04,133.04,133.04,133.04,133.04,133.04,133.04,133.04,133.04,132.19,132.19,132.19
1997-10,109.09,109.09,109.09,109.09,109.09,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,129.20,129.20,129.20,129.20,129.20,129.20,129.20,129.20,129.20,129.20,129.20,129.20,127.50,127.50,127.50
1998-01,98.21,98.21,98.21,98.21,98.21,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,115.71,115.71,115.71,115.71,115.71,115.71,115.71,115.71,115.71,115.71,115.71,115.71,116.73,116.73,116.73
1998-04,104.70,104.70,104.70,104.70,104.70,104.71,104.71,104.71,104.71,104.71,104.71,104.71,104.71,104.71,104.71,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,123.38,122.52,122.52,122.52
1998-07,107.00,107.00,107.00,107.00,107.00,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,106.99,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,126.41,125.21,125.21,125.21
1998-10,99.90,99.90,99.90,99.90,99.90,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,118.60,118.60,118.60,118.60,118.60,118.60,118.60,118.60,118.60,118.60,118.60,118.60,116.72,116.72,116.72
1999-01,87.86,87.86,87.86,87.86,87.86,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,102.31,102.31,102.31,102.31,102.31,102.31,102.31,102.31,102.31,102.31,102.31,102.31,104.18,104.18,104.18
