"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,28.81,28.81,28.81,28.81,28.83,28.83,28.83,28.83,28.81,28.81,28.81,28.81,28.965,28.965,28.965
1991-04,29.49,29.49,29.49,29.49,29.42,29.42,29.42,29.42,29.49,29.49,29.49,29.49,29.488,29.488,29.488
1991-07,30.51,30.51,30.51,30.51,30.53,30.53,30.53,30.53,30.50,30.50,30.50,30.50,30.135,30.135,30.135
1991-10,33.23,33.23,33.23,33.23,33.28,33.28,33.28,33.28,33.25,33.25,33.25,33.25,32.365,32.365,32.365
1992-01,33.42,33.42,33.42,33.42,33.45,33.45,33.45,33.45,33.43,33.43,33.43,33.43,34.469,34.469,34.469
1992-04,34.66,34.66,34.66,34.66,34.58,34.58,34.58,34.58,34.66,34.66,34.66,34.66,34.922,34.922,34.922
1992-07,35.61,35.61,35.61,35.61,35.62,35.62,35.62,35.62,35.58,35.58,35.58,35.58,35.695,35.695,35.695
1992-10,35.99,35.99,35.99,35.99,36.03,36.03,36.03,36.03,36.00,36.00,36.00,36.00,35.854,35.854,35.854
1993-01,37.78,37.78,37.78,37.78,37.83,37.83,37.83,37.83,37.81,37.81,37.81,37.81,38.693,38.693,38.693
1993-04,38.75,38.75,38.75,38.75,38.66,38.66,38.66,38.66,38.73,38.73,38.73,38.73,39.305,39.305,39.305
1993-07,39.86,39.86,39.86,39.86,39.86,39.86,39.86,39.86,39.83,39.83,39.83,39.83,39.739,39.739,39.739
1993-10,38.96,38.96,38.96,38.96,39.00,39.00,39.00,39.00,38.98,38.98,38.98,38.98,40.092,40.092,40.092
1994-01,41.08,41.08,41.08,41.08,41.17,41.17,41.17,41.17,41.15,41.15,41.15,41.15,42.356,42.356,42.356
1994-04,42.53,42.53,42.53,42.53,42.45,42.45,42.45,42.45,42.51,42.51,42.51,42.51,43.301,43.301,43.301
1994-07,43.28,43.28,43.28,43.28,43.27,43.27,43.27,43.27,43.24,43.24,43.24,43.24,43.724,43.724,43.724
1994-10,43.93,43.93,43.93,43.93,43.95,43.95,43.95,43.95,43.94,43.94,43.94,43.94,44.246,44.246,44.246
1995-01,44.74,44.74,44.74,44.74,44.83,44.83,44.83,44.83,44.82,44.82,44.82,44.82,46.130,46.130,46.130
1995-04,45.79,45.79,45.79,45.79,45.71,45.71,45.71,45.71,45.76,45.76,45.76,45.76,46.512,46.512,46.512
1995-07,46.89,46.89,46.89,46.89,46.86,46.86,46.86,46.86,46.84,46.84,46.84,46.84,47.361,47.361,47.361
1995-10,47.51,47.51,47.51,47.51,47.52,47.52,47.52,47.52,47.51,47.51,47.51,47.51,48.164,48.164,48.164
1996-01,46.61,46.61,46.61,46.61,46.70,46.70,46.70,46.70,46.69,46.69,46.69,46.69,48.078,48.078,48.078
1996-04,47.81,47.81,47.81,47.81,47.75,47.75,47.75,47.75,47.77,47.77,47.77,47.77,48.823,48.823,48.823
1996-07,48.21,48.21,48.21,48.21,48.18,48.18,48.18,48.18,48.17,48.17,48.17,48.17,49.035,49.035,49.035
1996-10,48.83,48.83,48.83,48.83,48.84,48.84,48.84,48.84,48.85,48.85,48.85,48.85,49.796,49.796,49.796
1997-01,47.08,47.08,47.08,47.08,47.15,47.15,47.15,47.15,47.13,47.13,47.13,47.13,48.527,48.527,48.527
1997-04,48.16,48.16,48.16,48.16,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,49.490,49.490,49.490
1997-07,48.86,48.86,48.86,48.86,48.83,48.83,48.83,48.83,48.82,48.82,48.82,48.82,50.051,50.051,50.051
1997-10,50.05,50.05,50.05,50.05,50.06,50.06,50.06,50.06,50.08,50.08,50.08,50.08,51.458,51.458,51.458
1998-01,48.51,48.51,48.51,48.51,48.55,48.55,48.55,48.55,48.54,48.54,48.54,48.54,50.011,50.011,50.011
1998-04,48.73,48.73,48.73,48.73,48.72,48.72,48.72,48.72,48.71,48.71,48.71,48.71,50.249,50.249,50.249
1998-07,49.13,49.13,49.13,49.13,49.11,49.11,49.11,49.11,49.11,49.11,49.11,49.11,50.422,50.422,50.422
1998-10,49.63,49.63,49.63,49.63,49.63,49.63,49.63,49.63,49.66,49.66,49.66,49.66,51.098,51.098,51.098
1999-01,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.14,48.14,48.14,48.14,49.991,49.991,49.991
1999-04,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.06,48.04,48.04,48.04,48.04,49.623,49.623,49.623
1999-07,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.17,48.18,48.18,48.18,48.18,49.808,49.808,49.808
1999-10,49.03,49.03,49.03,49.03,49.03,49.03,49.03,49.03,49.07,49.07,49.07,49.07,50.792,50.792,50.792
