"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
1997-07,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34,56.34
1997-10,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52,66.52
1998-01,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32
1998-04,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24,54.24
1998-07,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30,58.30
1998-10,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30,68.30
1999-01,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09
1999-04,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49
1999-07,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27,60.27
1999-10,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26,70.26
2000-01,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91,56.91
2000-04,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24,57.24
2000-07,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10,62.10
2000-10,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00
2001-01,58.34,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41
2001-04,58.35,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44,58.44
2001-07,62.33,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40
2001-10,73.60,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68,73.68
2002-01,60.05,60.10,60.10,60.10,60.10,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15
2002-04,60.07,60.13,60.13,60.13,60.13,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18
2002-07,63.81,63.88,63.88,63.88,63.88,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94
2002-10,74.72,74.92,74.92,74.92,74.92,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.98
2003-01,60.78,60.75,60.75,60.75,60.75,60.99,60.99,60.99,60.99,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98,60.98
2003-04,60.55,60.46,60.46,60.46,60.46,60.68,60.68,60.68,60.68,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69,60.69
2003-07,65.17,65.12,65.12,65.12,65.12,65.35,65.35,65.35,65.35,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36
2003-10,74.38,74.48,74.48,74.48,74.48,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74
2004-01,60.98,61.20,61.20,61.20,61.20,61.76,61.76,61.76,61.76,61.73,61.73,61.73,61.73,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74
2004-04,61.32,61.51,61.51,61.51,61.51,62.06,62.06,62.06,62.06,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08,62.08
2004-07,64.62,64.86,64.86,64.86,64.86,65.50,65.50,65.50,65.50,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43,65.43
2004-10,74.49,74.48,74.48,74.48,74.48,75.13,75.13,75.13,75.13,75.05,75.05,75.05,75.05,75.09,75.09,75.09,75.09,75.09,75.09,75.09,75.09,75.09,75.09,75.09,75.09
2005-01,61.10,61.11,61.12,61.21,61.21,61.70,61.70,61.70,61.70,61.78,61.78,61.78,61.78,61.81,61.81,61.81,61.81,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77
2005-04,,61.13,61.05,61.20,61.20,61.72,61.72,61.72,61.72,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.79,61.79,61.79,61.79,61.79,61.79,61.79,61.79
2005-07,,,64.21,64.32,64.32,64.79,64.79,64.79,64.79,64.91,64.91,64.91,64.91,64.94,64.94,64.94,64.94,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88
2005-10,,,,73.96,73.96,74.30,74.30,74.30,74.30,74.51,74.51,74.51,74.51,74.53,74.53,74.53,74.53,74.48,74.48,74.48,74.48,74.48,74.48,74.48,74.48
2006-01,,,,,61.25,61.52,61.54,61.79,61.83,61.98,61.98,61.98,61.98,61.95,61.95,61.95,61.95,61.89,61.89,61.89,61.89,61.99,61.99,61.99,61.99
2006-04,,,,,,61.67,61.82,62.06,62.09,62.24,62.24,62.24,62.24,62.31,62.31,62.31,62.31,62.19,62.19,62.19,62.19,62.30,62.30,62.30,62.30
2006-07,,,,,,,65.00,65.17,65.16,65.27,65.27,65.27,65.27,65.33,65.33,65.33,65.33,65.22,65.22,65.22,65.22,65.30,65.30,65.30,65.30
2006-10,,,,,,,,75.13,75.07,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.18,75.12,75.12,75.12,75.12,75.21,75.21,75.21,75.21
2007-01,,,,,,,,,63.23,63.14,63.43,63.08,63.03,63.16,63.16,63.16,63.16,63.11,63.11,63.11,63.11,63.01,63.01,63.01,63.01
2007-04,,,,,,,,,,62.75,63.14,62.87,62.88,63.01,63.01,63.01,63.01,62.93,62.93,62.93,62.93,62.84,62.84,62.84,62.84
2007-07,,,,,,,,,,,66.52,66.37,66.41,66.53,66.53,66.53,66.53,66.45,66.45,66.45,66.45,66.37,66.37,66.37,66.37
2007-10,,,,,,,,,,,,75.45,75.57,75.73,75.73,75.73,75.73,75.56,75.56,75.56,75.56,75.52,75.52,75.52,75.52
2008-01,,,,,,,,,,,,,64.56,64.70,64.71,64.67,64.68,64.76,64.76,64.76,64.76,64.49,64.49,64.49,64.49
2008-04,,,,,,,,,,,,,,65.10,65.18,65.31,65.43,65.54,65.54,65.54,65.54,65.27,65.27,65.27,65.27
2008-07,,,,,,,,,,,,,,,67.95,68.16,68.18,68.31,68.31,68.31,68.31,68.05,68.05,68.05,68.05
2008-10,,,,,,,,,,,,,,,,78.84,78.69,78.96,78.96,78.96,78.96,78.62,78.62,78.62,78.62
2009-01,,,,,,,,,,,,,,,,,66.60,67.13,67.31,67.31,67.45,67.44,67.44,67.44,67.44
2009-04,,,,,,,,,,,,,,,,,,67.75,68.28,68.30,68.50,68.46,68.46,68.46,68.46
2009-07,,,,,,,,,,,,,,,,,,,72.42,72.44,72.64,72.61,72.61,72.61,72.61
2009-10,,,,,,,,,,,,,,,,,,,,82.09,82.32,82.27,82.27,82.27,82.27
2010-01,,,,,,,,,,,,,,,,,,,,,70.22,70.55,70.69,70.69,70.65
2010-04,,,,,,,,,,,,,,,,,,,,,,71.27,71.07,70.97,70.97
2010-07,,,,,,,,,,,,,,,,,,,,,,,74.14,73.99,73.81
2010-10,,,,,,,,,,,,,,,,,,,,,,,,84.49,83.97
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,72.17
