"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
2007-04,,,,,,,,,,6.815,6.810,6.808,6.808,6.770,6.770,6.770,6.770,6.762,6.762,6.762,6.762,6.762,6.762,6.762,6.762
2007-07,,,,,,,,,,,6.942,6.937,6.926,6.880,6.880,6.880,6.880,6.873,6.873,6.873,6.873,6.873,6.873,6.873,6.873
2007-10,,,,,,,,,,,,7.034,7.032,6.979,6.979,6.979,6.979,6.964,6.964,6.964,6.964,6.964,6.964,6.964,6.964
2008-01,,,,,,,,,,,,,6.979,6.922,6.922,6.912,6.912,6.900,6.900,6.900,6.900,6.902,6.902,6.902,6.902
2008-04,,,,,,,,,,,,,,7.002,7.005,6.997,6.997,6.973,6.973,6.973,6.973,6.973,6.973,6.973,6.973
2008-07,,,,,,,,,,,,,,,7.114,7.099,7.099,7.080,7.080,7.080,7.080,7.079,7.079,7.079,7.079
2008-10,,,,,,,,,,,,,,,,7.108,7.108,7.089,7.089,7.089,7.089,7.088,7.088,7.088,7.088
2009-01,,,,,,,,,,,,,,,,,6.898,6.890,6.883,6.883,6.883,6.890,6.890,6.890,6.890
2009-04,,,,,,,,,,,,,,,,,,6.901,6.876,6.871,6.871,6.885,6.885,6.885,6.885
2009-07,,,,,,,,,,,,,,,,,,,6.954,6.946,6.955,6.981,6.981,6.981,6.981
2009-10,,,,,,,,,,,,,,,,,,,,6.981,7.017,7.056,7.056,7.056,7.056
2010-01,,,,,,,,,,,,,,,,,,,,,6.899,6.951,6.959,6.951,6.944
2010-04,,,,,,,,,,,,,,,,,,,,,,7.031,7.077,7.061,7.049
2010-07,,,,,,,,,,,,,,,,,,,,,,,7.207,7.194,7.179
2010-10,,,,,,,,,,,,,,,,,,,,,,,,7.282,7.268
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,7.179
