"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.10,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,64.348,64.348,64.348
1991-04,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,69.65,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,70.152,70.152,70.152
1991-07,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.92,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,72.317,72.317,72.317
1991-10,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,87.93,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,86.747,86.747,86.747
1992-01,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,71.26,71.26,71.26,71.26,71.26,71.26,71.26,71.26,71.26,71.26,71.26,71.26,72.596,72.596,72.596
1992-04,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,75.25,74.56,74.56,74.56,74.56,74.56,74.56,74.56,74.56,74.56,74.56,74.56,74.56,76.002,76.002,76.002
1992-07,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.07,79.07,79.07,79.07,79.07,79.07,79.07,79.07,79.07,79.07,79.07,79.07,80.464,80.464,80.464
1992-10,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,93.21,93.21,93.21,93.21,93.21,93.21,93.21,93.21,93.21,93.21,93.21,93.21,94.218,94.218,94.218
1993-01,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,77.308,77.308,77.308
1993-04,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,78.51,78.51,78.51,78.51,78.51,78.51,78.51,78.51,78.51,78.51,78.51,78.51,80.264,80.264,80.264
1993-07,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,81.46,80.91,80.91,80.91,80.91,80.91,80.91,80.91,80.91,80.91,80.91,80.91,80.91,82.484,82.484,82.484
1993-10,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,94.851,94.851,94.851
1994-01,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,80.59,79.82,79.82,79.82,79.82,79.82,79.82,79.82,79.82,79.82,79.82,79.82,79.82,81.363,81.363,81.363
1994-04,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.87,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,81.01,82.742,82.742,82.742
1994-07,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,84.38,83.76,83.76,83.76,83.76,83.76,83.76,83.76,83.76,83.76,83.76,83.76,83.76,85.521,85.521,85.521
1994-10,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,98.64,100.092,100.092,100.092
1995-01,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,82.37,81.84,81.84,81.84,81.84,81.84,81.84,81.84,81.84,81.84,81.84,81.84,81.84,83.473,83.473,83.473
1995-04,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,84.56,84.56,84.56,84.56,84.56,84.56,84.56,84.56,84.56,84.56,84.56,84.56,86.340,86.340,86.340
1995-07,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,89.31,88.60,88.60,88.60,88.60,88.60,88.60,88.60,88.60,88.60,88.60,88.60,88.60,90.253,90.253,90.253
1995-10,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,104.77,103.13,103.13,103.13,103.13,103.13,103.13,103.13,103.13,103.13,103.13,103.13,103.13,104.290,104.290,104.290
1996-01,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.57,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,87.591,87.591,87.591
1996-04,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,88.39,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.81,87.81,89.364,89.364,89.364
1996-07,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,90.97,92.263,92.263,92.263
1996-10,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,105.474,105.474,105.474
1997-01,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.50,88.04,88.04,88.04,88.04,88.04,88.04,88.04,88.04,88.04,88.04,88.04,88.04,89.453,89.453,89.453
1997-04,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,90.530,90.530,90.530
1997-07,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,89.87,89.87,89.87,89.87,89.87,89.87,89.87,89.87,89.87,89.87,89.87,89.87,91.507,91.507,91.507
1997-10,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,102.26,102.26,102.26,102.26,102.26,102.26,102.26,102.26,102.26,102.26,102.26,102.26,103.771,103.771,103.771
1998-01,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,89.659,89.659,89.659
1998-04,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,91.269,91.269,91.269
1998-07,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,92.02,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,93.048,93.048,93.048
1998-10,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,105.08,104.81,104.81,104.81,104.81,104.81,104.81,104.81,104.81,104.81,104.81,104.81,104.81,106.065,106.065,106.065
1999-01,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.43,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,92.493,92.493,92.493
1999-04,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,91.81,91.81,91.81,91.81,91.81,91.81,91.81,91.81,91.81,91.81,91.81,91.81,93.627,93.627,93.627
1999-07,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,96.505,96.505,96.505
1999-10,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,107.24,108.729,108.729,108.729
2000-01,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.35,93.35,93.35,93.35,93.35,93.35,93.35,93.35,93.35,93.35,93.35,93.35,94.648,94.648,94.648
2000-04,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31,92.70,92.70,92.70,92.70,92.70,92.70,92.70,92.70,92.70,92.70,92.70,92.70,94.420,94.420,94.420
2000-07,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,96.130,96.130,96.130
2000-10,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.89,109.08,109.08,109.08,109.08,109.08,109.08,109.08,109.08,109.08,109.08,109.08,109.08,110.466,110.466,110.466
2001-01,95.19,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,96.164,96.164,96.164
2001-04,95.02,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,96.260,96.260,96.260
2001-07,96.59,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,96.30,98.226,98.226,98.226
2001-10,113.49,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.89,113.45,113.45,113.45,113.45,113.45,113.45,113.45,113.45,113.45,113.45,113.45,113.45,114.766,114.766,114.766
2002-01,97.60,97.69,97.69,97.69,97.69,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.30,97.30,97.30,97.30,97.30,97.30,97.30,97.30,97.30,97.30,97.30,97.30,98.660,98.660,98.660
2002-04,98.23,98.25,98.25,98.25,98.25,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,99.322,99.322,99.322
2002-07,99.84,99.97,99.97,99.97,99.97,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,101.467,101.467,101.467
2002-10,116.16,116.37,116.37,116.37,116.37,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,116.25,115.75,115.75,115.75,115.75,115.75,115.75,115.75,115.75,115.75,115.75,115.75,115.75,117.287,117.287,117.287
2003-01,98.30,98.70,98.70,98.70,98.70,98.77,98.77,98.77,98.77,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.75,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,100.028,100.028,100.028
2003-04,99.05,99.04,99.04,99.04,99.04,99.56,99.56,99.56,99.56,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,99.47,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,100.451,100.451,100.451
2003-07,102.17,102.40,102.40,102.40,102.40,102.87,102.87,102.87,102.87,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.72,102.40,102.40,102.40,102.40,102.40,102.40,102.40,102.40,102.40,102.40,102.40,102.40,103.996,103.996,103.996
2003-10,115.08,115.31,115.31,115.31,115.31,116.03,116.03,116.03,116.03,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.91,115.46,115.46,115.46,115.46,115.46,115.46,115.46,115.46,115.46,115.46,115.46,115.46,116.737,116.737,116.737
2004-01,98.30,98.95,98.95,98.95,98.95,99.29,99.29,99.29,99.29,99.42,99.42,99.42,99.42,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,100.529,100.529,100.529
2004-04,99.33,99.64,99.64,99.64,99.64,100.03,100.03,100.03,100.03,100.30,100.30,100.30,100.30,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,101.042,101.042,101.042
2004-07,100.90,101.25,101.25,101.25,101.25,101.83,101.83,101.83,101.83,101.95,101.95,101.95,101.95,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.96,101.52,101.52,101.52,101.52,101.52,101.52,101.52,101.52,101.52,101.52,101.52,101.52,102.981,102.981,102.981
2004-10,114.40,112.92,112.92,112.92,112.92,113.91,113.91,113.91,113.91,113.92,113.92,113.92,113.92,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,113.58,113.58,113.58,113.58,113.58,113.58,113.58,113.58,113.58,113.58,113.58,113.58,114.649,114.649,114.649
2005-01,98.89,98.82,98.53,98.72,98.72,99.32,99.32,99.32,99.32,99.72,99.72,99.72,99.72,99.40,99.40,99.40,99.40,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,100.749,100.749,100.749
2005-04,,100.10,100.70,101.25,101.25,101.83,101.83,101.83,101.83,102.19,102.19,102.19,102.19,101.82,101.82,101.82,101.82,101.69,101.69,101.69,101.69,101.69,101.69,101.69,101.69,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,102.737,102.737,102.737
2005-07,,,102.05,102.75,102.75,103.33,103.33,103.33,103.33,103.59,103.59,103.59,103.59,103.25,103.25,103.25,103.25,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,102.47,102.47,102.47,102.47,102.47,102.47,102.47,102.47,102.47,102.47,102.47,102.47,103.796,103.796,103.796
2005-10,,,,114.46,114.46,115.16,115.16,115.16,115.16,116.01,116.01,116.01,116.01,115.49,115.49,115.49,115.49,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.33,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,115.874,115.874,115.874
2006-01,,,,,100.72,102.79,102.93,102.90,102.12,102.42,102.42,102.42,102.42,102.20,102.20,102.20,102.20,102.56,102.56,102.56,102.56,102.18,102.18,102.18,102.18,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,103.757,103.757,103.757
2006-04,,,,,,103.62,102.78,102.87,102.67,102.84,102.84,102.84,102.84,102.52,102.52,102.52,102.52,102.63,102.63,102.63,102.63,102.43,102.43,102.43,102.43,102.38,102.38,102.38,102.38,102.38,102.38,102.38,102.38,102.38,102.38,102.38,102.38,103.923,103.923,103.923
