"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.89,28.911,28.911,28.911
1991-04,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.410,29.410,29.410
1991-07,31.30,31.30,31.30,31.30,31.30,31.30,31.30,31.30,31.30,31.30,31.30,31.30,30.964,30.964,30.964
1991-10,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,31.668,31.668,31.668
1992-01,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,33.48,34.413,34.413,34.413
1992-04,34.37,34.37,34.37,34.37,34.37,34.37,34.37,34.37,34.37,34.37,34.37,34.37,34.811,34.811,34.811
1992-07,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.628,36.628,36.628
1992-10,35.35,35.35,35.35,35.35,35.35,35.35,35.35,35.35,35.35,35.35,35.35,35.35,35.088,35.088,35.088
1993-01,37.76,37.76,37.76,37.76,37.76,37.76,37.76,37.76,37.76,37.76,37.76,37.76,38.644,38.644,38.644
1993-04,38.37,38.37,38.37,38.37,38.37,38.37,38.37,38.37,38.37,38.37,38.37,38.37,39.179,39.179,39.179
1993-07,40.79,40.79,40.79,40.79,40.79,40.79,40.79,40.79,40.79,40.79,40.79,40.79,40.730,40.730,40.730
1993-10,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,38.43,39.276,39.276,39.276
1994-01,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,42.327,42.327,42.327
1994-04,42.07,42.07,42.07,42.07,42.07,42.07,42.07,42.07,42.07,42.07,42.07,42.07,43.164,43.164,43.164
1994-07,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.756,44.756,44.756
1994-10,43.53,43.53,43.53,43.53,43.53,43.53,43.53,43.53,43.53,43.53,43.53,43.53,43.380,43.380,43.380
1995-01,44.46,44.46,44.46,44.46,44.46,44.46,44.46,44.46,44.46,44.46,44.46,44.46,46.142,46.142,46.142
1995-04,45.22,45.22,45.22,45.22,45.22,45.22,45.22,45.22,45.22,45.22,45.22,45.22,46.348,46.348,46.348
1995-07,47.98,47.98,47.98,47.98,47.98,47.98,47.98,47.98,47.98,47.98,47.98,47.98,48.432,48.432,48.432
1995-10,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.245,47.245,47.245
1996-01,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,48.154,48.154,48.154
1996-04,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,47.15,48.643,48.643,48.643
1996-07,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37,50.085,50.085,50.085
1996-10,48.74,48.74,48.74,48.74,48.74,48.74,48.74,48.74,48.74,48.74,48.74,48.74,48.851,48.851,48.851
1997-01,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,48.667,48.667,48.667
1997-04,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,47.42,49.305,49.305,49.305
1997-07,50.05,50.05,50.05,50.05,50.05,50.05,50.05,50.05,50.05,50.05,50.05,50.05,51.078,51.078,51.078
1997-10,50.07,50.07,50.07,50.07,50.07,50.07,50.07,50.07,50.07,50.07,50.07,50.07,50.476,50.476,50.476
1998-01,47.99,47.99,47.99,47.99,47.99,47.99,47.99,47.99,47.99,47.99,47.99,47.99,50.208,50.208,50.208
1998-04,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,47.95,50.057,50.057,50.057
1998-07,50.35,50.35,50.35,50.35,50.35,50.35,50.35,50.35,50.35,50.35,50.35,50.35,51.405,51.405,51.405
1998-10,49.72,49.72,49.72,49.72,49.72,49.72,49.72,49.72,49.72,49.72,49.72,49.72,50.111,50.111,50.111
1999-01,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,47.61,50.210,50.210,50.210
1999-04,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,47.27,49.456,49.456,49.456
1999-07,49.41,49.41,49.41,49.41,49.41,49.41,49.41,49.41,49.41,49.41,49.41,49.41,50.761,50.761,50.761
1999-10,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.786,49.786,49.786
