"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,325.50,326.30,326.30,326.30,326.30,326.30,326.30,326.30,326.30,326.30,326.30,326.30,326.30,339.129,339.129,339.129
1991-04,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.68,345.16,345.16,345.16,345.16,345.16,345.16,345.16,345.16,345.16,345.16,345.16,345.16,356.462,356.462,356.462
1991-07,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,352.29,353.97,353.97,353.97,353.97,353.97,353.97,353.97,353.97,353.97,353.97,353.97,353.97,363.233,363.233,363.233
1991-10,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,369.21,367.97,367.97,367.97,367.97,367.97,367.97,367.97,367.97,367.97,367.97,367.97,367.97,378.177,378.177,378.177
1992-01,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,354.48,356.33,356.33,356.33,356.33,356.33,356.33,356.33,356.33,356.33,356.33,356.33,356.33,367.863,367.863,367.863
1992-04,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.95,366.56,366.56,366.56,366.56,366.56,366.56,366.56,366.56,366.56,366.56,366.56,366.56,378.336,378.336,378.336
1992-07,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,379.96,381.27,381.27,381.27,381.27,381.27,381.27,381.27,381.27,381.27,381.27,381.27,381.27,392.156,392.156,392.156
1992-10,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.74,391.02,391.02,391.02,391.02,391.02,391.02,391.02,391.02,391.02,391.02,391.02,391.02,402.152,402.152,402.152
1993-01,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,361.88,362.64,362.64,362.64,362.64,362.64,362.64,362.64,362.64,362.64,362.64,362.64,362.64,376.361,376.361,376.361
1993-04,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,378.24,379.07,379.07,379.07,379.07,379.07,379.07,379.07,379.07,379.07,379.07,379.07,379.07,392.203,392.203,392.203
1993-07,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,389.87,393.47,393.47,393.47,393.47,393.47,393.47,393.47,393.47,393.47,393.47,393.47,393.47,403.482,403.482,403.482
1993-10,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,403.24,400.81,400.81,400.81,400.81,400.81,400.81,400.81,400.81,400.81,400.81,400.81,400.81,414.034,414.034,414.034
1994-01,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,378.71,379.48,379.48,379.48,379.48,379.48,379.48,379.48,379.48,379.48,379.48,379.48,379.48,391.967,391.967,391.967
1994-04,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,394.71,393.91,393.91,393.91,393.91,393.91,393.91,393.91,393.91,393.91,393.91,393.91,393.91,406.064,406.064,406.064
1994-07,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,407.19,408.87,408.87,408.87,408.87,408.87,408.87,408.87,408.87,408.87,408.87,408.87,408.87,419.464,419.464,419.464
1994-10,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.62,423.66,423.66,423.66,423.66,423.66,423.66,423.66,423.66,423.66,423.66,423.66,423.66,434.912,434.912,434.912
1995-01,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.21,397.32,397.32,397.32,397.32,397.32,397.32,397.32,397.32,397.32,397.32,397.32,397.32,409.910,409.910,409.910
1995-04,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,412.97,411.96,411.96,411.96,411.96,411.96,411.96,411.96,411.96,411.96,411.96,411.96,411.96,424.823,424.823,424.823
1995-07,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,424.06,425.70,425.70,425.70,425.70,425.70,425.70,425.70,425.70,425.70,425.70,425.70,425.70,436.802,436.802,436.802
1995-10,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,437.47,436.97,436.97,436.97,436.97,436.97,436.97,436.97,436.97,436.97,436.97,436.97,436.97,448.436,448.436,448.436
1996-01,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.83,402.85,402.85,402.85,402.85,402.85,402.85,402.85,402.85,402.85,402.85,402.85,402.85,415.198,415.198,415.198
1996-04,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,418.91,417.38,417.38,417.38,417.38,417.38,417.38,417.38,417.38,417.38,417.38,417.38,417.38,430.359,430.359,430.359
1996-07,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,431.81,433.24,433.24,433.24,433.24,433.24,433.24,433.24,433.24,433.24,433.24,433.24,433.24,444.199,444.199,444.199
1996-10,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,444.34,443.47,443.47,443.47,443.47,443.47,443.47,443.47,443.47,443.47,443.47,443.47,443.47,455.243,455.243,455.243
1997-01,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,407.12,406.40,406.40,406.40,406.40,406.40,406.40,406.40,406.40,406.40,406.40,406.40,406.40,419.310,419.310,419.310
1997-04,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,429.37,429.37,429.37,429.37,429.37,429.37,429.37,429.37,429.37,429.37,429.37,429.37,443.488,443.488,443.488
1997-07,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,441.31,442.50,442.50,442.50,442.50,442.50,442.50,442.50,442.50,442.50,442.50,442.50,442.50,453.898,453.898,453.898
1997-10,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,454.92,453.81,453.81,453.81,453.81,453.81,453.81,453.81,453.81,453.81,453.81,453.81,453.81,465.902,465.902,465.902
1998-01,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,426.82,425.08,425.08,425.08,425.08,425.08,425.08,425.08,425.08,425.08,425.08,425.08,425.08,439.170,439.170,439.170
1998-04,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,436.40,433.48,433.48,433.48,433.48,433.48,433.48,433.48,433.48,433.48,433.48,433.48,433.48,448.231,448.231,448.231
1998-07,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,451.27,452.01,452.01,452.01,452.01,452.01,452.01,452.01,452.01,452.01,452.01,452.01,452.01,464.403,464.403,464.403
1998-10,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,463.57,462.01,462.01,462.01,462.01,462.01,462.01,462.01,462.01,462.01,462.01,462.01,462.01,474.871,474.871,474.871
1999-01,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,431.88,429.18,429.18,429.18,429.18,429.18,429.18,429.18,429.18,429.18,429.18,429.18,429.18,444.731,444.731,444.731
1999-04,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,444.60,440.17,440.17,440.17,440.17,440.17,440.17,440.17,440.17,440.17,440.17,440.17,440.17,456.436,456.436,456.436
1999-07,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,459.46,458.69,458.69,458.69,458.69,458.69,458.69,458.69,458.69,458.69,458.69,458.69,458.69,472.803,472.803,472.803
1999-10,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,474.33,470.68,470.68,470.68,470.68,470.68,470.68,470.68,470.68,470.68,470.68,470.68,470.68,484.993,484.993,484.993
2000-01,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,449.52,446.18,446.18,446.18,446.18,446.18,446.18,446.18,446.18,446.18,446.18,446.18,446.18,463.144,463.144,463.144
2000-04,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,457.25,451.66,451.66,451.66,451.66,451.66,451.66,451.66,451.66,451.66,451.66,451.66,451.66,469.533,469.533,469.533
2000-07,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,469.77,468.41,468.41,468.41,468.41,468.41,468.41,468.41,468.41,468.41,468.41,468.41,468.41,483.658,483.658,483.658
2000-10,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,479.66,475.23,475.23,475.23,475.23,475.23,475.23,475.23,475.23,475.23,475.23,475.23,475.23,489.917,489.917,489.917
2001-01,462.15,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,460.66,458.52,458.52,458.52,458.52,458.52,458.52,458.52,458.52,458.52,458.52,458.52,458.52,477.242,477.242,477.242
2001-04,468.72,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,467.52,462.66,462.66,462.66,462.66,462.66,462.66,462.66,462.66,462.66,462.66,462.66,462.66,482.810,482.810,482.810
2001-07,479.44,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.54,480.05,480.05,480.05,480.05,480.05,480.05,480.05,480.05,480.05,480.05,480.05,480.05,498.379,498.379,498.379
2001-10,494.57,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,495.77,492.12,492.12,492.12,492.12,492.12,492.12,492.12,492.12,492.12,492.12,492.12,492.12,508.456,508.456,508.456
2002-01,466.93,464.38,464.38,464.38,464.38,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,464.42,462.44,462.44,462.44,462.44,462.44,462.44,462.44,462.44,462.44,462.44,462.44,462.44,480.804,480.804,480.804
2002-04,478.93,476.39,476.39,476.39,476.39,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,476.18,471.15,471.15,471.15,471.15,471.15,471.15,471.15,471.15,471.15,471.15,471.15,471.15,491.554,491.554,491.554
2002-07,492.49,493.07,493.07,493.07,493.07,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.58,492.49,492.49,492.49,492.49,492.49,492.49,492.49,492.49,492.49,492.49,492.49,492.49,510.352,510.352,510.352
2002-10,500.89,501.19,501.19,501.19,501.19,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,500.01,496.39,496.39,496.39,496.39,496.39,496.39,496.39,496.39,496.39,496.39,496.39,496.39,512.620,512.620,512.620
2003-01,470.54,468.61,468.61,468.61,468.61,468.35,468.35,468.35,468.35,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,469.02,466.01,466.01,466.01,466.01,466.01,466.01,466.01,466.01,466.01,466.01,466.01,466.01,483.076,483.076,483.076
2003-04,479.06,477.90,477.90,477.90,477.90,476.82,476.82,476.82,476.82,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,477.15,470.86,470.86,470.86,470.86,470.86,470.86,470.86,470.86,470.86,470.86,470.86,470.86,490.103,490.103,490.103
2003-07,497.69,498.21,498.21,498.21,498.21,498.09,498.09,498.09,498.09,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,498.80,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,514.104,514.104,514.104
2003-10,503.43,504.32,504.32,504.32,504.32,503.85,503.85,503.85,503.85,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,504.44,499.31,499.31,499.31,499.31,499.31,499.31,499.31,499.31,499.31,499.31,499.31,499.31,514.746,514.746,514.746
2004-01,482.29,483.40,483.40,483.40,483.40,481.27,481.27,481.27,481.27,482.19,482.19,482.19,482.19,482.27,482.27,482.27,482.27,482.27,482.27,482.27,482.27,482.27,482.27,482.27,482.27,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,496.863,496.863,496.863
2004-04,495.79,496.94,496.94,496.94,496.94,494.22,494.22,494.22,494.22,494.70,494.70,494.70,494.70,494.88,494.88,494.88,494.88,494.88,494.88,494.88,494.88,494.88,494.88,494.88,494.88,488.84,488.84,488.84,488.84,488.84,488.84,488.84,488.84,488.84,488.84,488.84,488.84,509.257,509.257,509.257
2004-07,504.04,507.59,507.59,507.59,507.59,506.09,506.09,506.09,506.09,507.33,507.33,507.33,507.33,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,505.75,505.75,505.75,505.75,505.75,505.75,505.75,505.75,505.75,505.75,505.75,505.75,522.807,522.807,522.807
2004-10,512.72,515.25,515.25,515.25,515.25,512.63,512.63,512.63,512.63,514.52,514.52,514.52,514.52,514.30,514.30,514.30,514.30,514.30,514.30,514.30,514.30,514.30,514.30,514.30,514.30,509.34,509.34,509.34,509.34,509.34,509.34,509.34,509.34,509.34,509.34,509.34,509.34,525.656,525.656,525.656
2005-01,484.99,487.49,486.95,486.83,486.85,484.57,484.57,484.57,484.57,484.40,484.40,484.40,484.40,484.48,484.48,484.48,484.48,484.38,484.38,484.38,484.38,484.38,484.38,484.38,484.38,481.55,481.55,481.55,481.55,481.55,481.55,481.55,481.55,481.55,481.55,481.55,481.55,499.022,499.022,499.022
2005-04,,506.99,507.14,506.88,507.45,505.04,505.04,505.04,505.04,505.23,505.23,505.23,505.23,505.17,505.17,505.17,505.17,504.27,504.27,504.27,504.27,504.27,504.27,504.27,504.27,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,497.26,518.253,518.253,518.253
2005-07,,,513.90,514.32,515.05,514.93,514.93,514.93,514.93,516.15,516.15,516.15,516.15,514.94,514.94,514.94,514.94,515.34,515.34,515.34,515.34,515.34,515.34,515.34,515.34,513.56,513.56,513.56,513.56,513.56,513.56,513.56,513.56,513.56,513.56,513.56,513.56,531.248,531.248,531.248
2005-10,,,,519.47,520.05,517.93,517.93,517.93,517.93,520.62,520.62,520.62,520.62,520.30,520.30,520.30,520.30,519.90,519.90,519.90,519.90,519.90,519.90,519.90,519.90,513.99,513.99,513.99,513.99,513.99,513.99,513.99,513.99,513.99,513.99,513.99,513.99,530.500,530.500,530.500
2006-01,,,,,501.63,500.64,499.52,499.82,499.94,502.56,502.56,502.56,502.56,502.46,502.46,502.46,502.46,503.41,503.41,503.41,503.41,503.74,503.74,503.74,503.74,502.22,502.22,502.22,502.22,502.22,502.22,502.22,502.22,502.22,502.22,502.22,502.22,520.771,520.771,520.771
2006-04,,,,,,513.80,511.23,512.23,512.38,515.41,515.41,515.41,515.41,515.56,515.56,515.56,515.56,515.33,515.33,515.33,515.33,515.85,515.85,515.85,515.85,510.28,510.28,510.28,510.28,510.28,510.28,510.28,510.28,510.28,510.28,510.28,510.28,531.827,531.827,531.827
