"wort","wert","stem","form"
"buntes",0.3507,"bunt","ADJX"
"buntem",0.3507,"bunt","ADJX"
"bunten",0.3507,"bunt","ADJX"
"bunteren",0.3507,"bunt","ADJX"
"bunterem",0.3507,"bunt","ADJX"
"bärenstark",0.004,"bärenstark","ADJX"
"bärenstarkst",0.004,"bärenstark","ADJX"
"bärenstarkster",0.004,"bärenstark","ADJX"
"bärenstarkere",0.004,"bärenstark","ADJX"
"bärenstarkstes",0.004,"bärenstark","ADJX"
"bärenstarksten",0.004,"bärenstark","ADJX"
"bärenstarke",0.004,"bärenstark","ADJX"
"bärenstarkstem",0.004,"bärenstark","ADJX"
"bärenstarker",0.004,"bärenstark","ADJX"
"bärenstarkeres",0.004,"bärenstark","ADJX"
"bärenstarkes",0.004,"bärenstark","ADJX"
"bärenstarkerer",0.004,"bärenstark","ADJX"
"bärenstarkem",0.004,"bärenstark","ADJX"
"bärenstarken",0.004,"bärenstark","ADJX"
"bärenstarkste",0.004,"bärenstark","ADJX"
"bärenstarkerem",0.004,"bärenstark","ADJX"
"bärenstarkeren",0.004,"bärenstark","ADJX"
"charakterstark",0.004,"charakterstark","ADJX"
"charismatisch",0.004,"charismatisch","ADJX"
"charismatischerer",0.004,"charismatisch","ADJX"
"charismatischeres",0.004,"charismatisch","ADJX"
"charismatischste",0.004,"charismatisch","ADJX"
"charismatischeren",0.004,"charismatisch","ADJX"
"charismatischerem",0.004,"charismatisch","ADJX"
"charismatischst",0.004,"charismatisch","ADJX"
"charismatische",0.004,"charismatisch","ADJX"
"charismatischere",0.004,"charismatisch","ADJX"
"charismatischem",0.004,"charismatisch","ADJX"
"charismatischstem",0.004,"charismatisch","ADJX"
"charismatischsten",0.004,"charismatisch","ADJX"
"charismatischen",0.004,"charismatisch","ADJX"
"charismatisches",0.004,"charismatisch","ADJX"
"charismatischster",0.004,"charismatisch","ADJX"
"charismatischer",0.004,"charismatisch","ADJX"
"charismatischstes",0.004,"charismatisch","ADJX"
"charmant",0.3223,"charmant","ADJX"
"charmante",0.3223,"charmant","ADJX"
"charmantere",0.3223,"charmant","ADJX"
"charmanteren",0.3223,"charmant","ADJX"
"charmanterem",0.3223,"charmant","ADJX"
"charmantester",0.3223,"charmant","ADJX"
"charmantestes",0.3223,"charmant","ADJX"
"charmantest",0.3223,"charmant","ADJX"
"charmanten",0.3223,"charmant","ADJX"
"charmantem",0.3223,"charmant","ADJX"
"charmanteres",0.3223,"charmant","ADJX"
"charmanterer",0.3223,"charmant","ADJX"
"charmantes",0.3223,"charmant","ADJX"
"charmanteste",0.3223,"charmant","ADJX"
"charmanter",0.3223,"charmant","ADJX"
"charmantestem",0.3223,"charmant","ADJX"
"charmantesten",0.3223,"charmant","ADJX"
"chic",0.0787,"chic","ADJX"
"chicster",0.0787,"chic","ADJX"
"chicstes",0.0787,"chic","ADJX"
"chicstem",0.0787,"chic","ADJX"
"chicsten",0.0787,"chic","ADJX"
"chicere",0.0787,"chic","ADJX"
"chicste",0.0787,"chic","ADJX"
"chicst",0.0787,"chic","ADJX"
"chicem",0.0787,"chic","ADJX"
"chiceren",0.0787,"chic","ADJX"
"chicerem",0.0787,"chic","ADJX"
"chicerer",0.0787,"chic","ADJX"
"chice",0.0787,"chic","ADJX"
"chices",0.0787,"chic","ADJX"
"chicer",0.0787,"chic","ADJX"
"chiceres",0.0787,"chic","ADJX"
"chicen",0.0787,"chic","ADJX"
"clever",0.2243,"clever","ADJX"
"cleverem",0.2243,"clever","ADJX"
"clevererem",0.2243,"clever","ADJX"
"clevereren",0.2243,"clever","ADJX"
"clevere",0.2243,"clever","ADJX"
"clevrerer",0.2243,"clever","ADJX"
"clevreres",0.2243,"clever","ADJX"
"clevrerem",0.2243,"clever","ADJX"
"clevrer",0.2243,"clever","ADJX"
"clevrere",0.2243,"clever","ADJX"
"cleversten",0.2243,"clever","ADJX"
"cleverste",0.2243,"clever","ADJX"
"clevreren",0.2243,"clever","ADJX"
"cleverstem",0.2243,"clever","ADJX"
"cleverstes",0.2243,"clever","ADJX"
"cleverere",0.2243,"clever","ADJX"
"cleverster",0.2243,"clever","ADJX"
"clevererer",0.2243,"clever","ADJX"
"cleverst",0.2243,"clever","ADJX"
"cleveren",0.2243,"clever","ADJX"
"clevereres",0.2243,"clever","ADJX"
"cleveres",0.2243,"clever","ADJX"
"cleverer",0.2243,"clever","ADJX"
"cool",0.004,"cool","ADJX"
"coolsten",0.004,"cool","ADJX"
"coolstem",0.004,"cool","ADJX"
"coolst",0.004,"cool","ADJX"
"coolster",0.004,"cool","ADJX"
"coolstes",0.004,"cool","ADJX"
"coolerem",0.004,"cool","ADJX"
"cooleren",0.004,"cool","ADJX"
"cooler",0.004,"cool","ADJX"
"cooles",0.004,"cool","ADJX"
"coolerer",0.004,"cool","ADJX"
"coolste",0.004,"cool","ADJX"
"coole",0.004,"cool","ADJX"
"coolen",0.004,"cool","ADJX"
"cooleres",0.004,"cool","ADJX"
"coolem",0.004,"cool","ADJX"
"coolere",0.004,"cool","ADJX"
"dankbar",0.0854,"dankbar","ADJX"
"dankbares",0.0854,"dankbar","ADJX"
"dankbarer",0.0854,"dankbar","ADJX"
"dankbarst",0.0854,"dankbar","ADJX"
"dankbarerer",0.0854,"dankbar","ADJX"
"dankbaren",0.0854,"dankbar","ADJX"
"dankbareres",0.0854,"dankbar","ADJX"
"dankbarem",0.0854,"dankbar","ADJX"
"dankbarere",0.0854,"dankbar","ADJX"
"dankbarstem",0.0854,"dankbar","ADJX"
"dankbarsten",0.0854,"dankbar","ADJX"
"dankbarste",0.0854,"dankbar","ADJX"
"dankbarster",0.0854,"dankbar","ADJX"
"dankbarstes",0.0854,"dankbar","ADJX"
"dankbare",0.0854,"dankbar","ADJX"
"dankbarerem",0.0854,"dankbar","ADJX"
"dankbareren",0.0854,"dankbar","ADJX"
"danken",0.191,"danken","VVINF"
"dankte",0.191,"danken","VVINF"
"danktet",0.191,"danken","VVINF"
"danktest",0.191,"danken","VVINF"
"dankst",0.191,"danken","VVINF"
"dankest",0.191,"danken","VVINF"
"dankt",0.191,"danken","VVINF"
"danke",0.191,"danken","VVINF"
"gedankt",0.191,"danken","VVINF"
"dankten",0.191,"danken","VVINF"
"danket",0.191,"danken","VVINF"
"dank",0.191,"danken","VVINF"
"dauerhaft",0.205,"dauerhaft","ADJX"
"dauerhaften",0.205,"dauerhaft","ADJX"
"dauerhaftem",0.205,"dauerhaft","ADJX"
"dauerhaftere",0.205,"dauerhaft","ADJX"
"dauerhafteste",0.205,"dauerhaft","ADJX"
"dauerhafteren",0.205,"dauerhaft","ADJX"
"dauerhafterem",0.205,"dauerhaft","ADJX"
"dauerhafte",0.205,"dauerhaft","ADJX"
"dauerhafter",0.205,"dauerhaft","ADJX"
"dauerhafteres",0.205,"dauerhaft","ADJX"
"dauerhafterer",0.205,"dauerhaft","ADJX"
"dauerhaftes",0.205,"dauerhaft","ADJX"
"dauerhaftest",0.205,"dauerhaft","ADJX"
"dauerhaftestes",0.205,"dauerhaft","ADJX"
"dauerhaftester",0.205,"dauerhaft","ADJX"
"dauerhaftestem",0.205,"dauerhaft","ADJX"
"dauerhaftesten",0.205,"dauerhaft","ADJX"
"denkwürdig",0.004,"denkwürdig","ADJX"
"denkwürdigere",0.004,"denkwürdig","ADJX"
"denkwürdigstes",0.004,"denkwürdig","ADJX"
"denkwürdige",0.004,"denkwürdig","ADJX"
"denkwürdiges",0.004,"denkwürdig","ADJX"
"denkwürdigster",0.004,"denkwürdig","ADJX"
"denkwürdiger",0.004,"denkwürdig","ADJX"
"denkwürdigen",0.004,"denkwürdig","ADJX"
"denkwürdigem",0.004,"denkwürdig","ADJX"
"denkwürdigeren",0.004,"denkwürdig","ADJX"
"denkwürdigerem",0.004,"denkwürdig","ADJX"
"denkwürdigste",0.004,"denkwürdig","ADJX"
"denkwürdigerer",0.004,"denkwürdig","ADJX"
"denkwürdigst",0.004,"denkwürdig","ADJX"
"denkwürdigstem",0.004,"denkwürdig","ADJX"
"denkwürdigsten",0.004,"denkwürdig","ADJX"
"denkwürdigeres",0.004,"denkwürdig","ADJX"
"detailliert",0.004,"detailliert","ADJX"
"detailliertest",0.004,"detailliert","ADJX"
"detaillierterer",0.004,"detailliert","ADJX"
"detaillierteres",0.004,"detailliert","ADJX"
"detaillierte",0.004,"detailliert","ADJX"
"detailliertesten",0.004,"detailliert","ADJX"
"detailliertestem",0.004,"detailliert","ADJX"
"detailliertere",0.004,"detailliert","ADJX"
"detaillierteren",0.004,"detailliert","ADJX"
"detaillierterem",0.004,"detailliert","ADJX"
"detaillierter",0.004,"detailliert","ADJX"
"detailliertes",0.004,"detailliert","ADJX"
"detailliertestes",0.004,"detailliert","ADJX"
"detaillierteste",0.004,"detailliert","ADJX"
"detailliertester",0.004,"detailliert","ADJX"
"detailliertem",0.004,"detailliert","ADJX"
"detaillierten",0.004,"detailliert","ADJX"
"dienlich",0.004,"dienlich","ADJX"
"dienlichst",0.004,"dienlich","ADJX"
"dienlichsten",0.004,"dienlich","ADJX"
"dienlichstem",0.004,"dienlich","ADJX"
"dienlichere",0.004,"dienlich","ADJX"
"dienlichstes",0.004,"dienlich","ADJX"
"dienlichster",0.004,"dienlich","ADJX"
"dienlichem",0.004,"dienlich","ADJX"
"dienlichste",0.004,"dienlich","ADJX"
"dienlichen",0.004,"dienlich","ADJX"
"dienliche",0.004,"dienlich","ADJX"
"dienlicherer",0.004,"dienlich","ADJX"
"dienlicher",0.004,"dienlich","ADJX"
"dienlicheres",0.004,"dienlich","ADJX"
"dienliches",0.004,"dienlich","ADJX"
"dienlicheren",0.004,"dienlich","ADJX"
"dienlicherem",0.004,"dienlich","ADJX"
"diplomatisch",0.004,"diplomatisch","ADJX"
"diplomatischem",0.004,"diplomatisch","ADJX"
"diplomatischste",0.004,"diplomatisch","ADJX"
"diplomatischen",0.004,"diplomatisch","ADJX"
"diplomatische",0.004,"diplomatisch","ADJX"
"diplomatisches",0.004,"diplomatisch","ADJX"
"diplomatischer",0.004,"diplomatisch","ADJX"
"diplomatischstem",0.004,"diplomatisch","ADJX"
"diplomatischsten",0.004,"diplomatisch","ADJX"
"diplomatischst",0.004,"diplomatisch","ADJX"
"diplomatischster",0.004,"diplomatisch","ADJX"
"diplomatischstes",0.004,"diplomatisch","ADJX"
"diplomatischeres",0.004,"diplomatisch","ADJX"
"diplomatischere",0.004,"diplomatisch","ADJX"
"diplomatischerer",0.004,"diplomatisch","ADJX"
"diplomatischerem",0.004,"diplomatisch","ADJX"
"diplomatischeren",0.004,"diplomatisch","ADJX"
"diskret",0.004,"diskret","ADJX"
"diskretem",0.004,"diskret","ADJX"
"diskretester",0.004,"diskret","ADJX"
"diskreten",0.004,"diskret","ADJX"
"diskrete",0.004,"diskret","ADJX"
"diskretestem",0.004,"diskret","ADJX"
"diskretesten",0.004,"diskret","ADJX"
"diskreteste",0.004,"diskret","ADJX"
"diskretere",0.004,"diskret","ADJX"
"diskreteren",0.004,"diskret","ADJX"
"diskreterem",0.004,"diskret","ADJX"
"diskretest",0.004,"diskret","ADJX"
"diskreteres",0.004,"diskret","ADJX"
"diskretestes",0.004,"diskret","ADJX"
"diskreterer",0.004,"diskret","ADJX"
"diskretes",0.004,"diskret","ADJX"
"diskreter",0.004,"diskret","ADJX"
"diszipliniert",0.004,"diszipliniert","ADJX"
"diszipliniertester",0.004,"diszipliniert","ADJX"
"disziplinierterem",0.004,"diszipliniert","ADJX"
"disziplinierteren",0.004,"diszipliniert","ADJX"
"diszipliniertesten",0.004,"diszipliniert","ADJX"
"disziplinierteste",0.004,"diszipliniert","ADJX"
"diszipliniertestem",0.004,"diszipliniert","ADJX"
"disziplinierteres",0.004,"diszipliniert","ADJX"
"disziplinierterer",0.004,"diszipliniert","ADJX"
"diszipliniertest",0.004,"diszipliniert","ADJX"
"diszipliniertestes",0.004,"diszipliniert","ADJX"
"disziplinierte",0.004,"diszipliniert","ADJX"
"diszipliniertes",0.004,"diszipliniert","ADJX"
"disziplinierter",0.004,"diszipliniert","ADJX"
"disziplinierten",0.004,"diszipliniert","ADJX"
"diszipliniertere",0.004,"diszipliniert","ADJX"
"diszipliniertem",0.004,"diszipliniert","ADJX"
"duftester",0.1958,"dufte","ADJX"
"duftestes",0.1958,"dufte","ADJX"
"dufteres",0.1958,"dufte","ADJX"
"duftesten",0.1958,"dufte","ADJX"
"dufterer",0.1958,"dufte","ADJX"
"dufterem",0.1958,"dufte","ADJX"
"dufteren",0.1958,"dufte","ADJX"
"duftes",0.1958,"dufte","ADJX"
"dufter",0.1958,"dufte","ADJX"
"duftem",0.1958,"dufte","ADJX"
"duftestem",0.1958,"dufte","ADJX"
"duftere",0.1958,"dufte","ADJX"
"dufteste",0.1958,"dufte","ADJX"
"duft",0.2132,"duften","ADJX"
"dufttet",0.2132,"duften","ADJX"
"geduftet",0.2132,"duften","ADJX"
"dufttest",0.2132,"duften","ADJX"
"dufteten",0.2132,"duften","ADJX"
"duftete",0.2132,"duften","ADJX"
"duftet",0.2132,"duften","ADJX"
"duftte",0.2132,"duften","ADJX"
"duftetet",0.2132,"duften","ADJX"
"duftetest",0.2132,"duften","ADJX"
"duftten",0.2132,"duften","ADJX"
"durchdacht",0.2131,"durchdacht","ADJX"
"durchdachteren",0.2131,"durchdacht","ADJX"
"durchdachterem",0.2131,"durchdacht","ADJX"
"durchdachterer",0.2131,"durchdacht","ADJX"
"durchdachteres",0.2131,"durchdacht","ADJX"
"durchdachtestes",0.2131,"durchdacht","ADJX"
"durchdachtester",0.2131,"durchdacht","ADJX"
"durchdachtest",0.2131,"durchdacht","ADJX"
"durchdachtesten",0.2131,"durchdacht","ADJX"
"durchdachte",0.2131,"durchdacht","ADJX"
"durchdachtestem",0.2131,"durchdacht","ADJX"
"durchdachtem",0.2131,"durchdacht","ADJX"
"durchdachten",0.2131,"durchdacht","ADJX"
"durchdachtere",0.2131,"durchdacht","ADJX"
"durchdachtes",0.2131,"durchdacht","ADJX"
"durchdachteste",0.2131,"durchdacht","ADJX"
"durchdachter",0.2131,"durchdacht","ADJX"
"durchhalten",0.004,"durchhalten","VVINF"
"durchschlagend",0.004,"durchschlagend","ADJX"
"durchschlagenderen",0.004,"durchschlagend","ADJX"
"durchschlagenderem",0.004,"durchschlagend","ADJX"
"durchschlagendem",0.004,"durchschlagend","ADJX"
"durchschlagende",0.004,"durchschlagend","ADJX"
"durchschlagendere",0.004,"durchschlagend","ADJX"
"durchschlagenderer",0.004,"durchschlagend","ADJX"
"durchschlagenden",0.004,"durchschlagend","ADJX"
"durchschlagenderes",0.004,"durchschlagend","ADJX"
"durchschlagendes",0.004,"durchschlagend","ADJX"
"durchschlagender",0.004,"durchschlagend","ADJX"
"durchschlagendst",0.004,"durchschlagend","ADJX"
"durchschlagendstem",0.004,"durchschlagend","ADJX"
"durchschlagendsten",0.004,"durchschlagend","ADJX"
"durchschlagendstes",0.004,"durchschlagend","ADJX"
"durchschlagendste",0.004,"durchschlagend","ADJX"
"durchschlagendster",0.004,"durchschlagend","ADJX"
"dynamisch",0.004,"dynamisch","ADJX"
"dynamischster",0.004,"dynamisch","ADJX"
"dynamischstes",0.004,"dynamisch","ADJX"
"dynamischen",0.004,"dynamisch","ADJX"
"dynamischem",0.004,"dynamisch","ADJX"
"dynamischst",0.004,"dynamisch","ADJX"
"dynamischere",0.004,"dynamisch","ADJX"
"dynamischerer",0.004,"dynamisch","ADJX"
"dynamischeres",0.004,"dynamisch","ADJX"
"dynamischeren",0.004,"dynamisch","ADJX"
"dynamischerem",0.004,"dynamisch","ADJX"
"dynamisches",0.004,"dynamisch","ADJX"
"dynamischsten",0.004,"dynamisch","ADJX"
"dynamischstem",0.004,"dynamisch","ADJX"
"dynamische",0.004,"dynamisch","ADJX"
"dynamischer",0.004,"dynamisch","ADJX"
"dynamischste",0.004,"dynamisch","ADJX"
"edel",0.2235,"edel","ADJX"
"edles",0.2235,"edel","ADJX"
"edler",0.2235,"edel","ADJX"
"edelst",0.2235,"edel","ADJX"
"edelsten",0.2235,"edel","ADJX"
"edlem",0.2235,"edel","ADJX"
"edelstes",0.2235,"edel","ADJX"
"edelster",0.2235,"edel","ADJX"
"edlen",0.2235,"edel","ADJX"
"edelste",0.2235,"edel","ADJX"
"edlerer",0.2235,"edel","ADJX"
"edlere",0.2235,"edel","ADJX"
"edelstem",0.2235,"edel","ADJX"
"edleren",0.2235,"edel","ADJX"
"edlerem",0.2235,"edel","ADJX"
"edleres",0.2235,"edel","ADJX"
"edle",0.2235,"edel","ADJX"
"effektiv",0.0971,"effektiv","ADJX"
"effektivem",0.0971,"effektiv","ADJX"
"effektiverem",0.0971,"effektiv","ADJX"
"effektivst",0.0971,"effektiv","ADJX"
"effektiven",0.0971,"effektiv","ADJX"
"effektiveren",0.0971,"effektiv","ADJX"
"effektivstem",0.0971,"effektiv","ADJX"
"effektivste",0.0971,"effektiv","ADJX"
"effektivere",0.0971,"effektiv","ADJX"
"effektiverer",0.0971,"effektiv","ADJX"
"effektive",0.0971,"effektiv","ADJX"
"effektiveres",0.0971,"effektiv","ADJX"
"effektivstes",0.0971,"effektiv","ADJX"
"effektivster",0.0971,"effektiv","ADJX"
"effektives",0.0971,"effektiv","ADJX"
"effektiver",0.0971,"effektiv","ADJX"
"effektivsten",0.0971,"effektiv","ADJX"
"effektvoll",0.004,"effektvoll","ADJX"
"effektvollere",0.004,"effektvoll","ADJX"
"effektvollerer",0.004,"effektvoll","ADJX"
"effektvolleres",0.004,"effektvoll","ADJX"
"effektvolle",0.004,"effektvoll","ADJX"
"effektvolleren",0.004,"effektvoll","ADJX"
"effektvoller",0.004,"effektvoll","ADJX"
"effektvollerem",0.004,"effektvoll","ADJX"
"effektvollster",0.004,"effektvoll","ADJX"
"effektvollstes",0.004,"effektvoll","ADJX"
"effektvollem",0.004,"effektvoll","ADJX"
"effektvollen",0.004,"effektvoll","ADJX"
"effektvollste",0.004,"effektvoll","ADJX"
"effektvollstem",0.004,"effektvoll","ADJX"
"effektvollsten",0.004,"effektvoll","ADJX"
"effektvolles",0.004,"effektvoll","ADJX"
"effektvollst",0.004,"effektvoll","ADJX"
"effizient",0.004,"effizient","ADJX"
"effiziente",0.004,"effizient","ADJX"
"effizientere",0.004,"effizient","ADJX"
"effizientestem",0.004,"effizient","ADJX"
"effizientesten",0.004,"effizient","ADJX"
"effizientester",0.004,"effizient","ADJX"
"effizientestes",0.004,"effizient","ADJX"
"effizienteres",0.004,"effizient","ADJX"
"effizientest",0.004,"effizient","ADJX"
"effizienterer",0.004,"effizient","ADJX"
"effizienteren",0.004,"effizient","ADJX"
"effizienterem",0.004,"effizient","ADJX"
"effizienteste",0.004,"effizient","ADJX"
"effizientem",0.004,"effizient","ADJX"
"effizienten",0.004,"effizient","ADJX"
"effizientes",0.004,"effizient","ADJX"
"effizienter",0.004,"effizient","ADJX"
"ehren",0.0612,"ehren","VVINF"
"ehret",0.0612,"ehren","VVINF"
"ehrest",0.0612,"ehren","VVINF"
"ehrt",0.0612,"ehren","VVINF"
"ehre",0.0612,"ehren","VVINF"
"ehr",0.0612,"ehren","VVINF"
"ehrtest",0.0612,"ehren","VVINF"
"ehrten",0.0612,"ehren","VVINF"
"ehrst",0.0612,"ehren","VVINF"
"ehrte",0.0612,"ehren","VVINF"
"ehrtet",0.0612,"ehren","VVINF"
"geehrt",0.0612,"ehren","VVINF"
"ehrenwert",0.004,"ehrenwert","ADJX"
"ehrenwertere",0.004,"ehrenwert","ADJX"
"ehrenwerteres",0.004,"ehrenwert","ADJX"
"ehrenwerterer",0.004,"ehrenwert","ADJX"
"ehrenwerteste",0.004,"ehrenwert","ADJX"
"ehrenwertest",0.004,"ehrenwert","ADJX"
"ehrenwerte",0.004,"ehrenwert","ADJX"
"ehrenwertesten",0.004,"ehrenwert","ADJX"
"ehrenwertestem",0.004,"ehrenwert","ADJX"
"ehrenwertem",0.004,"ehrenwert","ADJX"
"ehrenwerten",0.004,"ehrenwert","ADJX"
"ehrenwertester",0.004,"ehrenwert","ADJX"
"ehrenwerteren",0.004,"ehrenwert","ADJX"
"ehrenwertestes",0.004,"ehrenwert","ADJX"
"ehrenwerter",0.004,"ehrenwert","ADJX"
"ehrenwertes",0.004,"ehrenwert","ADJX"
"ehrenwerterem",0.004,"ehrenwert","ADJX"
"ehrfürchtig",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigstes",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigster",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigstem",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigsten",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigst",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigere",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigeren",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigerem",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigeres",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigerer",0.004,"ehrfürchtig","ADJX"
"ehrfürchtiges",0.004,"ehrfürchtig","ADJX"
"ehrfürchtiger",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigste",0.004,"ehrfürchtig","ADJX"
"ehrfürchtige",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigen",0.004,"ehrfürchtig","ADJX"
"ehrfürchtigem",0.004,"ehrfürchtig","ADJX"
"ehrgeizig",0.2076,"ehrgeizig","ADJX"
"ehrgeizigster",0.2076,"ehrgeizig","ADJX"
"ehrgeizigerer",0.2076,"ehrgeizig","ADJX"
"ehrgeizigstes",0.2076,"ehrgeizig","ADJX"
"ehrgeiziger",0.2076,"ehrgeizig","ADJX"
"ehrgeizigeres",0.2076,"ehrgeizig","ADJX"
"ehrgeiziges",0.2076,"ehrgeizig","ADJX"
"ehrgeizigst",0.2076,"ehrgeizig","ADJX"
"ehrgeizigeren",0.2076,"ehrgeizig","ADJX"
"ehrgeizigere",0.2076,"ehrgeizig","ADJX"
"ehrgeizigerem",0.2076,"ehrgeizig","ADJX"
"ehrgeizigsten",0.2076,"ehrgeizig","ADJX"
"ehrgeizige",0.2076,"ehrgeizig","ADJX"
"ehrgeizigem",0.2076,"ehrgeizig","ADJX"
"ehrgeizigste",0.2076,"ehrgeizig","ADJX"
"ehrgeizigen",0.2076,"ehrgeizig","ADJX"
"ehrgeizigstem",0.2076,"ehrgeizig","ADJX"
"ehrlich",0.1212,"ehrlich","ADJX"
"ehrlicherer",0.1212,"ehrlich","ADJX"
"ehrlichste",0.1212,"ehrlich","ADJX"
"ehrlicheres",0.1212,"ehrlich","ADJX"
"ehrliche",0.1212,"ehrlich","ADJX"
"ehrlichster",0.1212,"ehrlich","ADJX"
"ehrlicheren",0.1212,"ehrlich","ADJX"
"ehrlichstem",0.1212,"ehrlich","ADJX"
"ehrlichsten",0.1212,"ehrlich","ADJX"
"ehrlicherem",0.1212,"ehrlich","ADJX"
"ehrlichst",0.1212,"ehrlich","ADJX"
"ehrlichere",0.1212,"ehrlich","ADJX"
"ehrlichstes",0.1212,"ehrlich","ADJX"
"ehrlichen",0.1212,"ehrlich","ADJX"
"ehrlichem",0.1212,"ehrlich","ADJX"
"ehrlicher",0.1212,"ehrlich","ADJX"
"ehrliches",0.1212,"ehrlich","ADJX"
"ehrwürdig",0.004,"ehrwürdig","ADJX"
"ehrwürdigst",0.004,"ehrwürdig","ADJX"
"ehrwürdigste",0.004,"ehrwürdig","ADJX"
"ehrwürdigstem",0.004,"ehrwürdig","ADJX"
"ehrwürdigen",0.004,"ehrwürdig","ADJX"
"ehrwürdigsten",0.004,"ehrwürdig","ADJX"
"ehrwürdigem",0.004,"ehrwürdig","ADJX"
"ehrwürdigere",0.004,"ehrwürdig","ADJX"
"ehrwürdige",0.004,"ehrwürdig","ADJX"
"ehrwürdiges",0.004,"ehrwürdig","ADJX"
"ehrwürdigster",0.004,"ehrwürdig","ADJX"
"ehrwürdigstes",0.004,"ehrwürdig","ADJX"
"ehrwürdiger",0.004,"ehrwürdig","ADJX"
"ehrwürdigerer",0.004,"ehrwürdig","ADJX"
"ehrwürdigeres",0.004,"ehrwürdig","ADJX"
"ehrwürdigeren",0.004,"ehrwürdig","ADJX"
"ehrwürdigerem",0.004,"ehrwürdig","ADJX"
"eifern",0.004,"eifern","VVINF"
"eifert",0.004,"eifern","VVINF"
"eifere",0.004,"eifern","VVINF"
"eiferen",0.004,"eifern","VVINF"
"geeifert",0.004,"eifern","VVINF"
"eifertet",0.004,"eifern","VVINF"
"eifertest",0.004,"eifern","VVINF"
"eiferte",0.004,"eifern","VVINF"
"eifer",0.004,"eifern","VVINF"
"eiferst",0.004,"eifern","VVINF"
"eiferten",0.004,"eifern","VVINF"
"eifrig",0.004,"eifrig","ADJX"
"eifrigere",0.004,"eifrig","ADJX"
"eifrigst",0.004,"eifrig","ADJX"
"eifrigstem",0.004,"eifrig","ADJX"
"eifrigster",0.004,"eifrig","ADJX"
"eifrigstes",0.004,"eifrig","ADJX"
"eifrigste",0.004,"eifrig","ADJX"
"eifrigsten",0.004,"eifrig","ADJX"
"eifriges",0.004,"eifrig","ADJX"
"eifriger",0.004,"eifrig","ADJX"
"eifrigeres",0.004,"eifrig","ADJX"
"eifrigerer",0.004,"eifrig","ADJX"
"eifrige",0.004,"eifrig","ADJX"
"eifrigen",0.004,"eifrig","ADJX"
"eifrigem",0.004,"eifrig","ADJX"
"eifrigeren",0.004,"eifrig","ADJX"
"eifrigerem",0.004,"eifrig","ADJX"
"eignen",0.1006,"eignen","VVINF"
"eigne",0.1006,"eignen","VVINF"
"eignetet",0.1006,"eignen","VVINF"
"eignten",0.1006,"eignen","VVINF"
"eigntest",0.1006,"eignen","VVINF"
"eignte",0.1006,"eignen","VVINF"
"eigntet",0.1006,"eignen","VVINF"
"eignest",0.1006,"eignen","VVINF"
"eigneten",0.1006,"eignen","VVINF"
"eign",0.1006,"eignen","VVINF"
"eignet",0.1006,"eignen","VVINF"
"eignetest",0.1006,"eignen","VVINF"
